preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
Eliglustat,DRUG,DDInter,Eliglustat,,,,DDInter629
Amcinonide,DRUG,DDInter,Amcinonide,,,,DDInter63
Elotuzumab,DRUG,DDInter,Elotuzumab,,,,DDInter630
Eltrombopag,DRUG,DDInter,Eltrombopag,,,,DDInter631
Eluxadoline,DRUG,DDInter,Eluxadoline,,,,DDInter632
Elvitegravir,DRUG,DDInter,Elvitegravir,,,,DDInter633
Emapalumab,DRUG,DDInter,Emapalumab,,,,DDInter634
Emicizumab,DRUG,DDInter,Emicizumab,,,,DDInter635
Empagliflozin,DRUG,DDInter,Empagliflozin,,,,DDInter636
Emtricitabine,DRUG,DDInter,Emtricitabine,,,,DDInter637
Enalapril,DRUG,DDInter,Enalapril,,,,DDInter638
Enasidenib,DRUG,DDInter,Enasidenib,,,,DDInter639
Amifampridine,DRUG,DDInter,Amifampridine,,,,DDInter64
Encorafenib,DRUG,DDInter,Encorafenib,,,,DDInter640
Enflurane,DRUG,DDInter,Enflurane,,,,DDInter641
Enfortumab vedotin,DRUG,DDInter,Enfortumab vedotin,,,,DDInter642
Enfuvirtide,DRUG,DDInter,Enfuvirtide,,,,DDInter643
Enoxacin,DRUG,DDInter,Enoxacin,,,,DDInter644
Enoxaparin,DRUG,DDInter,Enoxaparin,,,,DDInter645
Entacapone,DRUG,DDInter,Entacapone,,,,DDInter646
Entecavir,DRUG,DDInter,Entecavir,,,,DDInter647
Entrectinib,DRUG,DDInter,Entrectinib,,,,DDInter648
Enzalutamide,DRUG,DDInter,Enzalutamide,,,,DDInter649
Amifostine,DRUG,DDInter,Amifostine,,,,DDInter65
Ephedrine,DRUG,DDInter,Ephedrine,,,,DDInter650
Ephedrine (nasal),DRUG,DDInter,Ephedrine (nasal),,,,DDInter651
Epinephrine,DRUG,DDInter,Epinephrine,,,,DDInter652
Epinephrine (ophthalmic),DRUG,DDInter,Epinephrine (ophthalmic),,,,DDInter653
Epinephrine (topical),DRUG,DDInter,Epinephrine (topical),,,,DDInter654
Epirubicin,DRUG,DDInter,Epirubicin,,,,DDInter655
Eplerenone,DRUG,DDInter,Eplerenone,,,,DDInter656
Epoprostenol,DRUG,DDInter,Epoprostenol,,,,DDInter657
Eprosartan,DRUG,DDInter,Eprosartan,,,,DDInter658
Eptifibatide,DRUG,DDInter,Eptifibatide,,,,DDInter659
Amikacin,DRUG,DDInter,Amikacin,,,,DDInter66
Eravacycline,DRUG,DDInter,Eravacycline,,,,DDInter660
Erdafitinib,DRUG,DDInter,Erdafitinib,,,,DDInter661
Ergocalciferol,DRUG,DDInter,Ergocalciferol,,,,DDInter662
Ergoloid mesylate,DRUG,DDInter,Ergoloid mesylate,,,,DDInter663
Ergometrine,DRUG,DDInter,Ergometrine,,,,DDInter664
Ergotamine,DRUG,DDInter,Ergotamine,,,,DDInter665
Eribulin,DRUG,DDInter,Eribulin,,,,DDInter666
Erlotinib,DRUG,DDInter,Erlotinib,,,,DDInter667
Ertapenem,DRUG,DDInter,Ertapenem,,,,DDInter668
Ertugliflozin,DRUG,DDInter,Ertugliflozin,,,,DDInter669
Amikacin (liposome),DRUG,DDInter,Amikacin (liposome),,,,DDInter67
Erythromycin,DRUG,DDInter,Erythromycin,,,,DDInter670
Erythropoietin,DRUG,DDInter,Erythropoietin,,,,DDInter671
Escitalopram,DRUG,DDInter,Escitalopram,,,,DDInter672
Esketamine,DRUG,DDInter,Esketamine,,,,DDInter673
Eslicarbazepine,DRUG,DDInter,Eslicarbazepine,,,,DDInter674
Esmolol,DRUG,DDInter,Esmolol,,,,DDInter675
Esomeprazole,DRUG,DDInter,Esomeprazole,,,,DDInter676
Estazolam,DRUG,DDInter,Estazolam,,,,DDInter677
Esterified estrogens,DRUG,DDInter,Esterified estrogens,,,,DDInter678
Estradiol,DRUG,DDInter,Estradiol,,,,DDInter679
Amiloride,DRUG,DDInter,Amiloride,,,,DDInter68
Estradiol (topical),DRUG,DDInter,Estradiol (topical),,,,DDInter680
Estramustine,DRUG,DDInter,Estramustine,,,,DDInter681
Estrone,DRUG,DDInter,Estrone,,,,DDInter682
Estrone sulfate,DRUG,DDInter,Estrone sulfate,,,,DDInter683
Estrone sulfate (topical),DRUG,DDInter,Estrone sulfate (topical),,,,DDInter684
Eszopiclone,DRUG,DDInter,Eszopiclone,,,,DDInter685
Etacrynic acid,DRUG,DDInter,Etacrynic acid,,,,DDInter686
Etanercept,DRUG,DDInter,Etanercept,,,,DDInter687
Etelcalcetide,DRUG,DDInter,Etelcalcetide,,,,DDInter688
Ethambutol,DRUG,DDInter,Ethambutol,,,,DDInter689
Aminobenzoic acid,DRUG,DDInter,Aminobenzoic acid,,,,DDInter69
Ethanol,DRUG,DDInter,Ethanol,,,,DDInter690
Ethchlorvynol,DRUG,DDInter,Ethchlorvynol,,,,DDInter691
Ethinylestradiol,DRUG,DDInter,Ethinylestradiol,,,,DDInter692
Ethiodized oil,DRUG,DDInter,Ethiodized oil,,,,DDInter693
Ethionamide,DRUG,DDInter,Ethionamide,,,,DDInter694
Ethosuximide,DRUG,DDInter,Ethosuximide,,,,DDInter695
Ethotoin,DRUG,DDInter,Ethotoin,,,,DDInter696
Etidocaine,DRUG,DDInter,Etidocaine,,,,DDInter697
Etidronic acid,DRUG,DDInter,Etidronic acid,,,,DDInter698
Etodolac,DRUG,DDInter,Etodolac,,,,DDInter699
Abemaciclib,DRUG,DDInter,Abemaciclib,,,,DDInter7
Aminocaproic acid,DRUG,DDInter,Aminocaproic acid,,,,DDInter70
Etomidate,DRUG,DDInter,Etomidate,,,,DDInter700
Etonogestrel,DRUG,DDInter,Etonogestrel,,,,DDInter701
Etoposide,DRUG,DDInter,Etoposide,,,,DDInter702
Etravirine,DRUG,DDInter,Etravirine,,,,DDInter703
Everolimus,DRUG,DDInter,Everolimus,,,,DDInter704
Exemestane,DRUG,DDInter,Exemestane,,,,DDInter705
Exenatide,DRUG,DDInter,Exenatide,,,,DDInter706
Ezetimibe,DRUG,DDInter,Ezetimibe,,,,DDInter707
Ezogabine,DRUG,DDInter,Ezogabine,,,,DDInter708
Factor IX Complex (Human),DRUG,DDInter,Factor IX Complex (Human),,,,DDInter709
Aminoglutethimide,DRUG,DDInter,Aminoglutethimide,,,,DDInter71
Factor XIII (human),DRUG,DDInter,Factor XIII (human),,,,DDInter710
Famciclovir,DRUG,DDInter,Famciclovir,,,,DDInter711
Famotidine,DRUG,DDInter,Famotidine,,,,DDInter712
Febuxostat,DRUG,DDInter,Febuxostat,,,,DDInter713
Fedratinib,DRUG,DDInter,Fedratinib,,,,DDInter714
Felbamate,DRUG,DDInter,Felbamate,,,,DDInter715
Felodipine,DRUG,DDInter,Felodipine,,,,DDInter716
Fenfluramine,DRUG,DDInter,Fenfluramine,,,,DDInter717
Fenofibrate,DRUG,DDInter,Fenofibrate,,,,DDInter718
Fenofibric acid,DRUG,DDInter,Fenofibric acid,,,,DDInter719
Aminolevulinic acid,DRUG,DDInter,Aminolevulinic acid,,,,DDInter72
Fenoldopam,DRUG,DDInter,Fenoldopam,,,,DDInter720
Fenoprofen,DRUG,DDInter,Fenoprofen,,,,DDInter721
Fentanyl,DRUG,DDInter,Fentanyl,,,,DDInter722
Ferric carboxymaltose,DRUG,DDInter,Ferric carboxymaltose,,,,DDInter723
Ferric derisomaltose,DRUG,DDInter,Ferric derisomaltose,,,,DDInter724
Ferrous fumarate,DRUG,DDInter,Ferrous fumarate,,,,DDInter725
Ferrous gluconate,DRUG,DDInter,Ferrous gluconate,,,,DDInter726
Ferrous sulfate anhydrous,DRUG,DDInter,Ferrous sulfate anhydrous,,,,DDInter727
Ferumoxides,DRUG,DDInter,Ferumoxides,,,,DDInter728
Ferumoxsil,DRUG,DDInter,Ferumoxsil,,,,DDInter729
Aminolevulinic acid (topical),DRUG,DDInter,Aminolevulinic acid (topical),,,,DDInter73
Ferumoxytol,DRUG,DDInter,Ferumoxytol,,,,DDInter730
Fesoterodine,DRUG,DDInter,Fesoterodine,,,,DDInter731
Fexofenadine,DRUG,DDInter,Fexofenadine,,,,DDInter732
Fibrinogen human,DRUG,DDInter,Fibrinogen human,,,,DDInter733
Fidaxomicin,DRUG,DDInter,Fidaxomicin,,,,DDInter734
Filgrastim,DRUG,DDInter,Filgrastim,,,,DDInter735
Finasteride,DRUG,DDInter,Finasteride,,,,DDInter736
Fingolimod,DRUG,DDInter,Fingolimod,,,,DDInter737
Flavoxate,DRUG,DDInter,Flavoxate,,,,DDInter738
Flax seed,DRUG,DDInter,Flax seed,,,,DDInter739
Aminophylline,DRUG,DDInter,Aminophylline,,,,DDInter74
Flecainide,DRUG,DDInter,Flecainide,,,,DDInter740
Flibanserin,DRUG,DDInter,Flibanserin,,,,DDInter741
Floxuridine,DRUG,DDInter,Floxuridine,,,,DDInter742
Fluconazole,DRUG,DDInter,Fluconazole,,,,DDInter743
Flucytosine,DRUG,DDInter,Flucytosine,,,,DDInter744
Fludarabine,DRUG,DDInter,Fludarabine,,,,DDInter745
Fludeoxyglucose (18F),DRUG,DDInter,Fludeoxyglucose (18F),,,,DDInter746
Fludrocortisone,DRUG,DDInter,Fludrocortisone,,,,DDInter747
Flumazenil,DRUG,DDInter,Flumazenil,,,,DDInter748
Flunisolide,DRUG,DDInter,Flunisolide,,,,DDInter749
Aminosalicylic acid,DRUG,DDInter,Aminosalicylic acid,,,,DDInter75
Flunisolide (nasal),DRUG,DDInter,Flunisolide (nasal),,,,DDInter750
Fluocinolone acetonide,DRUG,DDInter,Fluocinolone acetonide,,,,DDInter751
Fluocinonide,DRUG,DDInter,Fluocinonide,,,,DDInter752
Fluocinonide (topical),DRUG,DDInter,Fluocinonide (topical),,,,DDInter753
Fluorometholone,DRUG,DDInter,Fluorometholone,,,,DDInter755
Fluorometholone (ophthalmic),DRUG,DDInter,Fluorometholone (ophthalmic),,,,DDInter756
Fluorouracil,DRUG,DDInter,Fluorouracil,,,,DDInter757
Fluoxetine,DRUG,DDInter,Fluoxetine,,,,DDInter758
Fluoxymesterone,DRUG,DDInter,Fluoxymesterone,,,,DDInter759
Amiodarone,DRUG,DDInter,Amiodarone,,,,DDInter76
Fluphenazine,DRUG,DDInter,Fluphenazine,,,,DDInter760
Flurandrenolide (topical),DRUG,DDInter,Flurandrenolide (topical),,,,DDInter761
Flurazepam,DRUG,DDInter,Flurazepam,,,,DDInter762
Flurbiprofen,DRUG,DDInter,Flurbiprofen,,,,DDInter763
Flurbiprofen (ophthalmic),DRUG,DDInter,Flurbiprofen (ophthalmic),,,,DDInter764
Flutamide,DRUG,DDInter,Flutamide,,,,DDInter765
Fluticasone,DRUG,DDInter,Fluticasone,,,,DDInter766
Fluticasone (nasal),DRUG,DDInter,Fluticasone (nasal),,,,DDInter767
Fluticasone (topical),DRUG,DDInter,Fluticasone (topical),,,,DDInter768
Fluvastatin,DRUG,DDInter,Fluvastatin,,,,DDInter769
Amisulpride,DRUG,DDInter,Amisulpride,,,,DDInter77
Fluvoxamine,DRUG,DDInter,Fluvoxamine,,,,DDInter770
Folic acid,DRUG,DDInter,Folic acid,,,,DDInter771
Follitropin,DRUG,DDInter,Follitropin,,,,DDInter772
Fomepizole,DRUG,DDInter,Fomepizole,,,,DDInter773
Fondaparinux,DRUG,DDInter,Fondaparinux,,,,DDInter775
Formoterol,DRUG,DDInter,Formoterol,,,,DDInter776
Fosamprenavir,DRUG,DDInter,Fosamprenavir,,,,DDInter777
Fosaprepitant,DRUG,DDInter,Fosaprepitant,,,,DDInter778
Foscarnet,DRUG,DDInter,Foscarnet,,,,DDInter779
Amitriptyline,DRUG,DDInter,Amitriptyline,,,,DDInter78
Fosfomycin,DRUG,DDInter,Fosfomycin,,,,DDInter780
Fosinopril,DRUG,DDInter,Fosinopril,,,,DDInter781
Fosnetupitant,DRUG,DDInter,Fosnetupitant,,,,DDInter782
Fosphenytoin,DRUG,DDInter,Fosphenytoin,,,,DDInter783
Fospropofol,DRUG,DDInter,Fospropofol,,,,DDInter784
Fostamatinib,DRUG,DDInter,Fostamatinib,,,,DDInter785
Fostemsavir,DRUG,DDInter,Fostemsavir,,,,DDInter786
Frangula purshiana bark,DRUG,DDInter,Frangula purshiana bark,,,,DDInter787
Frovatriptan,DRUG,DDInter,Frovatriptan,,,,DDInter788
Fulvestrant,DRUG,DDInter,Fulvestrant,,,,DDInter789
Amlodipine,DRUG,DDInter,Amlodipine,,,,DDInter79
Furosemide,DRUG,DDInter,Furosemide,,,,DDInter790
Gabapentin,DRUG,DDInter,Gabapentin,,,,DDInter791
Gadobenic acid,DRUG,DDInter,Gadobenic acid,,,,DDInter792
Gadobutrol,DRUG,DDInter,Gadobutrol,,,,DDInter793
Gadodiamide,DRUG,DDInter,Gadodiamide,,,,DDInter794
Gadofosveset trisodium,DRUG,DDInter,Gadofosveset trisodium,,,,DDInter795
Gadopentetic acid,DRUG,DDInter,Gadopentetic acid,,,,DDInter796
Gadoteric acid,DRUG,DDInter,Gadoteric acid,,,,DDInter797
Gadoteridol,DRUG,DDInter,Gadoteridol,,,,DDInter798
Gadoversetamide,DRUG,DDInter,Gadoversetamide,,,,DDInter799
Abiraterone,DRUG,DDInter,Abiraterone,,,,DDInter8
Ammonium chloride,DRUG,DDInter,Ammonium chloride,,,,DDInter80
Gadoxetic acid,DRUG,DDInter,Gadoxetic acid,,,,DDInter800
Galactose,DRUG,DDInter,Galactose,,,,DDInter801
Galantamine,DRUG,DDInter,Galantamine,,,,DDInter802
Gallium chloride Ga-67,DRUG,DDInter,Gallium chloride Ga-67,,,,DDInter803
Gallium nitrate,DRUG,DDInter,Gallium nitrate,,,,DDInter804
gamma-Aminobutyric acid,DRUG,DDInter,gamma-Aminobutyric acid,,,,DDInter805
Ganciclovir,DRUG,DDInter,Ganciclovir,,,,DDInter806
Ganirelix,DRUG,DDInter,Ganirelix,,,,DDInter807
Garlic,DRUG,DDInter,Garlic,,,,DDInter808
Gatifloxacin,DRUG,DDInter,Gatifloxacin,,,,DDInter809
Amobarbital,DRUG,DDInter,Amobarbital,,,,DDInter81
Gefitinib,DRUG,DDInter,Gefitinib,,,,DDInter810
Gemcitabine,DRUG,DDInter,Gemcitabine,,,,DDInter811
Gemfibrozil,DRUG,DDInter,Gemfibrozil,,,,DDInter812
Gemifloxacin,DRUG,DDInter,Gemifloxacin,,,,DDInter813
Gemtuzumab ozogamicin,DRUG,DDInter,Gemtuzumab ozogamicin,,,,DDInter814
Gentamicin,DRUG,DDInter,Gentamicin,,,,DDInter815
Gentamicin (topical),DRUG,DDInter,Gentamicin (topical),,,,DDInter816
Gilteritinib,DRUG,DDInter,Gilteritinib,,,,DDInter817
Ginger,DRUG,DDInter,Ginger,,,,DDInter818
Ginkgo biloba,DRUG,DDInter,Ginkgo biloba,,,,DDInter819
Amoxapine,DRUG,DDInter,Amoxapine,,,,DDInter82
Ginseng,DRUG,DDInter,Ginseng,,,,DDInter820
Givosiran,DRUG,DDInter,Givosiran,,,,DDInter821
Glasdegib,DRUG,DDInter,Glasdegib,,,,DDInter822
Glatiramer,DRUG,DDInter,Glatiramer,,,,DDInter823
Glecaprevir,DRUG,DDInter,Glecaprevir,,,,DDInter824
Glimepiride,DRUG,DDInter,Glimepiride,,,,DDInter825
Glipizide,DRUG,DDInter,Glipizide,,,,DDInter826
Glucagon,DRUG,DDInter,Glucagon,,,,DDInter827
Glucarpidase,DRUG,DDInter,Glucarpidase,,,,DDInter828
Glucosamine,DRUG,DDInter,Glucosamine,,,,DDInter829
Amoxicillin,DRUG,DDInter,Amoxicillin,,,,DDInter83
Glutamic acid,DRUG,DDInter,Glutamic acid,,,,DDInter830
Glyburide,DRUG,DDInter,Glyburide,,,,DDInter831
Glycerin,DRUG,DDInter,Glycerin,,,,DDInter832
Glycerol phenylbutyrate,DRUG,DDInter,Glycerol phenylbutyrate,,,,DDInter833
Glycopyrronium,DRUG,DDInter,Glycopyrronium,,,,DDInter834
Glycopyrronium (topical),DRUG,DDInter,Glycopyrronium (topical),,,,DDInter835
Goldenseal,DRUG,DDInter,Goldenseal,,,,DDInter836
Golimumab,DRUG,DDInter,Golimumab,,,,DDInter837
Gonadorelin,DRUG,DDInter,Gonadorelin,,,,DDInter838
Goserelin,DRUG,DDInter,Goserelin,,,,DDInter839
Amphetamine,DRUG,DDInter,Amphetamine,,,,DDInter84
Granisetron,DRUG,DDInter,Granisetron,,,,DDInter840
Grazoprevir,DRUG,DDInter,Grazoprevir,,,,DDInter841
Grepafloxacin,DRUG,DDInter,Grepafloxacin,,,,DDInter842
Griseofulvin,DRUG,DDInter,Griseofulvin,,,,DDInter843
Guanabenz,DRUG,DDInter,Guanabenz,,,,DDInter844
Guanadrel,DRUG,DDInter,Guanadrel,,,,DDInter845
Guanethidine,DRUG,DDInter,Guanethidine,,,,DDInter846
Guanfacine,DRUG,DDInter,Guanfacine,,,,DDInter847
Guanidine,DRUG,DDInter,Guanidine,,,,DDInter848
Guselkumab,DRUG,DDInter,Guselkumab,,,,DDInter849
Amphotericin B,DRUG,DDInter,Amphotericin B,,,,DDInter85
Halazepam,DRUG,DDInter,Halazepam,,,,DDInter850
Halcinonide (topical),DRUG,DDInter,Halcinonide (topical),,,,DDInter851
Halofantrine,DRUG,DDInter,Halofantrine,,,,DDInter852
Haloperidol,DRUG,DDInter,Haloperidol,,,,DDInter853
Halothane,DRUG,DDInter,Halothane,,,,DDInter854
Hemin,DRUG,DDInter,Hemin,,,,DDInter855
Heparin,DRUG,DDInter,Heparin,,,,DDInter856
Heparin (flush),DRUG,DDInter,Heparin (flush),,,,DDInter857
Hepatitis A Vaccine,DRUG,DDInter,Hepatitis A Vaccine,,,,DDInter858
Amphotericin B (cholesteryl sulfate),DRUG,DDInter,Amphotericin B (cholesteryl sulfate),,,,DDInter86
Hepatitis B Vaccine (Recombinant),DRUG,DDInter,Hepatitis B Vaccine (Recombinant),,,,DDInter860
Hexachlorophene (topical),DRUG,DDInter,Hexachlorophene (topical),,,,DDInter861
Hexaminolevulinate,DRUG,DDInter,Hexaminolevulinate,,,,DDInter862
Histamine,DRUG,DDInter,Histamine,,,,DDInter863
Histrelin,DRUG,DDInter,Histrelin,,,,DDInter864
Homatropine,DRUG,DDInter,Homatropine,,,,DDInter865
Homatropine (ophthalmic),DRUG,DDInter,Homatropine (ophthalmic),,,,DDInter866
Human adenovirus e serotype 4 strain cl-68578 antigen,DRUG,DDInter,Human adenovirus e serotype 4 strain cl-68578 antigen,,,,DDInter867
Human botulinum neurotoxin A/B immune globulin,DRUG,DDInter,Human botulinum neurotoxin A/B immune globulin,,,,DDInter868
Human C1-esterase inhibitor,DRUG,DDInter,Human C1-esterase inhibitor,,,,DDInter869
Amphotericin B (lipid complex),DRUG,DDInter,Amphotericin B (lipid complex),,,,DDInter87
Human cytomegalovirus immune globulin,DRUG,DDInter,Human cytomegalovirus immune globulin,,,,DDInter870
Human immunoglobulin G (intramuscular),DRUG,DDInter,Human immunoglobulin G (intramuscular),,,,DDInter871
Human immunoglobulin G (intravenous and subcutaneous),DRUG,DDInter,Human immunoglobulin G (intravenous and subcutaneous),,,,DDInter872
Human immunoglobulin G (intravenous),DRUG,DDInter,Human immunoglobulin G (intravenous),,,,DDInter873
Human immunoglobulin G (subcutaneous),DRUG,DDInter,Human immunoglobulin G (subcutaneous),,,,DDInter874
Human papillomavirus type 11 L1 capsid protein antigen,DRUG,DDInter,Human papillomavirus type 11 L1 capsid protein antigen,,,,DDInter875
Human Rho(D) immune globulin,DRUG,DDInter,Human Rho(D) immune globulin,,,,DDInter877
Amphotericin B (liposomal),DRUG,DDInter,Amphotericin B (liposomal),,,,DDInter88
Hyaluronic acid,DRUG,DDInter,Hyaluronic acid,,,,DDInter880
Hyaluronidase,DRUG,DDInter,Hyaluronidase,,,,DDInter881
Hydralazine,DRUG,DDInter,Hydralazine,,,,DDInter882
Hydrochlorothiazide,DRUG,DDInter,Hydrochlorothiazide,,,,DDInter883
Hydrocodone,DRUG,DDInter,Hydrocodone,,,,DDInter884
Hydrocortisone,DRUG,DDInter,Hydrocortisone,,,,DDInter885
Hydrocortisone (ophthalmic),DRUG,DDInter,Hydrocortisone (ophthalmic),,,,DDInter886
Hydrocortisone (topical),DRUG,DDInter,Hydrocortisone (topical),,,,DDInter887
Hydrocortisone butyrate,DRUG,DDInter,Hydrocortisone butyrate,,,,DDInter888
Hydroflumethiazide,DRUG,DDInter,Hydroflumethiazide,,,,DDInter889
Ampicillin,DRUG,DDInter,Ampicillin,,,,DDInter89
Hydromorphone,DRUG,DDInter,Hydromorphone,,,,DDInter890
Hydroxocobalamin,DRUG,DDInter,Hydroxocobalamin,,,,DDInter891
Hydroxyamphetamine (ophthalmic),DRUG,DDInter,Hydroxyamphetamine (ophthalmic),,,,DDInter892
Hydroxychloroquine,DRUG,DDInter,Hydroxychloroquine,,,,DDInter893
Hydroxyurea,DRUG,DDInter,Hydroxyurea,,,,DDInter894
Hydroxyzine,DRUG,DDInter,Hydroxyzine,,,,DDInter895
Hyoscyamine,DRUG,DDInter,Hyoscyamine,,,,DDInter896
Ibandronate,DRUG,DDInter,Ibandronate,,,,DDInter897
Ibritumomab tiuxetan,DRUG,DDInter,Ibritumomab tiuxetan,,,,DDInter898
Ibrutinib,DRUG,DDInter,Ibrutinib,,,,DDInter899
Acalabrutinib,DRUG,DDInter,Acalabrutinib,,,,DDInter9
Amprenavir,DRUG,DDInter,Amprenavir,,,,DDInter90
Ibuprofen,DRUG,DDInter,Ibuprofen,,,,DDInter900
Ibutilide,DRUG,DDInter,Ibutilide,,,,DDInter901
Icatibant,DRUG,DDInter,Icatibant,,,,DDInter902
Icosapent,DRUG,DDInter,Icosapent,,,,DDInter903
Idarubicin,DRUG,DDInter,Idarubicin,,,,DDInter904
Idelalisib,DRUG,DDInter,Idelalisib,,,,DDInter905
Ifosfamide,DRUG,DDInter,Ifosfamide,,,,DDInter906
Iloperidone,DRUG,DDInter,Iloperidone,,,,DDInter907
Iloprost,DRUG,DDInter,Iloprost,,,,DDInter908
Imatinib,DRUG,DDInter,Imatinib,,,,DDInter909
Amrinone,DRUG,DDInter,Amrinone,,,,DDInter91
Imiglucerase,DRUG,DDInter,Imiglucerase,,,,DDInter910
Imipenem,DRUG,DDInter,Imipenem,,,,DDInter911
Imipramine,DRUG,DDInter,Imipramine,,,,DDInter912
Imiquimod,DRUG,DDInter,Imiquimod,,,,DDInter913
Imiquimod (topical),DRUG,DDInter,Imiquimod (topical),,,,DDInter914
Indacaterol,DRUG,DDInter,Indacaterol,,,,DDInter915
Indapamide,DRUG,DDInter,Indapamide,,,,DDInter916
Indinavir,DRUG,DDInter,Indinavir,,,,DDInter917
Indium In-111 oxyquinoline,DRUG,DDInter,Indium In-111 oxyquinoline,,,,DDInter918
Indium In-111 pentetate,DRUG,DDInter,Indium In-111 pentetate,,,,DDInter919
Amyl Nitrite,DRUG,DDInter,Amyl Nitrite,,,,DDInter92
Indium In-111 pentetreotide,DRUG,DDInter,Indium In-111 pentetreotide,,,,DDInter920
Indomethacin,DRUG,DDInter,Indomethacin,,,,DDInter921
Inebilizumab,DRUG,DDInter,Inebilizumab,,,,DDInter922
Infliximab,DRUG,DDInter,Infliximab,,,,DDInter923
Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),DRUG,DDInter,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),,,,DDInter924
Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),DRUG,DDInter,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),,,,DDInter925
Inotersen,DRUG,DDInter,Inotersen,,,,DDInter926
Inotuzumab ozogamicin,DRUG,DDInter,Inotuzumab ozogamicin,,,,DDInter927
Insulin aspart (aspart protamine),DRUG,DDInter,Insulin aspart (aspart protamine),,,,DDInter928
Insulin aspart (aspart),DRUG,DDInter,Insulin aspart (aspart),,,,DDInter929
Anagrelide,DRUG,DDInter,Anagrelide,,,,DDInter93
Insulin degludec,DRUG,DDInter,Insulin degludec,,,,DDInter930
Insulin detemir,DRUG,DDInter,Insulin detemir,,,,DDInter931
Insulin glargine,DRUG,DDInter,Insulin glargine,,,,DDInter932
Insulin glulisine,DRUG,DDInter,Insulin glulisine,,,,DDInter933
Insulin human,DRUG,DDInter,Insulin human,,,,DDInter934
"Insulin human (inhalation, rapid acting)",DRUG,DDInter,"Insulin human (inhalation, rapid acting)",,,,DDInter935
Insulin human (isophane),DRUG,DDInter,Insulin human (isophane),,,,DDInter936
Insulin human (regular),DRUG,DDInter,Insulin human (regular),,,,DDInter937
Insulin human (zinc extended),DRUG,DDInter,Insulin human (zinc extended),,,,DDInter938
Insulin human (zinc),DRUG,DDInter,Insulin human (zinc),,,,DDInter939
Anakinra,DRUG,DDInter,Anakinra,,,,DDInter94
Insulin lispro,DRUG,DDInter,Insulin lispro,,,,DDInter940
Insulin lispro (protamine),DRUG,DDInter,Insulin lispro (protamine),,,,DDInter941
"Interferon alfa-2a, Recombinant",DRUG,DDInter,"Interferon alfa-2a, Recombinant",,,,DDInter942
Interferon alfa-2b,DRUG,DDInter,Interferon alfa-2b,,,,DDInter943
Interferon alfa-n1,DRUG,DDInter,Interferon alfa-n1,,,,DDInter944
Interferon alfa-n3,DRUG,DDInter,Interferon alfa-n3,,,,DDInter945
Interferon alfacon-1,DRUG,DDInter,Interferon alfacon-1,,,,DDInter946
Interferon beta-1a,DRUG,DDInter,Interferon beta-1a,,,,DDInter947
Interferon beta-1b,DRUG,DDInter,Interferon beta-1b,,,,DDInter948
Interferon gamma-1b,DRUG,DDInter,Interferon gamma-1b,,,,DDInter949
Anastrozole,DRUG,DDInter,Anastrozole,,,,DDInter95
Inulin,DRUG,DDInter,Inulin,,,,DDInter950
Iobenguane (I-123),DRUG,DDInter,Iobenguane (I-123),,,,DDInter951
Iobenguane (I-131),DRUG,DDInter,Iobenguane (I-131),,,,DDInter952
Iodide I-123,DRUG,DDInter,Iodide I-123,,,,DDInter953
Iodide I-131,DRUG,DDInter,Iodide I-131,,,,DDInter954
Iodine,DRUG,DDInter,Iodine,,,,DDInter955
Iodine (topical),DRUG,DDInter,Iodine (topical),,,,DDInter956
Iodipamide,DRUG,DDInter,Iodipamide,,,,DDInter957
Iodixanol,DRUG,DDInter,Iodixanol,,,,DDInter958
Ioflupane I-123,DRUG,DDInter,Ioflupane I-123,,,,DDInter959
Iohexol,DRUG,DDInter,Iohexol,,,,DDInter960
Iopamidol,DRUG,DDInter,Iopamidol,,,,DDInter961
Iopanoic acid,DRUG,DDInter,Iopanoic acid,,,,DDInter962
Iopodic acid,DRUG,DDInter,Iopodic acid,,,,DDInter963
Iopromide,DRUG,DDInter,Iopromide,,,,DDInter964
Iothalamic acid,DRUG,DDInter,Iothalamic acid,,,,DDInter965
Ioversol,DRUG,DDInter,Ioversol,,,,DDInter966
Ioxilan,DRUG,DDInter,Ioxilan,,,,DDInter967
Ipecac,DRUG,DDInter,Ipecac,,,,DDInter968
Ipilimumab,DRUG,DDInter,Ipilimumab,,,,DDInter969
Anidulafungin,DRUG,DDInter,Anidulafungin,,,,DDInter97
Ipratropium,DRUG,DDInter,Ipratropium,,,,DDInter970
Ipratropium (nasal),DRUG,DDInter,Ipratropium (nasal),,,,DDInter971
Irbesartan,DRUG,DDInter,Irbesartan,,,,DDInter972
Irinotecan,DRUG,DDInter,Irinotecan,,,,DDInter973
Irinotecan (liposomal),DRUG,DDInter,Irinotecan (liposomal),,,,DDInter974
Iron,DRUG,DDInter,Iron,,,,DDInter975
Iron Dextran,DRUG,DDInter,Iron Dextran,,,,DDInter976
Iron protein succinylate,DRUG,DDInter,Iron protein succinylate,,,,DDInter977
