preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
Sodium zirconium cyclosilicate,DRUG,DDInter,Sodium zirconium cyclosilicate,,,,DDInter1694
Sofosbuvir,DRUG,DDInter,Sofosbuvir,,,,DDInter1695
Solifenacin,DRUG,DDInter,Solifenacin,,,,DDInter1696
Solriamfetol,DRUG,DDInter,Solriamfetol,,,,DDInter1697
Somapacitan,DRUG,DDInter,Somapacitan,,,,DDInter1698
Somatotropin,DRUG,DDInter,Somatotropin,,,,DDInter1699
Acetohydroxamic acid,DRUG,DDInter,Acetohydroxamic acid,,,,DDInter17
Bedaquiline,DRUG,DDInter,Bedaquiline,,,,DDInter170
Somatrem,DRUG,DDInter,Somatrem,,,,DDInter1700
Sonidegib,DRUG,DDInter,Sonidegib,,,,DDInter1701
Sorafenib,DRUG,DDInter,Sorafenib,,,,DDInter1702
Sorbitol,DRUG,DDInter,Sorbitol,,,,DDInter1703
Sotalol,DRUG,DDInter,Sotalol,,,,DDInter1704
Sparfloxacin,DRUG,DDInter,Sparfloxacin,,,,DDInter1705
Spectinomycin,DRUG,DDInter,Spectinomycin,,,,DDInter1706
Spironolactone,DRUG,DDInter,Spironolactone,,,,DDInter1707
St. John's Wort,DRUG,DDInter,St. John's Wort,,,,DDInter1708
Stanozolol,DRUG,DDInter,Stanozolol,,,,DDInter1709
Belantamab mafodotin,DRUG,DDInter,Belantamab mafodotin,,,,DDInter171
Stavudine,DRUG,DDInter,Stavudine,,,,DDInter1710
Stiripentol,DRUG,DDInter,Stiripentol,,,,DDInter1711
Streptokinase,DRUG,DDInter,Streptokinase,,,,DDInter1712
Streptomycin,DRUG,DDInter,Streptomycin,,,,DDInter1713
Streptozocin,DRUG,DDInter,Streptozocin,,,,DDInter1714
Strontium chloride Sr-89,DRUG,DDInter,Strontium chloride Sr-89,,,,DDInter1715
Succinylcholine,DRUG,DDInter,Succinylcholine,,,,DDInter1716
Sucralfate,DRUG,DDInter,Sucralfate,,,,DDInter1717
Sufentanil,DRUG,DDInter,Sufentanil,,,,DDInter1718
Sugammadex,DRUG,DDInter,Sugammadex,,,,DDInter1719
Belatacept,DRUG,DDInter,Belatacept,,,,DDInter172
Sulfacetamide (ophthalmic),DRUG,DDInter,Sulfacetamide (ophthalmic),,,,DDInter1720
Sulfadiazine,DRUG,DDInter,Sulfadiazine,,,,DDInter1721
Sulfadoxine,DRUG,DDInter,Sulfadoxine,,,,DDInter1722
Sulfamethizole,DRUG,DDInter,Sulfamethizole,,,,DDInter1723
Sulfamethoxazole,DRUG,DDInter,Sulfamethoxazole,,,,DDInter1724
Sulfasalazine,DRUG,DDInter,Sulfasalazine,,,,DDInter1725
Sulfinpyrazone,DRUG,DDInter,Sulfinpyrazone,,,,DDInter1726
Sulfisoxazole,DRUG,DDInter,Sulfisoxazole,,,,DDInter1727
Sulindac,DRUG,DDInter,Sulindac,,,,DDInter1729
Belimumab,DRUG,DDInter,Belimumab,,,,DDInter173
Sumatriptan,DRUG,DDInter,Sumatriptan,,,,DDInter1730
Sunitinib,DRUG,DDInter,Sunitinib,,,,DDInter1731
Suprofen (ophthalmic),DRUG,DDInter,Suprofen (ophthalmic),,,,DDInter1732
Suvorexant,DRUG,DDInter,Suvorexant,,,,DDInter1733
Tacrine,DRUG,DDInter,Tacrine,,,,DDInter1734
Tacrolimus,DRUG,DDInter,Tacrolimus,,,,DDInter1735
Tadalafil,DRUG,DDInter,Tadalafil,,,,DDInter1736
Tafamidis,DRUG,DDInter,Tafamidis,,,,DDInter1737
Tafasitamab,DRUG,DDInter,Tafasitamab,,,,DDInter1738
Tafenoquine,DRUG,DDInter,Tafenoquine,,,,DDInter1739
Belinostat,DRUG,DDInter,Belinostat,,,,DDInter174
Tagraxofusp,DRUG,DDInter,Tagraxofusp,,,,DDInter1741
Talazoparib,DRUG,DDInter,Talazoparib,,,,DDInter1742
Talimogene laherparepvec,DRUG,DDInter,Talimogene laherparepvec,,,,DDInter1743
Tamoxifen,DRUG,DDInter,Tamoxifen,,,,DDInter1744
Tamsulosin,DRUG,DDInter,Tamsulosin,,,,DDInter1745
Tapentadol,DRUG,DDInter,Tapentadol,,,,DDInter1746
Tasimelteon,DRUG,DDInter,Tasimelteon,,,,DDInter1747
Tazarotene,DRUG,DDInter,Tazarotene,,,,DDInter1748
Tazarotene (topical),DRUG,DDInter,Tazarotene (topical),,,,DDInter1749
Belladonna,DRUG,DDInter,Belladonna,,,,DDInter175
Tazemetostat,DRUG,DDInter,Tazemetostat,,,,DDInter1750
Tedizolid,DRUG,DDInter,Tedizolid,,,,DDInter1752
Teduglutide,DRUG,DDInter,Teduglutide,,,,DDInter1753
Tegaserod,DRUG,DDInter,Tegaserod,,,,DDInter1754
Telaprevir,DRUG,DDInter,Telaprevir,,,,DDInter1755
Telavancin,DRUG,DDInter,Telavancin,,,,DDInter1756
Telbivudine,DRUG,DDInter,Telbivudine,,,,DDInter1757
Telithromycin,DRUG,DDInter,Telithromycin,,,,DDInter1758
Telmisartan,DRUG,DDInter,Telmisartan,,,,DDInter1759
Bempedoic acid,DRUG,DDInter,Bempedoic acid,,,,DDInter176
Telotristat ethyl,DRUG,DDInter,Telotristat ethyl,,,,DDInter1760
Temazepam,DRUG,DDInter,Temazepam,,,,DDInter1761
Temozolomide,DRUG,DDInter,Temozolomide,,,,DDInter1762
Temsirolimus,DRUG,DDInter,Temsirolimus,,,,DDInter1763
Tenecteplase,DRUG,DDInter,Tenecteplase,,,,DDInter1764
Teniposide,DRUG,DDInter,Teniposide,,,,DDInter1765
Teprotumumab,DRUG,DDInter,Teprotumumab,,,,DDInter1766
Terazosin,DRUG,DDInter,Terazosin,,,,DDInter1767
Terbinafine,DRUG,DDInter,Terbinafine,,,,DDInter1768
Terbutaline,DRUG,DDInter,Terbutaline,,,,DDInter1769
Benazepril,DRUG,DDInter,Benazepril,,,,DDInter177
Terfenadine,DRUG,DDInter,Terfenadine,,,,DDInter1770
Teriflunomide,DRUG,DDInter,Teriflunomide,,,,DDInter1771
Teriparatide,DRUG,DDInter,Teriparatide,,,,DDInter1772
Tesamorelin,DRUG,DDInter,Tesamorelin,,,,DDInter1773
Testolactone,DRUG,DDInter,Testolactone,,,,DDInter1774
Testosterone,DRUG,DDInter,Testosterone,,,,DDInter1775
Testosterone (topical),DRUG,DDInter,Testosterone (topical),,,,DDInter1776
Tetrabenazine,DRUG,DDInter,Tetrabenazine,,,,DDInter1778
Tetracaine,DRUG,DDInter,Tetracaine,,,,DDInter1779
Bendamustine,DRUG,DDInter,Bendamustine,,,,DDInter178
Tetracaine (ophthalmic),DRUG,DDInter,Tetracaine (ophthalmic),,,,DDInter1780
Tetracaine (topical),DRUG,DDInter,Tetracaine (topical),,,,DDInter1781
Tetracosactide,DRUG,DDInter,Tetracosactide,,,,DDInter1782
Tetracycline,DRUG,DDInter,Tetracycline,,,,DDInter1783
Tetracycline (topical),DRUG,DDInter,Tetracycline (topical),,,,DDInter1784
Tetraferric tricitrate decahydrate,DRUG,DDInter,Tetraferric tricitrate decahydrate,,,,DDInter1785
Tetrofosmin,DRUG,DDInter,Tetrofosmin,,,,DDInter1786
Tetryzoline (nasal),DRUG,DDInter,Tetryzoline (nasal),,,,DDInter1787
Tetryzoline (ophthalmic),DRUG,DDInter,Tetryzoline (ophthalmic),,,,DDInter1788
Thalidomide,DRUG,DDInter,Thalidomide,,,,DDInter1789
Bendroflumethiazide,DRUG,DDInter,Bendroflumethiazide,,,,DDInter179
Thallous Chloride,DRUG,DDInter,Thallous Chloride,,,,DDInter1790
Theophylline,DRUG,DDInter,Theophylline,,,,DDInter1791
Thiabendazole,DRUG,DDInter,Thiabendazole,,,,DDInter1792
Thiethylperazine,DRUG,DDInter,Thiethylperazine,,,,DDInter1793
Thimerosal (topical),DRUG,DDInter,Thimerosal (topical),,,,DDInter1794
Thiopental,DRUG,DDInter,Thiopental,,,,DDInter1795
Thioridazine,DRUG,DDInter,Thioridazine,,,,DDInter1796
Thiotepa,DRUG,DDInter,Thiotepa,,,,DDInter1797
Thiothixene,DRUG,DDInter,Thiothixene,,,,DDInter1798
"Thyroid, porcine",DRUG,DDInter,"Thyroid, porcine",,,,DDInter1799
Acetylcholine,DRUG,DDInter,Acetylcholine,,,,DDInter18
Benzalkonium (topical),DRUG,DDInter,Benzalkonium (topical),,,,DDInter180
Thyrotropin alfa,DRUG,DDInter,Thyrotropin alfa,,,,DDInter1800
Tiagabine,DRUG,DDInter,Tiagabine,,,,DDInter1801
Ticagrelor,DRUG,DDInter,Ticagrelor,,,,DDInter1802
Ticarcillin,DRUG,DDInter,Ticarcillin,,,,DDInter1803
Ticlopidine,DRUG,DDInter,Ticlopidine,,,,DDInter1804
Tigecycline,DRUG,DDInter,Tigecycline,,,,DDInter1805
Tildrakizumab,DRUG,DDInter,Tildrakizumab,,,,DDInter1806
Tilmanocept,DRUG,DDInter,Tilmanocept,,,,DDInter1807
Tiludronic acid,DRUG,DDInter,Tiludronic acid,,,,DDInter1808
Timolol,DRUG,DDInter,Timolol,,,,DDInter1809
Benzatropine,DRUG,DDInter,Benzatropine,,,,DDInter181
Timolol (ophthalmic),DRUG,DDInter,Timolol (ophthalmic),,,,DDInter1810
Tinidazole,DRUG,DDInter,Tinidazole,,,,DDInter1811
Tinzaparin,DRUG,DDInter,Tinzaparin,,,,DDInter1812
Tioconazole,DRUG,DDInter,Tioconazole,,,,DDInter1813
Tioguanine,DRUG,DDInter,Tioguanine,,,,DDInter1814
Tiotropium,DRUG,DDInter,Tiotropium,,,,DDInter1815
Tipiracil,DRUG,DDInter,Tipiracil,,,,DDInter1816
Tipranavir,DRUG,DDInter,Tipranavir,,,,DDInter1817
Tirofiban,DRUG,DDInter,Tirofiban,,,,DDInter1818
Tisagenlecleucel,DRUG,DDInter,Tisagenlecleucel,,,,DDInter1819
Benzhydrocodone,DRUG,DDInter,Benzhydrocodone,,,,DDInter182
Tivozanib,DRUG,DDInter,Tivozanib,,,,DDInter1820
Tizanidine,DRUG,DDInter,Tizanidine,,,,DDInter1821
Tobramycin,DRUG,DDInter,Tobramycin,,,,DDInter1822
Tocainide,DRUG,DDInter,Tocainide,,,,DDInter1823
Tocilizumab,DRUG,DDInter,Tocilizumab,,,,DDInter1824
Tofacitinib,DRUG,DDInter,Tofacitinib,,,,DDInter1825
Tolazamide,DRUG,DDInter,Tolazamide,,,,DDInter1826
Tolazoline,DRUG,DDInter,Tolazoline,,,,DDInter1827
Tolbutamide,DRUG,DDInter,Tolbutamide,,,,DDInter1828
Tolcapone,DRUG,DDInter,Tolcapone,,,,DDInter1829
Benznidazole,DRUG,DDInter,Benznidazole,,,,DDInter183
Tolevamer,DRUG,DDInter,Tolevamer,,,,DDInter1830
Tolmetin,DRUG,DDInter,Tolmetin,,,,DDInter1831
Tolterodine,DRUG,DDInter,Tolterodine,,,,DDInter1832
Tolvaptan,DRUG,DDInter,Tolvaptan,,,,DDInter1833
Topiramate,DRUG,DDInter,Topiramate,,,,DDInter1834
Topotecan,DRUG,DDInter,Topotecan,,,,DDInter1835
Torasemide,DRUG,DDInter,Torasemide,,,,DDInter1836
Toremifene,DRUG,DDInter,Toremifene,,,,DDInter1837
Tositumomab,DRUG,DDInter,Tositumomab,,,,DDInter1838
Tositumomab (I-131),DRUG,DDInter,Tositumomab (I-131),,,,DDInter1839
Benzocaine (topical),DRUG,DDInter,Benzocaine (topical),,,,DDInter184
Trabectedin,DRUG,DDInter,Trabectedin,,,,DDInter1840
Tramadol,DRUG,DDInter,Tramadol,,,,DDInter1841
Trametinib,DRUG,DDInter,Trametinib,,,,DDInter1842
Trandolapril,DRUG,DDInter,Trandolapril,,,,DDInter1843
Tranexamic acid,DRUG,DDInter,Tranexamic acid,,,,DDInter1844
Tranylcypromine,DRUG,DDInter,Tranylcypromine,,,,DDInter1845
Trastuzumab,DRUG,DDInter,Trastuzumab,,,,DDInter1846
Trastuzumab deruxtecan,DRUG,DDInter,Trastuzumab deruxtecan,,,,DDInter1847
Trastuzumab emtansine,DRUG,DDInter,Trastuzumab emtansine,,,,DDInter1848
Travoprost,DRUG,DDInter,Travoprost,,,,DDInter1849
Benzonatate,DRUG,DDInter,Benzonatate,,,,DDInter185
Trazodone,DRUG,DDInter,Trazodone,,,,DDInter1851
Treprostinil,DRUG,DDInter,Treprostinil,,,,DDInter1852
Tretinoin,DRUG,DDInter,Tretinoin,,,,DDInter1853
Tretinoin (topical),DRUG,DDInter,Tretinoin (topical),,,,DDInter1854
Triamcinolone,DRUG,DDInter,Triamcinolone,,,,DDInter1855
Triamcinolone (nasal),DRUG,DDInter,Triamcinolone (nasal),,,,DDInter1856
Triamcinolone (ophthalmic),DRUG,DDInter,Triamcinolone (ophthalmic),,,,DDInter1857
Triamcinolone (topical),DRUG,DDInter,Triamcinolone (topical),,,,DDInter1858
Triamterene,DRUG,DDInter,Triamterene,,,,DDInter1859
Benzoyl peroxide (topical),DRUG,DDInter,Benzoyl peroxide (topical),,,,DDInter186
Triazolam,DRUG,DDInter,Triazolam,,,,DDInter1860
Trichlormethiazide,DRUG,DDInter,Trichlormethiazide,,,,DDInter1861
Trichophyton mentagrophytes,DRUG,DDInter,Trichophyton mentagrophytes,,,,DDInter1862
Triclabendazole,DRUG,DDInter,Triclabendazole,,,,DDInter1863
Triethylenetetramine,DRUG,DDInter,Triethylenetetramine,,,,DDInter1864
Trifarotene (topical),DRUG,DDInter,Trifarotene (topical),,,,DDInter1865
Trifluoperazine,DRUG,DDInter,Trifluoperazine,,,,DDInter1866
Triflupromazine,DRUG,DDInter,Triflupromazine,,,,DDInter1867
Trifluridine,DRUG,DDInter,Trifluridine,,,,DDInter1868
Triheptanoin,DRUG,DDInter,Triheptanoin,,,,DDInter1869
Benzphetamine,DRUG,DDInter,Benzphetamine,,,,DDInter187
Trihexyphenidyl,DRUG,DDInter,Trihexyphenidyl,,,,DDInter1870
Trimethadione,DRUG,DDInter,Trimethadione,,,,DDInter1871
Trimethaphan,DRUG,DDInter,Trimethaphan,,,,DDInter1872
Trimethobenzamide,DRUG,DDInter,Trimethobenzamide,,,,DDInter1873
Trimethoprim,DRUG,DDInter,Trimethoprim,,,,DDInter1874
Trimetrexate,DRUG,DDInter,Trimetrexate,,,,DDInter1875
Trimipramine,DRUG,DDInter,Trimipramine,,,,DDInter1876
Trioxsalen,DRUG,DDInter,Trioxsalen,,,,DDInter1877
Tripelennamine,DRUG,DDInter,Tripelennamine,,,,DDInter1878
Triprolidine,DRUG,DDInter,Triprolidine,,,,DDInter1879
Benzthiazide,DRUG,DDInter,Benzthiazide,,,,DDInter188
Triptorelin,DRUG,DDInter,Triptorelin,,,,DDInter1880
Troglitazone,DRUG,DDInter,Troglitazone,,,,DDInter1881
Troleandomycin,DRUG,DDInter,Troleandomycin,,,,DDInter1882
Tromethamine,DRUG,DDInter,Tromethamine,,,,DDInter1883
Tropicamide,DRUG,DDInter,Tropicamide,,,,DDInter1884
Tropicamide (ophthalmic),DRUG,DDInter,Tropicamide (ophthalmic),,,,DDInter1885
Trospium,DRUG,DDInter,Trospium,,,,DDInter1886
Trovafloxacin,DRUG,DDInter,Trovafloxacin,,,,DDInter1887
Tryptophan,DRUG,DDInter,Tryptophan,,,,DDInter1888
Tuberculin purified protein derivative,DRUG,DDInter,Tuberculin purified protein derivative,,,,DDInter1889
Benzylpenicillin,DRUG,DDInter,Benzylpenicillin,,,,DDInter189
Tubocurarine,DRUG,DDInter,Tubocurarine,,,,DDInter1890
Tucatinib,DRUG,DDInter,Tucatinib,,,,DDInter1891
Turmeric,DRUG,DDInter,Turmeric,,,,DDInter1892
Typhoid vaccine (inactivated),DRUG,DDInter,Typhoid vaccine (inactivated),,,,DDInter1893
Typhoid vaccine (live),DRUG,DDInter,Typhoid vaccine (live),,,,DDInter1894
Tyropanoic acid,DRUG,DDInter,Tyropanoic acid,,,,DDInter1895
Ubrogepant,DRUG,DDInter,Ubrogepant,,,,DDInter1896
Ulipristal,DRUG,DDInter,Ulipristal,,,,DDInter1897
Ulobetasol (topical),DRUG,DDInter,Ulobetasol (topical),,,,DDInter1898
Umeclidinium,DRUG,DDInter,Umeclidinium,,,,DDInter1899
Acetylcysteine,DRUG,DDInter,Acetylcysteine,,,,DDInter19
Benzylpenicillin (potassium),DRUG,DDInter,Benzylpenicillin (potassium),,,,DDInter190
Upadacitinib,DRUG,DDInter,Upadacitinib,,,,DDInter1901
Uracil mustard,DRUG,DDInter,Uracil mustard,,,,DDInter1902
Urea,DRUG,DDInter,Urea,,,,DDInter1903
Urofollitropin,DRUG,DDInter,Urofollitropin,,,,DDInter1904
Urokinase,DRUG,DDInter,Urokinase,,,,DDInter1905
Ursodeoxycholic acid,DRUG,DDInter,Ursodeoxycholic acid,,,,DDInter1906
Ustekinumab,DRUG,DDInter,Ustekinumab,,,,DDInter1907
Valaciclovir,DRUG,DDInter,Valaciclovir,,,,DDInter1908
Valbenazine,DRUG,DDInter,Valbenazine,,,,DDInter1909
Benzylpenicillin (sodium),DRUG,DDInter,Benzylpenicillin (sodium),,,,DDInter191
Valdecoxib,DRUG,DDInter,Valdecoxib,,,,DDInter1910
Valerian,DRUG,DDInter,Valerian,,,,DDInter1911
Valganciclovir,DRUG,DDInter,Valganciclovir,,,,DDInter1912
Valproic acid,DRUG,DDInter,Valproic acid,,,,DDInter1913
Valrubicin,DRUG,DDInter,Valrubicin,,,,DDInter1914
Valsartan,DRUG,DDInter,Valsartan,,,,DDInter1915
Vancomycin,DRUG,DDInter,Vancomycin,,,,DDInter1916
Vandetanib,DRUG,DDInter,Vandetanib,,,,DDInter1917
Vardenafil,DRUG,DDInter,Vardenafil,,,,DDInter1918
Varenicline,DRUG,DDInter,Varenicline,,,,DDInter1919
Bepridil,DRUG,DDInter,Bepridil,,,,DDInter192
Varicella Zoster Vaccine (Recombinant),DRUG,DDInter,Varicella Zoster Vaccine (Recombinant),,,,DDInter1920
Vasopressin,DRUG,DDInter,Vasopressin,,,,DDInter1921
Vecuronium,DRUG,DDInter,Vecuronium,,,,DDInter1922
Vedolizumab,DRUG,DDInter,Vedolizumab,,,,DDInter1923
Velpatasvir,DRUG,DDInter,Velpatasvir,,,,DDInter1924
Vemurafenib,DRUG,DDInter,Vemurafenib,,,,DDInter1925
Venetoclax,DRUG,DDInter,Venetoclax,,,,DDInter1926
Venlafaxine,DRUG,DDInter,Venlafaxine,,,,DDInter1927
Verapamil,DRUG,DDInter,Verapamil,,,,DDInter1928
Verteporfin,DRUG,DDInter,Verteporfin,,,,DDInter1929
Berotralstat,DRUG,DDInter,Berotralstat,,,,DDInter193
Vibegron,DRUG,DDInter,Vibegron,,,,DDInter1930
Vibrio cholerae CVD 103-HgR strain live antigen,DRUG,DDInter,Vibrio cholerae CVD 103-HgR strain live antigen,,,,DDInter1931
Vibrio cholerae CVD 103-HgR strain live antigen (live),DRUG,DDInter,Vibrio cholerae CVD 103-HgR strain live antigen (live),,,,DDInter1932
Vigabatrin,DRUG,DDInter,Vigabatrin,,,,DDInter1933
Vilanterol,DRUG,DDInter,Vilanterol,,,,DDInter1934
Vilazodone,DRUG,DDInter,Vilazodone,,,,DDInter1935
Vinblastine,DRUG,DDInter,Vinblastine,,,,DDInter1936
Vincristine,DRUG,DDInter,Vincristine,,,,DDInter1937
Vincristine (liposome),DRUG,DDInter,Vincristine (liposome),,,,DDInter1938
Vinorelbine,DRUG,DDInter,Vinorelbine,,,,DDInter1939
Beta carotene,DRUG,DDInter,Beta carotene,,,,DDInter194
Vismodegib,DRUG,DDInter,Vismodegib,,,,DDInter1940
Vitamin A,DRUG,DDInter,Vitamin A,,,,DDInter1941
Vitamin D,DRUG,DDInter,Vitamin D,,,,DDInter1942
Vitamin E,DRUG,DDInter,Vitamin E,,,,DDInter1943
Von Willebrand Factor Human,DRUG,DDInter,Von Willebrand Factor Human,,,,DDInter1944
Vorapaxar,DRUG,DDInter,Vorapaxar,,,,DDInter1945
Voriconazole,DRUG,DDInter,Voriconazole,,,,DDInter1946
Vorinostat,DRUG,DDInter,Vorinostat,,,,DDInter1947
Vortioxetine,DRUG,DDInter,Vortioxetine,,,,DDInter1948
Voxelotor,DRUG,DDInter,Voxelotor,,,,DDInter1949
Betamethasone,DRUG,DDInter,Betamethasone,,,,DDInter195
Voxilaprevir,DRUG,DDInter,Voxilaprevir,,,,DDInter1950
Warfarin,DRUG,DDInter,Warfarin,,,,DDInter1951
Xylometazoline (nasal),DRUG,DDInter,Xylometazoline (nasal),,,,DDInter1952
Yellow Fever Vaccine,DRUG,DDInter,Yellow Fever Vaccine,,,,DDInter1953
Yohimbine,DRUG,DDInter,Yohimbine,,,,DDInter1954
Zafirlukast,DRUG,DDInter,Zafirlukast,,,,DDInter1955
Zalcitabine,DRUG,DDInter,Zalcitabine,,,,DDInter1956
Zaleplon,DRUG,DDInter,Zaleplon,,,,DDInter1957
Zanamivir,DRUG,DDInter,Zanamivir,,,,DDInter1958
Zanubrutinib,DRUG,DDInter,Zanubrutinib,,,,DDInter1959
Betamethasone (topical),DRUG,DDInter,Betamethasone (topical),,,,DDInter196
Ziconotide,DRUG,DDInter,Ziconotide,,,,DDInter1960
Zidovudine,DRUG,DDInter,Zidovudine,,,,DDInter1961
Zileuton,DRUG,DDInter,Zileuton,,,,DDInter1962
Zinc acetate,DRUG,DDInter,Zinc acetate,,,,DDInter1963
Zinc chloride,DRUG,DDInter,Zinc chloride,,,,DDInter1964
Zinc gluconate,DRUG,DDInter,Zinc gluconate,,,,DDInter1965
Zinc sulfate,DRUG,DDInter,Zinc sulfate,,,,DDInter1966
Ziprasidone,DRUG,DDInter,Ziprasidone,,,,DDInter1967
Zoledronic acid,DRUG,DDInter,Zoledronic acid,,,,DDInter1968
Zolmitriptan,DRUG,DDInter,Zolmitriptan,,,,DDInter1969
Betaxolol,DRUG,DDInter,Betaxolol,,,,DDInter197
Zolpidem,DRUG,DDInter,Zolpidem,,,,DDInter1970
Zonisamide,DRUG,DDInter,Zonisamide,,,,DDInter1971
Zopiclone,DRUG,DDInter,Zopiclone,,,,DDInter1972
Betaxolol (ophthalmic),DRUG,DDInter,Betaxolol (ophthalmic),,,,DDInter198
Bethanechol,DRUG,DDInter,Bethanechol,,,,DDInter199
Abaloparatide,DRUG,DDInter,Abaloparatide,,,,DDInter2
Acetylsalicylic acid,DRUG,DDInter,Acetylsalicylic acid,,,,DDInter20
Betrixaban,DRUG,DDInter,Betrixaban,,,,DDInter200
Bevacizumab,DRUG,DDInter,Bevacizumab,,,,DDInter201
Bexarotene,DRUG,DDInter,Bexarotene,,,,DDInter202
Bexarotene (topical),DRUG,DDInter,Bexarotene (topical),,,,DDInter203
Bicalutamide,DRUG,DDInter,Bicalutamide,,,,DDInter204
Bictegravir,DRUG,DDInter,Bictegravir,,,,DDInter205
Bifidobacterium longum infantis,DRUG,DDInter,Bifidobacterium longum infantis,,,,DDInter206
Bimatoprost,DRUG,DDInter,Bimatoprost,,,,DDInter207
Acitretin,DRUG,DDInter,Acitretin,,,,DDInter21
Binimetinib,DRUG,DDInter,Binimetinib,,,,DDInter210
Biperiden,DRUG,DDInter,Biperiden,,,,DDInter211
Bisacodyl,DRUG,DDInter,Bisacodyl,,,,DDInter212
Bismuth subcitrate potassium,DRUG,DDInter,Bismuth subcitrate potassium,,,,DDInter213
Bismuth subgallate,DRUG,DDInter,Bismuth subgallate,,,,DDInter214
Bismuth subsalicylate,DRUG,DDInter,Bismuth subsalicylate,,,,DDInter215
Bisoprolol,DRUG,DDInter,Bisoprolol,,,,DDInter216
Bivalirudin,DRUG,DDInter,Bivalirudin,,,,DDInter217
Bleomycin,DRUG,DDInter,Bleomycin,,,,DDInter219
Aclidinium,DRUG,DDInter,Aclidinium,,,,DDInter22
Blinatumomab,DRUG,DDInter,Blinatumomab,,,,DDInter220
Boceprevir,DRUG,DDInter,Boceprevir,,,,DDInter221
Bortezomib,DRUG,DDInter,Bortezomib,,,,DDInter222
Bosentan,DRUG,DDInter,Bosentan,,,,DDInter223
Bosutinib,DRUG,DDInter,Bosutinib,,,,DDInter224
Botulinum toxin type A,DRUG,DDInter,Botulinum toxin type A,,,,DDInter225
Botulinum Toxin Type B,DRUG,DDInter,Botulinum Toxin Type B,,,,DDInter226
Bremelanotide,DRUG,DDInter,Bremelanotide,,,,DDInter227
Brentuximab vedotin,DRUG,DDInter,Brentuximab vedotin,,,,DDInter228
Bretylium,DRUG,DDInter,Bretylium,,,,DDInter229
Acrivastine,DRUG,DDInter,Acrivastine,,,,DDInter23
Brexanolone,DRUG,DDInter,Brexanolone,,,,DDInter230
Brexpiprazole,DRUG,DDInter,Brexpiprazole,,,,DDInter231
Brexucabtagene autoleucel,DRUG,DDInter,Brexucabtagene autoleucel,,,,DDInter232
Brigatinib,DRUG,DDInter,Brigatinib,,,,DDInter233
Brimonidine,DRUG,DDInter,Brimonidine,,,,DDInter234
Brimonidine (ophthalmic),DRUG,DDInter,Brimonidine (ophthalmic),,,,DDInter235
Brimonidine (topical),DRUG,DDInter,Brimonidine (topical),,,,DDInter236
Brinzolamide,DRUG,DDInter,Brinzolamide,,,,DDInter237
Brinzolamide (ophthalmic),DRUG,DDInter,Brinzolamide (ophthalmic),,,,DDInter238
Brivaracetam,DRUG,DDInter,Brivaracetam,,,,DDInter239
Activated charcoal,DRUG,DDInter,Activated charcoal,,,,DDInter24
Brodalumab,DRUG,DDInter,Brodalumab,,,,DDInter240
Bromfenac,DRUG,DDInter,Bromfenac,,,,DDInter241
Bromfenac (ophthalmic),DRUG,DDInter,Bromfenac (ophthalmic),,,,DDInter242
Bromocriptine,DRUG,DDInter,Bromocriptine,,,,DDInter243
Bromotheophylline,DRUG,DDInter,Bromotheophylline,,,,DDInter244
Brompheniramine,DRUG,DDInter,Brompheniramine,,,,DDInter245
Budesonide,DRUG,DDInter,Budesonide,,,,DDInter246
Budesonide (nasal),DRUG,DDInter,Budesonide (nasal),,,,DDInter247
Bumetanide,DRUG,DDInter,Bumetanide,,,,DDInter248
Bupivacaine,DRUG,DDInter,Bupivacaine,,,,DDInter249
Acyclovir,DRUG,DDInter,Acyclovir,,,,DDInter25
Bupivacaine (liposome),DRUG,DDInter,Bupivacaine (liposome),,,,DDInter250
Buprenorphine,DRUG,DDInter,Buprenorphine,,,,DDInter251
Bupropion,DRUG,DDInter,Bupropion,,,,DDInter252
Burosumab,DRUG,DDInter,Burosumab,,,,DDInter253
Buspirone,DRUG,DDInter,Buspirone,,,,DDInter254
Busulfan,DRUG,DDInter,Busulfan,,,,DDInter255
Butabarbital,DRUG,DDInter,Butabarbital,,,,DDInter256
Butalbital,DRUG,DDInter,Butalbital,,,,DDInter257
Butorphanol,DRUG,DDInter,Butorphanol,,,,DDInter258
Cabazitaxel,DRUG,DDInter,Cabazitaxel,,,,DDInter259
Acyclovir (topical),DRUG,DDInter,Acyclovir (topical),,,,DDInter26
Cabergoline,DRUG,DDInter,Cabergoline,,,,DDInter260
Cabotegravir,DRUG,DDInter,Cabotegravir,,,,DDInter261
Cabozantinib,DRUG,DDInter,Cabozantinib,,,,DDInter262
Caffeine,DRUG,DDInter,Caffeine,,,,DDInter263
Calaspargase pegol,DRUG,DDInter,Calaspargase pegol,,,,DDInter264
Calcifediol,DRUG,DDInter,Calcifediol,,,,DDInter265
Calcipotriol,DRUG,DDInter,Calcipotriol,,,,DDInter266
Calcipotriol (topical),DRUG,DDInter,Calcipotriol (topical),,,,DDInter267
Calcitriol,DRUG,DDInter,Calcitriol,,,,DDInter268
Calcitriol (topical),DRUG,DDInter,Calcitriol (topical),,,,DDInter269
Adalimumab,DRUG,DDInter,Adalimumab,,,,DDInter27
Calcium acetate,DRUG,DDInter,Calcium acetate,,,,DDInter270
