preferred_label,normalized_label,ATC,atc_link
LIPOPLUS(SYNERGIPLUS N.517),lipoplus(synergiplus n.517),V03AX,V03AX
LIPOSOM,liposom,N07XX,N07XX
LIPOVISC,lipovisc,S01XA20,S01XA20
LIPSIN,lipsin,C10AB05,C10AB05
LIRAGLUTIDE DR. REDDY?S,liraglutide dr. reddy?s,A10BJ02,A10BJ02
LIRAGLUTIDE MYLAN,liraglutide mylan,A10BJ02,A10BJ02
LIRAGLUTIDE ZENTIVA,liraglutide zentiva,A10BJ02,A10BJ02
LIRATIGHT,liratight,A10BJ02,A10BJ02
LISAMETHYLE,lisamethyle,H02AB04,H02AB04
LISATHYONE,lisathyone,V03AB32,V03AB32
LISERDOL,liserdol,G02CB05,G02CB05
LISINOPRIL AUROBINDO,lisinopril aurobindo,C09AA03,C09AA03
LISINOPRIL DOC GENERICI,lisinopril doc generici,C09AA03,C09AA03
LISINOPRIL E IDROCLOROTIAZIDE DOC GENERICI,lisinopril e idroclorotiazide doc generici,C09BA03,C09BA03
LISINOPRIL E IDROCLOROTIAZIDE PENSA,lisinopril e idroclorotiazide pensa,C09BA03,C09BA03
LISINOPRIL E IDROCLOROTIAZIDE ZENTIVA,lisinopril e idroclorotiazide zentiva,C09BA03,C09BA03
LISINOPRIL EG,lisinopril eg,C09AA03,C09AA03
LISINOPRIL GRINDEKS,lisinopril grindeks,C09AA03,C09AA03
LISINOPRIL IDROCLOROTIAZIDE EG,lisinopril idroclorotiazide eg,C09BA03,C09BA03
LISINOPRIL IDROCLOROTIAZIDE MYLAN GENERICS,lisinopril idroclorotiazide mylan generics,C09BA03,C09BA03
LISINOPRIL IDROCLOROTIAZIDE SANDOZ,lisinopril idroclorotiazide sandoz,C09BA03,C09BA03
LISINOPRIL IDROCLOROTIAZIDE TEVA,lisinopril idroclorotiazide teva,C09BA03,C09BA03
LISINOPRIL MYLAN GENERICS,lisinopril mylan generics,C09AA03,C09AA03
LISINOPRIL PENSA,lisinopril pensa,C09AA03,C09AA03
LISINOPRIL RATIOPHARM,lisinopril ratiopharm,C09AA03,C09AA03
LISINOPRIL SANDOZ,lisinopril sandoz,C09AA03,C09AA03
LISINOPRIL ZENTIVA,lisinopril zentiva,C09AA03,C09AA03
LISITENS,lisitens,C08CA13,C08CA13
LISOMUCIL GOLA,lisomucil gola,A01AD11,A01AD11
LISOMUCIL TOSSE MUCOLITICO,lisomucil tosse mucolitico,R05CB03,R05CB03
LISOMUCIL TOSSE MUCOLITICO UNIDIE,lisomucil tosse mucolitico unidie,R05CB03,R05CB03
LISOMUCIL TOSSE SECCA,lisomucil tosse secca,R05DB27,R05DB27
LISOMUCILGOLMED,lisomucilgolmed,R02AX01,R02AX01
LISOZIMA SPA,lisozima spa,A09AA|J05AX02,
LISTEMUL,listemul,R05CB01,R05CB01
LITAK,litak,L01BB04,L01BB04
LITFULO,litfulo,L04AF08,L04AF08
LITHIUM CARBONICUM DYNAMIS,lithium carbonicum dynamis,V03AX,V03AX
LITIO CARBONATO L.F.M.,litio carbonato l.f.m.,N05AN01,N05AN01
LITIO CARBONATO NOVA ARGENTIA,litio carbonato nova argentia,N05AN01,N05AN01
LITOFF,litoff,A05AA02,A05AA02
LIVAZO,livazo,C10AA08,C10AA08
LIVIAL,livial,G03CX01,G03CX01
LIVMARLI,livmarli,A05AX04,A05AX04
LIVOGIVA,livogiva,H05AA02,H05AA02
LIVOPAN,livopan,N01AX63,N01AX63
LIVTENCITY,livtencity,J05AX10,J05AX10
LIXIANA,lixiana,B01AF03,B01AF03
LIXIDOL,lixidol,M01AB15,M01AB15
LIZIDRA,lizidra,N06DA02,N06DA02
LJLACTO,ljlacto,G01AX,G01AX
LLOYDOL,lloydol,M02AA15,M02AA15
LLOYFLU,lloyflu,N02BE51,N02BE51
LOARGYS,loargys,A16AB24,A16AB24
LOBELIA INFLATA,lobelia inflata,V03AX,V03AX
LOBELIA INFLATA DYNAMIS,lobelia inflata dynamis,V03AX,V03AX
LOBEZYL,lobezyl,A10BJ02,A10BJ02
LOBIDIUR,lobidiur,C07BB12,C07BB12
LOBIVON,lobivon,C07AB12,C07AB12
LOCALYN,localyn,S02CA05,S02CA05
LOCAMETZ,locametz,V09IX14,V09IX14
LOCOIDON,locoidon,D07AB02,D07AB02
LODICAND,lodicand,C09DB07,C09DB07
LODOTRA,lodotra,H02AB07,H02AB07
LODOZ,lodoz,C07BB07,C07BB07
LOETTE,loette,G03AA07,G03AA07
LOGNIF,lognif,L04AE01,L04AE01
LOJUXTA,lojuxta,C10AX12,C10AX12
LOKELMA,lokelma,V03AE10,V03AE10
LOMARIN,lomarin,A04AD,A04AD
LOMEXIN,lomexin,G01AF12|D01AC12,
LOMITRAV,lomitrav,S01ED51,S01ED51
LONDAR,londar,C09DX06,C09DX06
LONITEN,loniten,C02DC01,C02DC01
LONQUEX,lonquex,L03AA14,L03AA14
LONSURF,lonsurf,L01BC59,L01BC59
LOPEMID,lopemid,A07DA03,A07DA03
LOPERAMIDE AUROBINDO,loperamide aurobindo,A07DA03,A07DA03
LOPERAMIDE DOC GENERICI,loperamide doc generici,A07DA03,A07DA03
LOPERAMIDE EG,loperamide eg,A07DA03,A07DA03
LOPERAMIDE GRINDEKS,loperamide grindeks,A07DA03,A07DA03
LOPERAMIDE HEXAL,loperamide hexal,A07DA03,A07DA03
LOPERAMIDE MYLAN,loperamide mylan,A07DA03,A07DA03
LOPID,lopid,C10AB04,C10AB04
LOPINAVIR E RITONAVIR VIATRIS,lopinavir e ritonavir viatris,J05AR10,J05AR10
LOPRESOR,lopresor,C07AB02,C07AB02
LOPRIDAM,lopridam,C09BX01,C09BX01
LOQTORZI,loqtorzi,L01FF13,L01FF13
LORAMYC,loramyc,A01AB09,A01AB09
LORANS,lorans,N05BA06,N05BA06
LORATADINA EG,loratadina eg,R06AX13,R06AX13
LORATADINA HEXAL,loratadina hexal,R06AX13,R06AX13
LORATADINA TEVA,loratadina teva,R06AX13,R06AX13
LORAZEPAM ABC,lorazepam abc,N05BA06,N05BA06
LORAZEPAM ACCORD,lorazepam accord,N05BA06,N05BA06
LORAZEPAM ALMUS,lorazepam almus,N05BA06,N05BA06
LORAZEPAM ALTER,lorazepam alter,N05BA06,N05BA06
LORAZEPAM AUROBINDO,lorazepam aurobindo,N05BA06,N05BA06
LORAZEPAM AUROBINDO ITALIA,lorazepam aurobindo italia,N05BA06,N05BA06
LORAZEPAM DOC,lorazepam doc,N05BA06,N05BA06
LORAZEPAM DOC GENERICI,lorazepam doc generici,N05BA06,N05BA06
LORAZEPAM DOROM,lorazepam dorom,N05BA06,N05BA06
LORAZEPAM EG,lorazepam eg,N05BA06,N05BA06
LORAZEPAM HUALAN,lorazepam hualan,N05BA06,N05BA06
LORAZEPAM MACURE,lorazepam macure,N05BA06,N05BA06
LORAZEPAM MYLAN GENERICS,lorazepam mylan generics,N05BA06,N05BA06
LORAZEPAM PENSA,lorazepam pensa,N05BA06,N05BA06
LORAZEPAM RATIOPHARM,lorazepam ratiopharm,N05BA06,N05BA06
LORAZEPAM SANDOZ,lorazepam sandoz,N05BA06,N05BA06
LORAZEPAM TECNIGEN,lorazepam tecnigen,N05BA06,N05BA06
LORAZEPAM ZENTIVA,lorazepam zentiva,N05BA06,N05BA06
LORENIL,lorenil,D01AC12|G01AF12,
LORMETAZEPAM ABC,lormetazepam abc,N05CD06,N05CD06
LORMETAZEPAM ALMUS,lormetazepam almus,N05CD06,N05CD06
LORMETAZEPAM ALTER,lormetazepam alter,N05CD06,N05CD06
LORMETAZEPAM AUROBINDO ITALIA,lormetazepam aurobindo italia,N05CD06,N05CD06
LORMETAZEPAM DOC,lormetazepam doc,N05CD06,N05CD06
LORMETAZEPAM DOC GENERICI,lormetazepam doc generici,N05CD06,N05CD06
LORMETAZEPAM EG,lormetazepam eg,N05CD06,N05CD06
LORMETAZEPAM HEXAL,lormetazepam hexal,N05CD06,N05CD06
LORMETAZEPAM MYLAN GENERICS,lormetazepam mylan generics,N05CD06,N05CD06
LORMETAZEPAM PENSA,lormetazepam pensa,N05CD06,N05CD06
LORMETAZEPAM RATIOPHARM ITALIA,lormetazepam ratiopharm italia,N05CD06,N05CD06
LORMETAZEPAM SANDOZ,lormetazepam sandoz,N05CD06,N05CD06
LORMETAZEPAM SANDOZ GMBH,lormetazepam sandoz gmbh,N05CD06,N05CD06
LORMETAZEPAM ZENTIVA,lormetazepam zentiva,N05CD06,N05CD06
LORTAAN,lortaan,C09CA01,C09CA01
LORVIQUA,lorviqua,L01ED05,L01ED05
LORXAGEN,lorxagen,N05BA06,N05BA06
LOSAPREX,losaprex,C09CA01,C09CA01
LOSARTAN AHCL,losartan ahcl,C09CA01,C09CA01
LOSARTAN AUROBINDO,losartan aurobindo,C09CA01,C09CA01
LOSARTAN DOC,losartan doc,C09CA01,C09CA01
LOSARTAN E IDROCLOROTIAZIDE AUROBINDO,losartan e idroclorotiazide aurobindo,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE DOC,losartan e idroclorotiazide doc,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE EG,losartan e idroclorotiazide eg,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE EG STADA,losartan e idroclorotiazide eg stada,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE HCS,losartan e idroclorotiazide hcs,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE LABORATORI ALTER,losartan e idroclorotiazide laboratori alter,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE PENSA,losartan e idroclorotiazide pensa,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE TECNIGEN,losartan e idroclorotiazide tecnigen,C09DA01,C09DA01
LOSARTAN E IDROCLOROTIAZIDE ZENTIVA ITALIA,losartan e idroclorotiazide zentiva italia,C09DA01,C09DA01
LOSARTAN EG,losartan eg,C09CA01,C09CA01
LOSARTAN EG STADA ITALIA,losartan eg stada italia,C09CA01,C09CA01
LOSARTAN IDROCLOROTIAZIDE MYLAN GENERICS,losartan idroclorotiazide mylan generics,C09DA01,C09DA01
LOSARTAN IDROCLOROTIAZIDE SANDOZ,losartan idroclorotiazide sandoz,C09DA01,C09DA01
LOSARTAN KRKA,losartan krka,C09CA01,C09CA01
LOSARTAN LABORATORI ALTER,losartan laboratori alter,C09CA01,C09CA01
LOSARTAN MYLAN GENERICS,losartan mylan generics,C09CA01,C09CA01
LOSARTAN PENSA,losartan pensa,C09CA01,C09CA01
LOSARTAN PHARMACLAN,losartan pharmaclan,C09CA01,C09CA01
LOSARTAN SANDOZ,losartan sandoz,C09CA01,C09CA01
LOSARTAN TECNIGEN,losartan tecnigen,C09CA01,C09CA01
LOSARTAN TEVA,losartan teva,C09CA01,C09CA01
LOSARTAN ZENTIVA,losartan zentiva,C09CA01,C09CA01
LOSARTAN/IDROCLOROTIAZIDE TEVA,losartan/idroclorotiazide teva,C09DA01,C09DA01
LOSAZID,losazid,C09DA01,C09DA01
LOSEC,losec,A02BC01,A02BC01
LOSEDIN,losedin,C08CA01,C08CA01
LOSFERRON,losferron,B03AA03,B03AA03
LOSS,loss,M05BA04,M05BA04
LOTEMAX,lotemax,S01BA14,S01BA14
LOVASTATINA DOC,lovastatina doc,C10AA02,C10AA02
LOVASTATINA EG,lovastatina eg,C10AA02,C10AA02
LOVASTATINA MYLAN PHARMA,lovastatina mylan pharma,C10AA02,C10AA02
LOVASTATINA TEVA,lovastatina teva,C10AA02,C10AA02
LOVINACOR,lovinacor,C10AA02,C10AA02
LOVOLDYL,lovoldyl,A06AB02,A06AB02
LOYADA,loyada,S01ED51,S01ED51
LOZID,lozid,C09DA01,C09DA01
LOZIONE VITTORIA,lozione vittoria,D08AJ01,D08AJ01
LUAN,luan,N01BB02,N01BB02
LUBERSAN,lubersan,C09DA04,C09DA04
LUCANDIOL,lucandiol,J02AC01,J02AC01
LUCEN,lucen,A02BC05,A02BC05
LUCENTIS,lucentis,S01LA04,S01LA04
LUCILLE,lucille,G03AB05,G03AB05
LUDIOMIL,ludiomil,N06AA21,N06AA21
LUESINUM,luesinum,V03AX,V03AX
LUFFA OPERCULATA DYNAMIS,luffa operculata dynamis,V03AX,V03AX
LUGAREXIA,lugarexia,C10BX05,C10BX05
LUKADIN,lukadin,J01GB06,J01GB06
LUKANOF,lukanof,R03DC03,R03DC03
LUKASM,lukasm,R03DC03,R03DC03
LUMEBLUE,lumeblue,V04CX,V04CX
LUMIGAN,lumigan,S01EE03,S01EE03
LUMINALE,luminale,N03AA02,N03AA02
LUMINITY,luminity,V08DA04,V08DA04
LUMOBRY,lumobry,S01GA07,S01GA07
LUMYKRAS,lumykras,L01XX73,L01XX73
LUNIBRON,lunibron,R03BA03,R03BA03
LUNIS,lunis,R01AD04,R01AD04
LUNPLORO,lunploro,V04CX,V04CX
LUNSUMIO,lunsumio,L01FX25,L01FX25
LUPKYNIS,lupkynis,L04AD03,L04AD03
LURA,lura,G04CA02,G04CA02
LURACIN,luracin,G04CA53,G04CA53
LURASIDONE ACCORD,lurasidone accord,N05AE05,N05AE05
LURASIDONE DOC,lurasidone doc,N05AE05,N05AE05
LURASIDONE LICONSA,lurasidone liconsa,N05AE05,N05AE05
LURASIDONE TEVA,lurasidone teva,N05AE05,N05AE05
LUSINE,lusine,G03AA12,G03AA12
LUSINELLE,lusinelle,G03AA12,G03AA12
LUSOPRESS,lusopress,C08CA08,C08CA08
LUTATHERA,lutathera,V10XX04,V10XX04
LUTENYL,lutenyl,G03DB04,G03DB04
LUTEZIO (177LU) CLORURO BILLEV,lutezio (177lu) cloruro billev,V10X,V10X
LUTIZ,lutiz,G03AA12,G03AA12
LUVERIS,luveris,G03GA07,G03GA07
LUVION,luvion,C03DA03|C03DA02,
LUXABIOTIC,luxabiotic,S01CA01,S01CA01
LUXAMIDE,luxamide,N05AL07,N05AL07
LUXAZONE,luxazone,S01BA01,S01BA01
LUXOMER,luxomer,J01DH02,J01DH02
LUXTURNA,luxturna,S01XA27,S01XA27
LUZUL,luzul,N05CD06,N05CD06
LYBELLA,lybella,G03AA15,G03AA15
LYCO.NUX HP LINDA'S,lyco.nux hp linda's,V03AX,V03AX
LYCOPODIUM CLAVATUM,lycopodium clavatum,V03AX,V03AX
LYCOPODIUM CLAVATUM DYNAMIS,lycopodium clavatum dynamis,V03AX,V03AX
LYCOPUS,lycopus,V03AX,V03AX
LYCOPUS VIRGINICUS,lycopus virginicus,V03AX,V03AX
LYCOPUS VIRGINICUS DYNAMIS,lycopus virginicus dynamis,V03AX,V03AX
LYFNUA,lyfnua,R05DB29,R05DB29
LYNKUET,lynkuet,G02CX07,G02CX07
LYNOZYFIC,lynozyfic,L01FX,L01FX
LYNPARZA,lynparza,L01XK01,L01XK01
LYPNAS,lypnas,R01AD08,R01AD08
LYRICA,lyrica,N02BF02|N03AX16,
LYSAKARE,lysakare,V03AF11,V03AF11
LYSODREN,lysodren,L01XX23,L01XX23
LYTGOBI,lytgobi,L01EN04,L01EN04
LYTHOSYX,lythosyx,V03AX,V03AX
LYUMJEV,lyumjev,A10AB04,A10AB04
LYVDELZI,lyvdelzi,A05AX07,A05AX07
M-M-RVAXPRO,m-m-rvaxpro,J07BD52,J07BD52
MAALOX,maalox,A02AD01|A02AF02,
MAALOX NAUSEA,maalox nausea,A03FA01,A03FA01
MAALOX REFLUSSO,maalox reflusso,A02BC02,A02BC02
MAAPLIV,maapliv,B05BA01,B05BA01
MABELIO,mabelio,J01DI01,J01DI01
MABTHERA,mabthera,L01FA01,L01FA01
MACAR,macar,J01MA02,J01MA02
MACITENTAN AUROBINDO,macitentan aurobindo,C02KX04,C02KX04
MACITENTAN EG,macitentan eg,C02KX04,C02KX04
MACITENTAN GLENMARK,macitentan glenmark,C02KX04,C02KX04
MACITENTAN MEDAC,macitentan medac,C02KX04,C02KX04
MACITENTAN OLPHA,macitentan olpha,C02KX04,C02KX04
MACITENTAN REIG JOFRE,macitentan reig jofre,C02KX04,C02KX04
MACITENTAN SANDOZ,macitentan sandoz,C02KX04,C02KX04
MACITENTAN TECNIGEN,macitentan tecnigen,C02KX04,C02KX04
MACITENTAN TEVA,macitentan teva,C02KX04,C02KX04
MACITENTAN VIATRIS,macitentan viatris,C02KX04,C02KX04
MACITENTAN ZENTIVA,macitentan zentiva,C02KX04,C02KX04
MACIVIR,macivir,J05AB09,J05AB09
MACLADIN,macladin,J01FA09,J01FA09
MACMIROR COMPLEX,macmiror complex,G01AA51,G01AA51
MACRO P,macro p,A06AD15,A06AD15
MACRO REG,macro reg,V03AX,V03AX
MACROCYLUX,macrocylux,V08CA02,V08CA02
MACROGOL AUROBINDO,macrogol aurobindo,A06AD15,A06AD15
MACROGOL EG,macrogol eg,A06AD65,A06AD65
MACROGOL SANDOZ,macrogol sandoz,A06AD65,A06AD65
MACROLAX,macrolax,A06AG10,A06AG10
MACROSALB MEDI-RADIOPHARMA,macrosalb medi-radiopharma,V09EB01,V09EB01
MACROZIT,macrozit,J01FA10,J01FA10
MADAR,madar,N05BA16,N05BA16
MADDACOL,maddacol,V09IX07,V09IX07
MADOPAR,madopar,N04BA02,N04BA02
MADRAS,madras,M05BA02,M05BA02
MAG 2,mag 2,A12CC08,A12CC08
MAG3 ROTOP,mag3 rotop,V09CA03,V09CA03
MAGALDRATO DOC,magaldrato doc,A02AD02,A02AD02
MAGALDRATO MYLAN,magaldrato mylan,A02AD02,A02AD02
MAGALDRATO SPECIAL PRODUCT'S LINE,magaldrato special product's line,A02AD02,A02AD02
MAGALDRATO TEVA,magaldrato teva,A02AD02,A02AD02
MAGNESIA BISURATA AROMATIC,magnesia bisurata aromatic,A02AH,A02AH
MAGNESIA CARBONICA,magnesia carbonica,V03AX,V03AX
MAGNESIA EFFERVESCENTE SELLA,magnesia effervescente sella,A02AA04,A02AA04
MAGNESIA MURIATICA,magnesia muriatica,V03AX,V03AX
MAGNESIA PHOSPHORICA,magnesia phosphorica,V03AX,V03AX
MAGNESIA S. PELLEGRINO,magnesia s. pellegrino,A02AA04,A02AA04
MAGNESIO SOLFATO BIOINDUSTRIA L.I.M.,magnesio solfato bioindustria l.i.m.,B05XA05,B05XA05
MAGNESIO SOLFATO GALENICA SENESE,magnesio solfato galenica senese,B05XA05,B05XA05
MAGNESIO SOLFATO MONICO,magnesio solfato monico,B05XA05,B05XA05
MAGNESIO SOLFATO S.A.L.F.,magnesio solfato s.a.l.f.,B05XA05,B05XA05
MAGNESIUM METALLICUM DYNAMIS,magnesium metallicum dynamis,V03AX,V03AX
MAGNESIUM MURIATICUM DYNAMIS,magnesium muriaticum dynamis,V03AX,V03AX
MAGNESIUM PHOSPHORICUM,magnesium phosphoricum,V03AX,V03AX
MAGNESIUM PHOSPHORICUM D6 SALE DR. SCHUSSLER N. 7,magnesium phosphoricum d6 sale dr. schussler n. 7,V03AX,V03AX
MAGNESIUM PHOSPHORICUM DYNAMIS,magnesium phosphoricum dynamis,V03AX,V03AX
MAGNESIUM SULFURICUM DYNAMIS,magnesium sulfuricum dynamis,V03AX,V03AX
MAICOX,maicox,J02AC01,J02AC01
MALARONE,malarone,P01BB51,P01BB51
MANASA,manasa,C10BX05,C10BX05
MANDELSYX,mandelsyx,V03AX,V03AX
MANDRAGORA OFFICINARUM,mandragora officinarum,V03AX,V03AX
MANGANUM METALLICUM,manganum metallicum,V03AX,V03AX
MANGANUM METALLICUM DYNAMIS,manganum metallicum dynamis,V03AX,V03AX
MANIDIPINA AUROBINDO,manidipina aurobindo,C08CA11,C08CA11
MANIDIPINA DOC GENERICI,manidipina doc generici,C08CA11,C08CA11
MANIDIPINA EG,manidipina eg,C08CA11,C08CA11
MANIDIPINA MYLAN GENERICS,manidipina mylan generics,C08CA11,C08CA11
MANIDIPINA PHARMACARE,manidipina pharmacare,C08CA11,C08CA11
MANIDIPINA SANDOZ,manidipina sandoz,C08CA11,C08CA11
MANIDIPINA TEVA,manidipina teva,C08CA11,C08CA11
MANIDIPINA ZENTIVA,manidipina zentiva,C08CA11,C08CA11
MANNITOLO BIOINDUSTRIA L.I.M.,mannitolo bioindustria l.i.m.,B05BC01,B05BC01
MANNITOLO CON SODIO CLORURO GALENICA SENESE,mannitolo con sodio cloruro galenica senese,B05BC01,B05BC01
MANNITOLO DIACO,mannitolo diaco,B05BC01,B05BC01
MANNITOLO EUROSPITAL,mannitolo eurospital,B05BC01,B05BC01
MANNITOLO FKI,mannitolo fki,B05BC01,B05BC01
MANNITOLO GALENICA SENESE,mannitolo galenica senese,B05BC01,B05BC01
MANNITOLO MONICO,mannitolo monico,B05BC01,B05BC01
MANNITOLO S.A.L.F.,mannitolo s.a.l.f.,B05BC01,B05BC01
MANTADAN,mantadan,N04BB01,N04BB01
MAORIS,maoris,C10BA06,C10BA06
MARAVIROC WAYMADE,maraviroc waymade,J05AX09,J05AX09
MARCAINA,marcaina,N01BB01,N01BB01
MAREB,mareb,C09DB02,C09DB02
MARICRIO,maricrio,A02BC01,A02BC01
MARIXINO,marixino,N06DX01,N06DX01
MARSIXYL,marsixyl,V03AX,V03AX
MASAROV,masarov,C10BX05,C10BX05
MASTER-AID DISINFETTANTE,master-aid disinfettante,D08AC02,D08AC02
MATEVER,matever,N03AX14,N03AX14
MATIC,matic,A02AD02,A02AD02
MATRIFEN,matrifen,N02AB03,N02AB03
MAVENCLAD,mavenclad,L04AA40,L04AA40
MAVERAL,maveral,N06AB08,N06AB08
MAVIRET,maviret,J05AP57,J05AP57
MAXALT,maxalt,N02CC04,N02CC04
MAXIVANIL,maxivanil,J01XA01|A07AA09,
MAYZENT,mayzent,L04AE03,L04AE03
MCOMBRIAX,mcombriax,J07B,J07B
MECLODERM,mecloderm,D06AA|G01AA,
MECLON,meclon,G01AF20,G01AF20
MEDEOROS,medeoros,M05BA07,M05BA07
MEDEPIDOL,medepidol,N02AA03,N02AA03
MEDIASYX,mediasyx,V03AX,V03AX
MEDIKINET,medikinet,N06BA04,N06BA04
MEDIMIBI,medimibi,V09GA01,V09GA01
MEDIPO,medipo,C10AA01,C10AA01
MEDIRENOSCINT,medirenoscint,V09CA03,V09CA03
MEDIVID,medivid,A11CC05,A11CC05
MEDORRHINUM,medorrhinum,V03AX,V03AX
MEDROL,medrol,H02AB04,H02AB04
MEDULLINUM DYNAMIS,medullinum dynamis,V03AX,V03AX
MEFOXIN,mefoxin,J01DC01,J01DC01
MEGACE,megace,L02AB01,L02AB01
MEGESTIL,megestil,L02AB01,L02AB01
MEGEXIA,megexia,L02AB01,L02AB01
MEKINIST,mekinist,L01EE01,L01EE01
MEKTOVI,mektovi,L01EE03,L01EE03
MELATONIN NEURIM,melatonin neurim,N05CH01,N05CH01
MELATONINA ADOH,melatonina adoh,N05CH01,N05CH01
MELATONINA AUROBINDO,melatonina aurobindo,N05CH01,N05CH01
MELATONINA DOC,melatonina doc,N05CH01,N05CH01
MELATONINA NOXAREM,melatonina noxarem,N05CH01,N05CH01
MELATONINA VIATRIS,melatonina viatris,N05CH01,N05CH01
MELATONINA ZENTIVA,melatonina zentiva,N05CH01,N05CH01
MELEMIB,melemib,C10AA05,C10AA05
MELET,melet,S01GA52,S01GA52
MELFALAN HIKMA,melfalan hikma,L01AA03,L01AA03
MELFALAN SUN,melfalan sun,L01AA03,L01AA03
MELFALAN TILLOMED,melfalan tillomed,L01AA03,L01AA03
MELIGLIX,meliglix,A10BH01,A10BH01
MELILOTUS ALBA,melilotus alba,V03AX,V03AX
MELILOTUS OFFICINALIS DYNAMIS,melilotus officinalis dynamis,V03AX,V03AX
MELLOZZAN,mellozzan,N05CH01,N05CH01
MELOXICAM EG,meloxicam eg,M01AC06,M01AC06
MELOXICAM MYLAN GENERICS,meloxicam mylan generics,M01AC06,M01AC06
MELOXICAM ZENTIVA,meloxicam zentiva,M01AC06,M01AC06
MEMANTINA ACCORD,memantina accord,N06DX01,N06DX01
MEMANTINA AUROBINDO,memantina aurobindo,N06DX01,N06DX01
MEMANTINA DOC,memantina doc,N06DX01,N06DX01
MEMANTINA DOC GENERICI,memantina doc generici,N06DX01,N06DX01
MEMANTINA MERZ,memantina merz,N06DX01,N06DX01
MEMANTINA MYLAN,memantina mylan,N06DX01,N06DX01
MEMANTINA RATIOPHARM,memantina ratiopharm,N06DX01,N06DX01
MEMANTINA SANDOZ,memantina sandoz,N06DX01,N06DX01
MEMANTINA TECNIGEN,memantina tecnigen,N06DX01,N06DX01
MEMOVIT B12,memovit b12,A13A,A13A
MENADERM,menaderm,D07CC04,D07CC04
MENADERM SIMPLEX,menaderm simplex,D07AC15,D07AC15
MENDALUR,mendalur,C01CX08,C01CX08
MENEC,menec,G03CX01,G03CX01
MENEZON,menezon,S01EE04,S01EE04
MENJUGATE,menjugate,J07AH07,J07AH07
MENQUADFI,menquadfi,J07AH08,J07AH08
MENSIFEM,mensifem,G02CX04,G02CX04
MENTOLO SELLA,mentolo sella,D04AX,D04AX
MENVEO,menveo,J07AH08,J07AH08
MENYELES,menyeles,R03AL02,R03AL02
MEPACT,mepact,L03AX15,L03AX15
MEPI MYNOL,mepi mynol,N01BB03|N01BB53,
MEPICAIN,mepicain,N01BB03,N01BB03
MEPICAIN CON ADRENALINA,mepicain con adrenalina,N01BB53,N01BB53
MEPIVACAINA CLORIDRATO S.A.L.F.,mepivacaina cloridrato s.a.l.f.,N01BB03,N01BB03
MEPIVACAINA CON ADRENALINA OGNA,mepivacaina con adrenalina ogna,N01BB53,N01BB53
MEPIVACAINA CON ADRENALINA PIERREL,mepivacaina con adrenalina pierrel,N01BB53,N01BB53
MEPIVACAINA GUARDANT,mepivacaina guardant,N01BB03,N01BB03
MEPIVACAINA OGNA,mepivacaina ogna,N01BB03,N01BB03
MEPIVACAINA PIERREL,mepivacaina pierrel,N01BB03,N01BB03
MEPRAL,mepral,A02BC01,A02BC01
MEPSEVII,mepsevii,A16AB18,A16AB18
MERCAPTOBENZOTIAZOLO ALLERGEAZE,mercaptobenzotiazolo allergeaze,V04CL,V04CL
MERCILON,mercilon,G03AA09,G03AA09
MERCURIUS CORROSIVUS,mercurius corrosivus,V03AX,V03AX
MERCURIUS CORROSIVUS DYNAMIS,mercurius corrosivus dynamis,V03AX,V03AX
MERCURIUS CYANATUS,mercurius cyanatus,V03AX,V03AX
MERCURIUS CYANATUS DYNAMIS,mercurius cyanatus dynamis,V03AX,V03AX
MERCURIUS DULCIS,mercurius dulcis,V03AX,V03AX
MERCURIUS DULCIS DYNAMIS,mercurius dulcis dynamis,V03AX,V03AX
MERCURIUS IODATUS RUBER DYNAMIS,mercurius iodatus ruber dynamis,V03AX,V03AX
MERCURIUS SOLUBILIS,mercurius solubilis,V03AX,V03AX
MERCURIUS SOLUBILIS DYNAMIS,mercurius solubilis dynamis,V03AX,V03AX
MERCURIUS SOLUBILIS HAHNEMANNI,mercurius solubilis hahnemanni,V03AX,V03AX
MERCURIUS-HEEL,mercurius-heel,V03AX,V03AX
MERIBEN,meriben,V03AX,V03AX
MERIDIANO TAO 10,meridiano tao 10,V03AX,V03AX
MERIDIANO TAO 12,meridiano tao 12,V03AX,V03AX
MERIDIANO TAO 14,meridiano tao 14,V03AX,V03AX
MERIDIANO TAO 16,meridiano tao 16,V03AX,V03AX
MERIDIANO TAO 18,meridiano tao 18,V03AX,V03AX
MERIDIANO TAO 2,meridiano tao 2,V03AX,V03AX
MERIDIANO TAO 20,meridiano tao 20,V03AX,V03AX
MERIDIANO TAO 22,meridiano tao 22,V03AX,V03AX
MERIDIANO TAO 24,meridiano tao 24,V03AX,V03AX
MERIDIANO TAO 4,meridiano tao 4,V03AX,V03AX
MERIDIANO TAO 6,meridiano tao 6,V03AX,V03AX
MERIDIANO TAO 8,meridiano tao 8,V03AX,V03AX
