rxcui,class_id,class_name,class_type,rela,rela_source
9947,N0000009756,Negative Chronotropy,PE,ci_pe,MEDRT
9947,N0000009756,Negative Chronotropy,PE,has_pe,MEDRT
9947,N0000009757,Negative Inotropy,PE,has_pe,MEDRT
9947,N0000009923,Adrenergic beta1-Antagonists,MOA,has_moa,MEDRT
9947,N0000009924,Adrenergic beta2-Antagonists,MOA,has_moa,MEDRT
9997,D000077545,Eplerenone,CHEM,ci_chemclass,MEDRT
9997,D000224,Addison Disease,DISEASE,ci_with,MEDRT
9997,D001002,Anuria,DISEASE,ci_with,MEDRT
9997,D001201,Ascites,DISEASE,may_treat,MEDRT
9997,D004487,Edema,DISEASE,may_treat,MEDRT
9997,D006333,Heart Failure,DISEASE,may_treat,MEDRT
9997,D006628,Hirsutism,DISEASE,may_treat,MEDRT
9997,D006929,Hyperaldosteronism,DISEASE,may_treat,MEDRT
9997,D006947,Hyperkalemia,DISEASE,ci_with,MEDRT
9997,D006967,Hypersensitivity,DISEASE,ci_with,MEDRT
9997,D006973,Hypertension,DISEASE,may_treat,MEDRT
9997,D007008,Hypokalemia,DISEASE,may_treat,MEDRT
9997,D011247,Pregnancy,DISEASE,ci_with,MEDRT
9997,D013148,Spironolactone,CHEM,has_ingredient,MEDRT
9997,D058186,Acute Kidney Injury,DISEASE,ci_with,MEDRT
9997,N0000008299,Arterial Vasodilation,PE,has_pe,MEDRT
9997,N0000008581,Decreased Distal Tubule H+ Excretion,PE,has_pe,MEDRT
9997,N0000008583,Decreased Distal Tubule K+ Excretion,PE,has_pe,MEDRT
9997,N0000009279,Increased Distal Tubule Na+ Excretion,PE,has_pe,MEDRT
9997,N0000011310,Aldosterone Antagonists,MOA,has_moa,MEDRT
9997,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
9997,D000077545,Eplerenone,CHEM,ci_chemclass,MEDRT
9997,D000224,Addison Disease,DISEASE,ci_with,MEDRT
9997,D001002,Anuria,DISEASE,ci_with,MEDRT
9997,D001201,Ascites,DISEASE,may_treat,MEDRT
9997,D004487,Edema,DISEASE,may_treat,MEDRT
9997,D006333,Heart Failure,DISEASE,may_treat,MEDRT
9997,D006628,Hirsutism,DISEASE,may_treat,MEDRT
9997,D006929,Hyperaldosteronism,DISEASE,may_treat,MEDRT
9997,D006947,Hyperkalemia,DISEASE,ci_with,MEDRT
9997,D006967,Hypersensitivity,DISEASE,ci_with,MEDRT
9997,D006973,Hypertension,DISEASE,may_treat,MEDRT
9997,D007008,Hypokalemia,DISEASE,may_treat,MEDRT
9997,D011247,Pregnancy,DISEASE,ci_with,MEDRT
9997,D013148,Spironolactone,CHEM,has_ingredient,MEDRT
9997,D058186,Acute Kidney Injury,DISEASE,ci_with,MEDRT
9997,N0000008299,Arterial Vasodilation,PE,has_pe,MEDRT
9997,N0000008581,Decreased Distal Tubule H+ Excretion,PE,has_pe,MEDRT
9997,N0000008583,Decreased Distal Tubule K+ Excretion,PE,has_pe,MEDRT
9997,N0000009279,Increased Distal Tubule Na+ Excretion,PE,has_pe,MEDRT
9997,N0000011310,Aldosterone Antagonists,MOA,has_moa,MEDRT
9997,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
10156,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10156,D004381,Duodenal Ulcer,DISEASE,may_treat,MEDRT
10156,D004381,Duodenal Ulcer,DISEASE,may_prevent,MEDRT
10156,D004941,Esophagitis,DISEASE,may_treat,MEDRT
10156,D005756,Gastritis,DISEASE,may_treat,MEDRT
10156,D011014,Pneumonia,DISEASE,may_treat,MEDRT
10156,D013276,Stomach Ulcer,DISEASE,may_treat,MEDRT
10156,D013280,Stomatitis,DISEASE,may_treat,MEDRT
10156,D013392,Sucralfate,CHEM,has_ingredient,MEDRT
10156,N0000009054,Gastric Acid Alteration,PE,has_pe,MEDRT
10156,N0000175355,Binding Activity,MOA,has_moa,MEDRT
10156,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10156,D004381,Duodenal Ulcer,DISEASE,may_treat,MEDRT
10156,D004381,Duodenal Ulcer,DISEASE,may_prevent,MEDRT
10156,D004941,Esophagitis,DISEASE,may_treat,MEDRT
10156,D005756,Gastritis,DISEASE,may_treat,MEDRT
10156,D011014,Pneumonia,DISEASE,may_treat,MEDRT
10156,D013276,Stomach Ulcer,DISEASE,may_treat,MEDRT
10156,D013280,Stomatitis,DISEASE,may_treat,MEDRT
10156,N0000009054,Gastric Acid Alteration,PE,has_pe,MEDRT
10156,N0000175355,Binding Activity,MOA,has_moa,MEDRT
37418,D000788,"Angina Pectoris, Variant",DISEASE,ci_with,MEDRT
37418,D001145,"Arrhythmias, Cardiac",DISEASE,ci_with,MEDRT
37418,D002546,"Ischemic Attack, Transient",DISEASE,ci_with,MEDRT
37418,D003027,Cluster Headache,DISEASE,may_treat,MEDRT
37418,D003324,Coronary Artery Disease,DISEASE,ci_with,MEDRT
37418,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
37418,D006974,"Hypertension, Malignant",DISEASE,ci_with,MEDRT
37418,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
37418,D008881,Migraine Disorders,DISEASE,may_treat,MEDRT
37418,D009203,Myocardial Infarction,DISEASE,ci_with,MEDRT
37418,D016491,Peripheral Vascular Diseases,DISEASE,ci_with,MEDRT
37418,D018170,Sumatriptan,CHEM,has_ingredient,MEDRT
37418,D020325,Migraine with Aura,DISEASE,ci_with,MEDRT
37418,D020521,Stroke,DISEASE,ci_with,MEDRT
37418,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
37418,N0000000256,Serotonin Agonists,MOA,has_moa,MEDRT
37418,N0000008351,Cerebral Arterial Vasoconstriction,PE,has_pe,MEDRT
37418,N0000009198,Increased Central Nervous System Serotonin Activity,PE,has_pe,MEDRT
37418,D000788,"Angina Pectoris, Variant",DISEASE,ci_with,MEDRT
37418,D001145,"Arrhythmias, Cardiac",DISEASE,ci_with,MEDRT
37418,D002546,"Ischemic Attack, Transient",DISEASE,ci_with,MEDRT
37418,D003027,Cluster Headache,DISEASE,may_treat,MEDRT
37418,D003324,Coronary Artery Disease,DISEASE,ci_with,MEDRT
37418,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
37418,D006973,Hypertension,DISEASE,ci_with,MEDRT
37418,D006974,"Hypertension, Malignant",DISEASE,ci_with,MEDRT
37418,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
37418,D008881,Migraine Disorders,DISEASE,may_treat,MEDRT
37418,D009203,Myocardial Infarction,DISEASE,ci_with,MEDRT
37418,D016491,Peripheral Vascular Diseases,DISEASE,ci_with,MEDRT
37418,D018170,Sumatriptan,CHEM,has_ingredient,MEDRT
37418,D020325,Migraine with Aura,DISEASE,ci_with,MEDRT
37418,D020521,Stroke,DISEASE,ci_with,MEDRT
37418,N0000000184,Monoamine Oxidase Inhibitors,MOA,ci_moa,MEDRT
37418,N0000000256,Serotonin Agonists,MOA,has_moa,MEDRT
37418,N0000008351,Cerebral Arterial Vasoconstriction,PE,has_pe,MEDRT
37418,N0000009198,Increased Central Nervous System Serotonin Activity,PE,has_pe,MEDRT
42316,D002368,Castor Oil,CHEM,ci_chemclass,MEDRT
42316,D003876,"Dermatitis, Atopic",DISEASE,may_treat,MEDRT
42316,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
42316,D006086,Graft vs Host Disease,DISEASE,may_prevent,MEDRT
42316,D006086,Graft vs Host Disease,DISEASE,may_treat,MEDRT
42316,D016559,Tacrolimus,CHEM,has_ingredient,MEDRT
42316,D016572,Cyclosporine,CHEM,ci_chemclass,MEDRT
42316,N0000000133,Enzyme Inhibitors,MOA,has_moa,MEDRT
42316,N0000008344,Cellular Growth Phase Arrest,PE,has_pe,MEDRT
42316,N0000008573,Decreased Cytokine Production,PE,has_pe,MEDRT
42316,N0000008998,Decreased T Lymphocyte Production,PE,has_pe,MEDRT
42316,D002368,Castor Oil,CHEM,ci_chemclass,MEDRT
42316,D003876,"Dermatitis, Atopic",DISEASE,may_treat,MEDRT
42316,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
42316,D006086,Graft vs Host Disease,DISEASE,may_treat,MEDRT
42316,D006086,Graft vs Host Disease,DISEASE,may_prevent,MEDRT
42316,D016559,Tacrolimus,CHEM,has_ingredient,MEDRT
42316,D016572,Cyclosporine,CHEM,ci_chemclass,MEDRT
42316,N0000000133,Enzyme Inhibitors,MOA,has_moa,MEDRT
42316,N0000008344,Cellular Growth Phase Arrest,PE,has_pe,MEDRT
42316,N0000008573,Decreased Cytokine Production,PE,has_pe,MEDRT
42316,N0000008998,Decreased T Lymphocyte Production,PE,has_pe,MEDRT
42316,D002368,Castor Oil,CHEM,ci_chemclass,MEDRT
42316,D003876,"Dermatitis, Atopic",DISEASE,may_treat,MEDRT
42316,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
42316,D006086,Graft vs Host Disease,DISEASE,may_treat,MEDRT
42316,D006086,Graft vs Host Disease,DISEASE,may_prevent,MEDRT
42316,D016572,Cyclosporine,CHEM,ci_chemclass,MEDRT
42316,N0000000133,Enzyme Inhibitors,MOA,has_moa,MEDRT
42316,N0000008344,Cellular Growth Phase Arrest,PE,has_pe,MEDRT
42316,N0000008573,Decreased Cytokine Production,PE,has_pe,MEDRT
42316,N0000008998,Decreased T Lymphocyte Production,PE,has_pe,MEDRT
358263,D000068581,Tadalafil,CHEM,has_ingredient,MEDRT
358263,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
358263,D006976,"Hypertension, Pulmonary",DISEASE,may_treat,MEDRT
358263,D009566,Nitrates,CHEM,ci_chemclass,MEDRT
358263,D018783,"Impotence, Vasculogenic",DISEASE,may_treat,MEDRT
358263,N0000009798,Penile Venous Vasodilation,PE,has_pe,MEDRT
358263,N0000009818,Pulmonary Venous Vasodilation,PE,has_pe,MEDRT
358263,N0000020026,Phosphodiesterase 5 Inhibitors,MOA,has_moa,MEDRT
1545063,D001583,Benzoxazoles,CHEM,has_ingredient,MEDRT
1545063,D001583,Benzoxazoles,CHEM,has_ingredient,MEDRT
1244607,D005902,"Glaucoma, Open-Angle",DISEASE,may_treat,MEDRT
1244607,D011460,Prostaglandins F,CHEM,has_ingredient,MEDRT
1244607,N0000009943,Decreased Intraocular Fluid Pressure,PE,has_pe,MEDRT
10324,D001943,Breast Neoplasms,DISEASE,may_treat,MEDRT
10324,D003374,Coumarins,CHEM,ci_chemclass,MEDRT
10324,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10324,D006177,Gynecomastia,DISEASE,may_treat,MEDRT
10324,D010190,Pancreatic Neoplasms,DISEASE,may_treat,MEDRT
10324,D011247,Pregnancy,DISEASE,ci_with,MEDRT
10324,D011629,"Puberty, Precocious",DISEASE,may_treat,MEDRT
10324,D011655,Pulmonary Embolism,DISEASE,ci_with,MEDRT
10324,D013629,Tamoxifen,CHEM,has_ingredient,MEDRT
10324,D018270,"Carcinoma, Ductal, Breast",DISEASE,may_prevent,MEDRT
10324,D020246,Venous Thrombosis,DISEASE,ci_with,MEDRT
10324,N0000000168,Selective Estrogen Receptor Modulators,MOA,has_moa,MEDRT
10324,N0000008577,Decreased DNA Replication,PE,has_pe,MEDRT
10324,N0000008769,Decreased Ovarian Estrogen Secretion,PE,has_pe,MEDRT
10324,N0000009863,Stimulate Ovulation,PE,has_pe,MEDRT
10324,D001943,Breast Neoplasms,DISEASE,may_treat,MEDRT
10324,D003374,Coumarins,CHEM,ci_chemclass,MEDRT
10324,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10324,D006177,Gynecomastia,DISEASE,may_treat,MEDRT
10324,D010190,Pancreatic Neoplasms,DISEASE,may_treat,MEDRT
10324,D011247,Pregnancy,DISEASE,ci_with,MEDRT
10324,D011629,"Puberty, Precocious",DISEASE,may_treat,MEDRT
10324,D011655,Pulmonary Embolism,DISEASE,ci_with,MEDRT
10324,D013629,Tamoxifen,CHEM,has_ingredient,MEDRT
10324,D014859,Warfarin,CHEM,ci_chemclass,MEDRT
10324,D018270,"Carcinoma, Ductal, Breast",DISEASE,may_prevent,MEDRT
10324,D020246,Venous Thrombosis,DISEASE,ci_with,MEDRT
10324,N0000000168,Selective Estrogen Receptor Modulators,MOA,has_moa,MEDRT
10324,N0000008577,Decreased DNA Replication,PE,has_pe,MEDRT
10324,N0000008769,Decreased Ovarian Estrogen Secretion,PE,has_pe,MEDRT
10324,N0000009863,Stimulate Ovulation,PE,has_pe,MEDRT
77492,D000077409,Tamsulosin,CHEM,has_ingredient,MEDRT
77492,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
77492,D011470,Prostatic Hyperplasia,DISEASE,may_treat,MEDRT
77492,N0000008421,Decreased Bladder Sphincter Tone,PE,has_pe,MEDRT
77492,N0000009919,Adrenergic alpha1-Antagonists,MOA,has_moa,MEDRT
77492,N0000009976,Decreased Urethra Smooth Muscle Tone,PE,has_pe,MEDRT
77492,D000077409,Tamsulosin,CHEM,has_ingredient,MEDRT
77492,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
77492,D011470,Prostatic Hyperplasia,DISEASE,may_treat,MEDRT
77492,N0000008421,Decreased Bladder Sphincter Tone,PE,has_pe,MEDRT
77492,N0000009919,Adrenergic alpha1-Antagonists,MOA,has_moa,MEDRT
77492,N0000009976,Decreased Urethra Smooth Muscle Tone,PE,has_pe,MEDRT
73494,D000077333,Telmisartan,CHEM,has_ingredient,MEDRT
73494,D003928,Diabetic Nephropathies,DISEASE,may_treat,MEDRT
73494,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
73494,D006333,Heart Failure,DISEASE,may_treat,MEDRT
73494,D006929,Hyperaldosteronism,DISEASE,ci_with,MEDRT
73494,D006973,Hypertension,DISEASE,may_treat,MEDRT
73494,D007022,Hypotension,DISEASE,ci_with,MEDRT
73494,D011247,Pregnancy,DISEASE,ci_with,MEDRT
73494,D018487,"Ventricular Dysfunction, Left",DISEASE,may_treat,MEDRT
73494,N0000000070,Angiotensin 2 Receptor Antagonists,MOA,has_moa,MEDRT
73494,N0000008669,Decreased Intravascular Volume,PE,has_pe,MEDRT
73494,N0000008731,Decreased Mineralocorticoid Secretion,PE,has_pe,MEDRT
73494,N0000008859,Decreased Renal K+ Excretion,PE,has_pe,MEDRT
73494,N0000009553,Increased Renal Na+ Excretion,PE,has_pe,MEDRT
73494,N0000009825,Renal Arterial Vasoconstriction,PE,ci_pe,MEDRT
73494,N0000009826,Renal Arterial Vasodilation,PE,has_pe,MEDRT
73494,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
1721603,D000068698,Tenofovir,CHEM,has_ingredient,MEDRT
1721603,D000409,Alanine,CHEM,has_ingredient,MEDRT
1721603,D019694,"Hepatitis B, Chronic",DISEASE,may_treat,MEDRT
1721603,N0000008869,Decreased Reverse Transcription to DNA,PE,has_pe,MEDRT
1721603,N0000009947,Nucleoside Reverse Transcriptase Inhibitors,MOA,has_moa,MEDRT
1721603,D000163,Acquired Immunodeficiency Syndrome,DISEASE,may_treat,MEDRT
1721603,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1721603,D019694,"Hepatitis B, Chronic",DISEASE,may_treat,MEDRT
1721603,N0000008869,Decreased Reverse Transcription to DNA,PE,has_pe,MEDRT
1721603,N0000009357,Increased Immunologically Active Molecule Activity,PE,has_pe,MEDRT
1721603,N0000009947,Nucleoside Reverse Transcriptase Inhibitors,MOA,has_moa,MEDRT
1721603,D000068698,Tenofovir,CHEM,has_ingredient,MEDRT
1721603,D000409,Alanine,CHEM,has_ingredient,MEDRT
1721603,D019694,"Hepatitis B, Chronic",DISEASE,may_treat,MEDRT
1721603,N0000008869,Decreased Reverse Transcription to DNA,PE,has_pe,MEDRT
1721603,N0000009947,Nucleoside Reverse Transcriptase Inhibitors,MOA,has_moa,MEDRT
1721603,D000163,Acquired Immunodeficiency Syndrome,DISEASE,may_treat,MEDRT
1721603,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1721603,D019694,"Hepatitis B, Chronic",DISEASE,may_treat,MEDRT
1721603,N0000008869,Decreased Reverse Transcription to DNA,PE,has_pe,MEDRT
1721603,N0000009357,Increased Immunologically Active Molecule Activity,PE,has_pe,MEDRT
1721603,N0000009947,Nucleoside Reverse Transcriptase Inhibitors,MOA,has_moa,MEDRT
37798,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
37798,D006973,Hypertension,DISEASE,may_treat,MEDRT
37798,D007022,Hypotension,DISEASE,ci_with,MEDRT
37798,D011224,Prazosin,CHEM,has_ingredient,MEDRT
37798,D011470,Prostatic Hyperplasia,DISEASE,may_treat,MEDRT
37798,D011799,Quinazolines,CHEM,ci_chemclass,MEDRT
37798,D016055,Urinary Retention,DISEASE,may_treat,MEDRT
37798,N0000000099,Adrenergic alpha-Antagonists,MOA,has_moa,MEDRT
37798,N0000008299,Arterial Vasodilation,PE,has_pe,MEDRT
37798,N0000008421,Decreased Bladder Sphincter Tone,PE,has_pe,MEDRT
37798,N0000009911,Venous Vasodilation,PE,has_pe,MEDRT
37798,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
37798,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
37798,D006973,Hypertension,DISEASE,may_treat,MEDRT
37798,D007022,Hypotension,DISEASE,ci_with,MEDRT
37798,D011224,Prazosin,CHEM,has_ingredient,MEDRT
37798,D011470,Prostatic Hyperplasia,DISEASE,may_treat,MEDRT
37798,D011799,Quinazolines,CHEM,ci_chemclass,MEDRT
37798,D016055,Urinary Retention,DISEASE,may_treat,MEDRT
37798,N0000000099,Adrenergic alpha-Antagonists,MOA,has_moa,MEDRT
37798,N0000008299,Arterial Vasodilation,PE,has_pe,MEDRT
37798,N0000008421,Decreased Bladder Sphincter Tone,PE,has_pe,MEDRT
37798,N0000009911,Venous Vasodilation,PE,has_pe,MEDRT
37798,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
37798,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
37798,D006973,Hypertension,DISEASE,may_treat,MEDRT
37798,D007022,Hypotension,DISEASE,ci_with,MEDRT
37798,D011224,Prazosin,CHEM,has_ingredient,MEDRT
37798,D011470,Prostatic Hyperplasia,DISEASE,may_treat,MEDRT
37798,D011799,Quinazolines,CHEM,ci_chemclass,MEDRT
37798,D016055,Urinary Retention,DISEASE,may_treat,MEDRT
37798,N0000000099,Adrenergic alpha-Antagonists,MOA,has_moa,MEDRT
37798,N0000008299,Arterial Vasodilation,PE,has_pe,MEDRT
37798,N0000008421,Decreased Bladder Sphincter Tone,PE,has_pe,MEDRT
37798,N0000009911,Venous Vasodilation,PE,has_pe,MEDRT
37798,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
10454,D001602,Beriberi,DISEASE,may_treat,MEDRT
10454,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10454,D010383,Pellagra,DISEASE,may_treat,MEDRT
10454,D013831,Thiamine,CHEM,has_ingredient,MEDRT
10454,D013832,Thiamine Deficiency,DISEASE,may_treat,MEDRT
10454,D014899,Wernicke Encephalopathy,DISEASE,may_treat,MEDRT
10454,D020269,Alcoholic Neuropathy,DISEASE,may_treat,MEDRT
10454,N0000000163,Enzyme Interactions,MOA,has_moa,MEDRT
10454,N0000008337,Cellular Activity Alteration,PE,has_pe,MEDRT
10454,D001602,Beriberi,DISEASE,may_treat,MEDRT
10454,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10454,D010383,Pellagra,DISEASE,may_treat,MEDRT
10454,D013831,Thiamine,CHEM,has_ingredient,MEDRT
10454,D013832,Thiamine Deficiency,DISEASE,may_treat,MEDRT
10454,D014899,Wernicke Encephalopathy,DISEASE,may_treat,MEDRT
10454,D020269,Alcoholic Neuropathy,DISEASE,may_treat,MEDRT
10454,N0000000163,Enzyme Interactions,MOA,has_moa,MEDRT
10454,N0000008337,Cellular Activity Alteration,PE,has_pe,MEDRT
10454,D001602,Beriberi,DISEASE,may_treat,MEDRT
10454,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10454,D010383,Pellagra,DISEASE,may_treat,MEDRT
10454,D013832,Thiamine Deficiency,DISEASE,may_treat,MEDRT
10454,D013835,Thiamine Pyrophosphate,CHEM,has_ingredient,MEDRT
10454,D014899,Wernicke Encephalopathy,DISEASE,may_treat,MEDRT
10454,D020269,Alcoholic Neuropathy,DISEASE,may_treat,MEDRT
10454,N0000000163,Enzyme Interactions,MOA,has_moa,MEDRT
10454,N0000008337,Cellular Activity Alteration,PE,has_pe,MEDRT
10454,D001602,Beriberi,DISEASE,may_treat,MEDRT
10454,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10454,D010383,Pellagra,DISEASE,may_treat,MEDRT
10454,D013831,Thiamine,CHEM,has_ingredient,MEDRT
10454,D013832,Thiamine Deficiency,DISEASE,may_treat,MEDRT
10454,D014899,Wernicke Encephalopathy,DISEASE,may_treat,MEDRT
10454,D020269,Alcoholic Neuropathy,DISEASE,may_treat,MEDRT
10454,N0000000163,Enzyme Interactions,MOA,has_moa,MEDRT
10454,N0000008337,Cellular Activity Alteration,PE,has_pe,MEDRT
10454,D001602,Beriberi,DISEASE,may_treat,MEDRT
10454,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10454,D010383,Pellagra,DISEASE,may_treat,MEDRT
10454,D013831,Thiamine,CHEM,has_ingredient,MEDRT
10454,D013832,Thiamine Deficiency,DISEASE,may_treat,MEDRT
10454,D014899,Wernicke Encephalopathy,DISEASE,may_treat,MEDRT
10454,D020269,Alcoholic Neuropathy,DISEASE,may_treat,MEDRT
10454,N0000000163,Enzyme Interactions,MOA,has_moa,MEDRT
10454,N0000008337,Cellular Activity Alteration,PE,has_pe,MEDRT
38260,D001007,Anxiety,DISEASE,may_treat,MEDRT
38260,D007319,Sleep Initiation and Maintenance Disorders,DISEASE,may_treat,MEDRT
38260,D009652,Norpregnenes,CHEM,has_ingredient,MEDRT
38260,D015663,"Osteoporosis, Postmenopausal",DISEASE,may_prevent,MEDRT
38260,D019584,Hot Flashes,DISEASE,may_treat,MEDRT
38260,N0000000100,Estrogen Receptor Agonists,MOA,has_moa,MEDRT
38260,N0000008313,Bone Resorption Inhibition,PE,has_pe,MEDRT
1116632,D000077486,Ticagrelor,CHEM,has_ingredient,MEDRT
1116632,D003328,Coronary Thrombosis,DISEASE,may_prevent,MEDRT
1116632,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
1116632,D009203,Myocardial Infarction,DISEASE,may_prevent,MEDRT
1116632,D020521,Stroke,DISEASE,may_prevent,MEDRT
1116632,N0000008832,Decreased Platelet Aggregation,PE,has_pe,MEDRT
1116632,N0000182143,P2Y12 Receptor Antagonists,MOA,has_moa,MEDRT
10594,D001778,Blood Coagulation Disorders,DISEASE,ci_with,MEDRT
10594,D002542,Intracranial Embolism and Thrombosis,DISEASE,may_treat,MEDRT
10594,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10594,D006470,Hemorrhage,DISEASE,ci_with,MEDRT
10594,D007511,Ischemia,DISEASE,may_prevent,MEDRT
10594,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
10594,D013923,Thromboembolism,DISEASE,may_prevent,MEDRT
10594,D013988,Ticlopidine,CHEM,has_ingredient,MEDRT
10594,D020246,Venous Thrombosis,DISEASE,may_prevent,MEDRT
10594,D020521,Stroke,DISEASE,may_prevent,MEDRT
10594,N0000008832,Decreased Platelet Aggregation,PE,has_pe,MEDRT
10594,N0000009961,Platelet Activating Factor Inhibitors,MOA,has_moa,MEDRT
10594,D001778,Blood Coagulation Disorders,DISEASE,ci_with,MEDRT
10594,D002542,Intracranial Embolism and Thrombosis,DISEASE,may_treat,MEDRT
10594,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10594,D006470,Hemorrhage,DISEASE,ci_with,MEDRT
10594,D007511,Ischemia,DISEASE,may_prevent,MEDRT
10594,D008107,Liver Diseases,DISEASE,ci_with,MEDRT
10594,D013923,Thromboembolism,DISEASE,may_prevent,MEDRT
10594,D013988,Ticlopidine,CHEM,has_ingredient,MEDRT
10594,D020246,Venous Thrombosis,DISEASE,may_prevent,MEDRT
10594,D020521,Stroke,DISEASE,may_prevent,MEDRT
10594,N0000008832,Decreased Platelet Aggregation,PE,has_pe,MEDRT
10594,N0000009961,Platelet Activating Factor Inhibitors,MOA,has_moa,MEDRT
10600,D000787,Angina Pectoris,DISEASE,may_treat,MEDRT
10600,D001249,Asthma,DISEASE,ci_with,MEDRT
10600,D001919,Bradycardia,DISEASE,ci_with,MEDRT
10600,D001986,Bronchial Spasm,DISEASE,ci_with,MEDRT
10600,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10600,D005902,"Glaucoma, Open-Angle",DISEASE,may_treat,MEDRT
10600,D006331,Heart Diseases,DISEASE,may_prevent,MEDRT
10600,D006333,Heart Failure,DISEASE,ci_with,MEDRT
10600,D006333,Heart Failure,DISEASE,may_treat,MEDRT
10600,D006973,Hypertension,DISEASE,may_treat,MEDRT
10600,D007022,Hypotension,DISEASE,ci_with,MEDRT
10600,D009203,Myocardial Infarction,DISEASE,may_treat,MEDRT
10600,D011247,Pregnancy,DISEASE,ci_with,MEDRT
10600,D011654,Pulmonary Edema,DISEASE,ci_with,MEDRT
10600,D012770,"Shock, Cardiogenic",DISEASE,ci_with,MEDRT
10600,D012804,Sick Sinus Syndrome,DISEASE,ci_with,MEDRT
10600,D013999,Timolol,CHEM,has_ingredient,MEDRT
10600,D016535,Bronchial Hyperreactivity,DISEASE,ci_with,MEDRT
10600,D029424,"Pulmonary Disease, Chronic Obstructive",DISEASE,ci_with,MEDRT
10600,D054537,Atrioventricular Block,DISEASE,ci_with,MEDRT
10600,N0000000026,Hepatic Metabolism,PK,site_of_metabolism,MEDRT
10600,N0000009756,Negative Chronotropy,PE,ci_pe,MEDRT
10600,N0000009756,Negative Chronotropy,PE,has_pe,MEDRT
10600,N0000009757,Negative Inotropy,PE,has_pe,MEDRT
10600,N0000009923,Adrenergic beta1-Antagonists,MOA,has_moa,MEDRT
10600,N0000009924,Adrenergic beta2-Antagonists,MOA,has_moa,MEDRT
10600,N0000009943,Decreased Intraocular Fluid Pressure,PE,has_pe,MEDRT
10600,N0000178477,Decreased Blood Pressure,PE,has_pe,MEDRT
10600,D000787,Angina Pectoris,DISEASE,may_treat,MEDRT
10600,D001249,Asthma,DISEASE,ci_with,MEDRT
10600,D001919,Bradycardia,DISEASE,ci_with,MEDRT
10600,D001986,Bronchial Spasm,DISEASE,ci_with,MEDRT
10600,D004342,Drug Hypersensitivity,DISEASE,ci_with,MEDRT
10600,D005902,"Glaucoma, Open-Angle",DISEASE,may_treat,MEDRT
10600,D006331,Heart Diseases,DISEASE,may_prevent,MEDRT
10600,D006333,Heart Failure,DISEASE,ci_with,MEDRT
10600,D006333,Heart Failure,DISEASE,may_treat,MEDRT
10600,D006973,Hypertension,DISEASE,may_treat,MEDRT
10600,D007022,Hypotension,DISEASE,ci_with,MEDRT
10600,D009203,Myocardial Infarction,DISEASE,may_treat,MEDRT
10600,D011247,Pregnancy,DISEASE,ci_with,MEDRT
10600,D011654,Pulmonary Edema,DISEASE,ci_with,MEDRT
10600,D012770,"Shock, Cardiogenic",DISEASE,ci_with,MEDRT
10600,D012804,Sick Sinus Syndrome,DISEASE,ci_with,MEDRT
10600,D016535,Bronchial Hyperreactivity,DISEASE,ci_with,MEDRT
10600,D029424,"Pulmonary Disease, Chronic Obstructive",DISEASE,ci_with,MEDRT
