ddinter_id_1,ddinter_id_2,source,severity,description
DDInter1363,DDInter1632,DDInter,Moderate,DDInter moderate interaction between Salbutamol and Oxtriphylline.
DDInter1363,DDInter1635,DDInter,Moderate,DDInter moderate interaction between Salmeterol and Oxtriphylline.
DDInter1363,DDInter1643,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Sarilumab.
DDInter1363,DDInter1644,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Satralizumab.
DDInter1363,DDInter1650,DDInter,Moderate,DDInter moderate interaction between Secobarbital and Oxtriphylline.
DDInter1363,DDInter1652,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Secukinumab.
DDInter1363,DDInter1668,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Siltuximab.
DDInter1363,DDInter1693,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Sodium sulfate.
DDInter1363,DDInter1704,DDInter,Major,DDInter major interaction between Sotalol and Oxtriphylline.
DDInter1363,DDInter1708,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and St. John's Wort.
DDInter1363,DDInter1711,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Stiripentol.
DDInter1363,DDInter1716,DDInter,Moderate,DDInter moderate interaction between Succinylcholine and Oxtriphylline.
DDInter1363,DDInter1761,DDInter,Minor,DDInter minor interaction between Temazepam and Oxtriphylline.
DDInter1363,DDInter1768,DDInter,Moderate,DDInter moderate interaction between Terbinafine and Oxtriphylline.
DDInter1363,DDInter1769,DDInter,Moderate,DDInter moderate interaction between Terbutaline and Oxtriphylline.
DDInter1363,DDInter1783,DDInter,Moderate,DDInter moderate interaction between Tetracycline and Oxtriphylline.
DDInter1363,DDInter1792,DDInter,Moderate,DDInter moderate interaction between Thiabendazole and Oxtriphylline.
DDInter1363,DDInter1799,DDInter,Moderate,"DDInter moderate interaction between Oxtriphylline and Thyroid, porcine."
DDInter1363,DDInter1804,DDInter,Moderate,DDInter moderate interaction between Ticlopidine and Oxtriphylline.
DDInter1363,DDInter1809,DDInter,Major,DDInter major interaction between Timolol and Oxtriphylline.
DDInter1363,DDInter1810,DDInter,Major,DDInter major interaction between Timolol (ophthalmic) and Oxtriphylline.
DDInter1363,DDInter1824,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Tocilizumab.
DDInter1363,DDInter1841,DDInter,Major,DDInter major interaction between Tramadol and Oxtriphylline.
DDInter1363,DDInter1860,DDInter,Minor,DDInter minor interaction between Triazolam and Oxtriphylline.
DDInter1363,DDInter1907,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Ustekinumab.
DDInter1363,DDInter1922,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Vecuronium.
DDInter1363,DDInter1928,DDInter,Moderate,DDInter moderate interaction between Verapamil and Oxtriphylline.
DDInter1363,DDInter1934,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Vilanterol.
DDInter1363,DDInter1955,DDInter,Moderate,DDInter moderate interaction between Zafirlukast and Oxtriphylline.
DDInter1363,DDInter1962,DDInter,Moderate,DDInter moderate interaction between Zileuton and Oxtriphylline.
DDInter1363,DDInter197,DDInter,Major,DDInter major interaction between Betaxolol and Oxtriphylline.
DDInter1363,DDInter198,DDInter,Major,DDInter major interaction between Betaxolol (ophthalmic) and Oxtriphylline.
DDInter1363,DDInter216,DDInter,Major,DDInter major interaction between Bisoprolol and Oxtriphylline.
DDInter1363,DDInter220,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Blinatumomab.
DDInter1363,DDInter24,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Activated charcoal.
DDInter1363,DDInter25,DDInter,Minor,DDInter minor interaction between Acyclovir and Oxtriphylline.
DDInter1363,DDInter252,DDInter,Major,DDInter major interaction between Bupropion and Oxtriphylline.
DDInter1363,DDInter256,DDInter,Moderate,DDInter moderate interaction between Butabarbital and Oxtriphylline.
DDInter1363,DDInter257,DDInter,Moderate,DDInter moderate interaction between Butalbital and Oxtriphylline.
DDInter1363,DDInter27,DDInter,Moderate,DDInter moderate interaction between Adalimumab and Oxtriphylline.
DDInter1363,DDInter281,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Canakinumab.
DDInter1363,DDInter284,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Cannabidiol.
DDInter1363,DDInter293,DDInter,Moderate,DDInter moderate interaction between Carbamazepine and Oxtriphylline.
DDInter1363,DDInter304,DDInter,Major,DDInter major interaction between Carteolol (ophthalmic) and Oxtriphylline.
DDInter1363,DDInter305,DDInter,Major,DDInter major interaction between Carvedilol and Oxtriphylline.
DDInter1363,DDInter31,DDInter,Moderate,DDInter moderate interaction between Adenosine and Oxtriphylline.
DDInter1363,DDInter342,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Certolizumab pegol.
DDInter1363,DDInter355,DDInter,Minor,DDInter minor interaction between Chlordiazepoxide and Oxtriphylline.
DDInter1363,DDInter380,DDInter,Moderate,DDInter moderate interaction between Cimetidine and Oxtriphylline.
DDInter1363,DDInter384,DDInter,Major,DDInter major interaction between Ciprofloxacin and Oxtriphylline.
DDInter1363,DDInter386,DDInter,Moderate,DDInter moderate interaction between Cisatracurium and Oxtriphylline.
DDInter1363,DDInter393,DDInter,Moderate,DDInter moderate interaction between Clarithromycin and Oxtriphylline.
DDInter1363,DDInter40,DDInter,Moderate,DDInter moderate interaction between Alefacept and Oxtriphylline.
DDInter1363,DDInter401,DDInter,Minor,DDInter minor interaction between Clobazam and Oxtriphylline.
DDInter1363,DDInter411,DDInter,Minor,DDInter minor interaction between Clonazepam and Oxtriphylline.
DDInter1363,DDInter414,DDInter,Minor,DDInter minor interaction between Clorazepic acid and Oxtriphylline.
DDInter1363,DDInter432,DDInter,Moderate,DDInter moderate interaction between Colesevelam and Oxtriphylline.
DDInter1363,DDInter48,DDInter,Minor,DDInter minor interaction between Allopurinol and Oxtriphylline.
DDInter1363,DDInter488,DDInter,Major,DDInter major interaction between Oxtriphylline and Deferasirox.
DDInter1363,DDInter498,DDInter,Moderate,DDInter moderate interaction between Demeclocycline and Oxtriphylline.
DDInter1363,DDInter534,DDInter,Minor,DDInter minor interaction between Diazepam and Oxtriphylline.
DDInter1363,DDInter54,DDInter,Minor,DDInter minor interaction between Alprazolam and Oxtriphylline.
DDInter1363,DDInter561,DDInter,Moderate,DDInter moderate interaction between Diltiazem and Oxtriphylline.
DDInter1363,DDInter573,DDInter,Moderate,DDInter moderate interaction between Dipyridamole and Oxtriphylline.
DDInter1363,DDInter576,DDInter,Moderate,DDInter moderate interaction between Disulfiram and Oxtriphylline.
DDInter1363,DDInter590,DDInter,Moderate,DDInter moderate interaction between Doxacurium and Oxtriphylline.
DDInter1363,DDInter598,DDInter,Moderate,DDInter moderate interaction between Doxycycline and Oxtriphylline.
DDInter1363,DDInter604,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Drospirenone.
DDInter1363,DDInter634,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Emapalumab.
DDInter1363,DDInter64,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Amifampridine.
DDInter1363,DDInter650,DDInter,Minor,DDInter minor interaction between Oxtriphylline and Ephedrine.
DDInter1363,DDInter670,DDInter,Moderate,DDInter moderate interaction between Erythromycin and Oxtriphylline.
DDInter1363,DDInter675,DDInter,Major,DDInter major interaction between Esmolol and Oxtriphylline.
DDInter1363,DDInter677,DDInter,Minor,DDInter minor interaction between Estazolam and Oxtriphylline.
DDInter1363,DDInter679,DDInter,Moderate,DDInter moderate interaction between Estradiol and Oxtriphylline.
DDInter1363,DDInter687,DDInter,Moderate,DDInter moderate interaction between Etanercept and Oxtriphylline.
DDInter1363,DDInter692,DDInter,Moderate,DDInter moderate interaction between Ethinylestradiol and Oxtriphylline.
DDInter1363,DDInter696,DDInter,Moderate,DDInter moderate interaction between Ethotoin and Oxtriphylline.
DDInter1363,DDInter701,DDInter,Moderate,DDInter moderate interaction between Etonogestrel and Oxtriphylline.
DDInter1363,DDInter712,DDInter,Moderate,DDInter moderate interaction between Famotidine and Oxtriphylline.
DDInter1363,DDInter713,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Febuxostat.
DDInter1363,DDInter716,DDInter,Minor,DDInter minor interaction between Felodipine and Oxtriphylline.
DDInter1363,DDInter76,DDInter,Moderate,DDInter moderate interaction between Amiodarone and Oxtriphylline.
DDInter1363,DDInter760,DDInter,Moderate,DDInter moderate interaction between Fluphenazine and Oxtriphylline.
DDInter1363,DDInter762,DDInter,Minor,DDInter minor interaction between Flurazepam and Oxtriphylline.
DDInter1363,DDInter770,DDInter,Major,DDInter major interaction between Fluvoxamine and Oxtriphylline.
DDInter1363,DDInter776,DDInter,Moderate,DDInter moderate interaction between Formoterol and Oxtriphylline.
DDInter1363,DDInter783,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Fosphenytoin.
DDInter1363,DDInter81,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Amobarbital.
DDInter1363,DDInter819,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Ginkgo biloba.
DDInter1363,DDInter837,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Golimumab.
DDInter1363,DDInter849,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Guselkumab.
DDInter1363,DDInter854,DDInter,Major,DDInter major interaction between Halothane and Oxtriphylline.
DDInter1363,DDInter911,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Imipenem.
DDInter1363,DDInter915,DDInter,Moderate,DDInter moderate interaction between Oxtriphylline and Indacaterol.
DDInter1363,DDInter923,DDInter,Moderate,DDInter moderate interaction between Infliximab and Oxtriphylline.
DDInter1363,DDInter94,DDInter,Moderate,DDInter moderate interaction between Anakinra and Oxtriphylline.
DDInter1363,DDInter943,DDInter,Moderate,DDInter moderate interaction between Interferon alfa-2b and Oxtriphylline.
DDInter1363,DDInter945,DDInter,Moderate,DDInter moderate interaction between Interferon alfa-n3 and Oxtriphylline.
DDInter1363,DDInter946,DDInter,Moderate,DDInter moderate interaction between Interferon alfacon-1 and Oxtriphylline.
DDInter1363,DDInter947,DDInter,Moderate,DDInter moderate interaction between Interferon beta-1a and Oxtriphylline.
DDInter1363,DDInter948,DDInter,Moderate,DDInter moderate interaction between Interferon beta-1b and Oxtriphylline.
DDInter1363,DDInter949,DDInter,Moderate,DDInter moderate interaction between Interferon gamma-1b and Oxtriphylline.
DDInter1363,DDInter960,DDInter,Major,DDInter major interaction between Oxtriphylline and Iohexol.
DDInter1363,DDInter961,DDInter,Major,DDInter major interaction between Oxtriphylline and Iopamidol.
DDInter1363,DDInter986,DDInter,Moderate,DDInter moderate interaction between Isoniazid and Oxtriphylline.
DDInter1363,DDInter987,DDInter,Moderate,DDInter moderate interaction between Isoprenaline and Oxtriphylline.
DDInter1364,DDInter14,DDInter,Moderate,DDInter moderate interaction between Acetaminophen and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1438,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Phenazopyridine.
DDInter1364,DDInter1442,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Phenobarbital.
DDInter1364,DDInter1460,DDInter,Moderate,DDInter moderate interaction between Phenytoin and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1520,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Primaquine.
DDInter1364,DDInter1525,DDInter,Moderate,DDInter moderate interaction between Procaine and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1557,DDInter,Moderate,DDInter moderate interaction between Quinine and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1573,DDInter,Moderate,DDInter moderate interaction between Rasburicase and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1620,DDInter,Moderate,DDInter moderate interaction between Ropivacaine and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1670,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Silver nitrate (ophthalmic).
DDInter1364,DDInter1671,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Silver nitrate (topical).
DDInter1364,DDInter1672,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Silver sulfadiazine (topical).
DDInter1364,DDInter1723,DDInter,Moderate,DDInter moderate interaction between Sulfamethizole and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1727,DDInter,Moderate,DDInter moderate interaction between Sulfisoxazole and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter1739,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Tafenoquine.
DDInter1364,DDInter1779,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Tetracaine.
DDInter1364,DDInter249,DDInter,Moderate,DDInter moderate interaction between Bupivacaine and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter250,DDInter,Moderate,DDInter moderate interaction between Bupivacaine (liposome) and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter358,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Chloroprocaine.
DDInter1364,DDInter359,DDInter,Moderate,DDInter moderate interaction between Chloroquine and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter475,DDInter,Moderate,DDInter moderate interaction between Dapsone and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter476,DDInter,Moderate,DDInter moderate interaction between Dapsone (topical) and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter697,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Etidocaine.
DDInter1364,DDInter75,DDInter,Moderate,DDInter moderate interaction between Aminosalicylic acid and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter765,DDInter,Moderate,DDInter moderate interaction between Flutamide and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter92,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Amyl Nitrite.
DDInter1364,DDInter988,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Isosorbide.
DDInter1364,DDInter989,DDInter,Moderate,DDInter moderate interaction between Isosorbide dinitrate and Oxybuprocaine (ophthalmic).
DDInter1364,DDInter990,DDInter,Moderate,DDInter moderate interaction between Oxybuprocaine (ophthalmic) and Isosorbide mononitrate.
DDInter1365,DDInter1377,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Paclitaxel.
DDInter1365,DDInter1382,DDInter,Unknown,DDInter unknown interaction between Palonosetron and Oxybutynin.
DDInter1365,DDInter1388,DDInter,Unknown,DDInter unknown interaction between Pantoprazole and Oxybutynin.
DDInter1365,DDInter1414,DDInter,Unknown,DDInter unknown interaction between Pemetrexed and Oxybutynin.
DDInter1365,DDInter1426,DDInter,Unknown,DDInter unknown interaction between Pentoxifylline and Oxybutynin.
DDInter1365,DDInter1441,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Phenindamine.
DDInter1365,DDInter1447,DDInter,Unknown,DDInter unknown interaction between Phentermine and Oxybutynin.
DDInter1365,DDInter1453,DDInter,Moderate,DDInter moderate interaction between Phenylephrine and Oxybutynin.
DDInter1365,DDInter1455,DDInter,Moderate,DDInter moderate interaction between Phenylephrine (ophthalmic) and Oxybutynin.
DDInter1365,DDInter1462,DDInter,Moderate,DDInter moderate interaction between Physostigmine and Oxybutynin.
DDInter1365,DDInter1463,DDInter,Moderate,DDInter moderate interaction between Physostigmine (ophthalmic) and Oxybutynin.
DDInter1365,DDInter1472,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Pioglitazone.
DDInter1365,DDInter1476,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Pirbuterol.
DDInter1365,DDInter149,DDInter,Moderate,DDInter moderate interaction between Azatadine and Oxybutynin.
DDInter1365,DDInter1497,DDInter,Major,DDInter major interaction between Potassium chloride and Oxybutynin.
DDInter1365,DDInter1498,DDInter,Major,DDInter major interaction between Oxybutynin and Potassium citrate.
DDInter1365,DDInter150,DDInter,Unknown,DDInter unknown interaction between Azathioprine and Oxybutynin.
DDInter1365,DDInter1506,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Pramlintide.
DDInter1365,DDInter1513,DDInter,Unknown,DDInter unknown interaction between Prednisolone and Oxybutynin.
DDInter1365,DDInter1515,DDInter,Unknown,DDInter unknown interaction between Prednisone and Oxybutynin.
DDInter1365,DDInter1533,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Promethazine.
DDInter1365,DDInter1535,DDInter,Moderate,DDInter moderate interaction between Propantheline and Oxybutynin.
DDInter1365,DDInter1544,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Prucalopride.
DDInter1365,DDInter1559,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Rabeprazole.
DDInter1365,DDInter1568,DDInter,Unknown,DDInter unknown interaction between Ranitidine and Oxybutynin.
DDInter1365,DDInter1581,DDInter,Unknown,DDInter unknown interaction between Repaglinide and Oxybutynin.
DDInter1365,DDInter1586,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Revefenacin.
DDInter1365,DDInter1588,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Ribociclib.
DDInter1365,DDInter1621,DDInter,Unknown,DDInter unknown interaction between Rosiglitazone and Oxybutynin.
DDInter1365,DDInter1622,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Rosuvastatin.
DDInter1365,DDInter1626,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Rucaparib.
DDInter1365,DDInter1632,DDInter,Unknown,DDInter unknown interaction between Salbutamol and Oxybutynin.
DDInter1365,DDInter1635,DDInter,Unknown,DDInter unknown interaction between Salmeterol and Oxybutynin.
DDInter1365,DDInter1647,DDInter,Moderate,DDInter moderate interaction between Scopolamine and Oxybutynin.
DDInter1365,DDInter1663,DDInter,Unknown,DDInter unknown interaction between Sevelamer and Oxybutynin.
DDInter1365,DDInter1675,DDInter,Unknown,DDInter unknown interaction between Simvastatin and Oxybutynin.
DDInter1365,DDInter1678,DDInter,Unknown,DDInter unknown interaction between Sirolimus and Oxybutynin.
DDInter1365,DDInter1683,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Sodium bicarbonate.
DDInter1365,DDInter1699,DDInter,Moderate,DDInter moderate interaction between Somatotropin and Oxybutynin.
DDInter1365,DDInter1700,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Somatrem.
DDInter1365,DDInter1702,DDInter,Unknown,DDInter unknown interaction between Sorafenib and Oxybutynin.
DDInter1365,DDInter1717,DDInter,Unknown,DDInter unknown interaction between Sucralfate and Oxybutynin.
DDInter1365,DDInter1725,DDInter,Unknown,DDInter unknown interaction between Sulfasalazine and Oxybutynin.
DDInter1365,DDInter1735,DDInter,Unknown,DDInter unknown interaction between Tacrolimus and Oxybutynin.
DDInter1365,DDInter1744,DDInter,Unknown,DDInter unknown interaction between Tamoxifen and Oxybutynin.
DDInter1365,DDInter1754,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Tegaserod.
DDInter1365,DDInter1783,DDInter,Unknown,DDInter unknown interaction between Tetracycline and Oxybutynin.
DDInter1365,DDInter1789,DDInter,Unknown,DDInter unknown interaction between Thalidomide and Oxybutynin.
DDInter1365,DDInter1791,DDInter,Unknown,DDInter unknown interaction between Theophylline and Oxybutynin.
DDInter1365,DDInter1793,DDInter,Moderate,DDInter moderate interaction between Thiethylperazine and Oxybutynin.
DDInter1365,DDInter1815,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Tiotropium.
DDInter1365,DDInter1853,DDInter,Unknown,DDInter unknown interaction between Tretinoin and Oxybutynin.
DDInter1365,DDInter1855,DDInter,Unknown,DDInter unknown interaction between Triamcinolone and Oxybutynin.
DDInter1365,DDInter1878,DDInter,Moderate,DDInter moderate interaction between Tripelennamine and Oxybutynin.
DDInter1365,DDInter1879,DDInter,Moderate,DDInter moderate interaction between Triprolidine and Oxybutynin.
DDInter1365,DDInter1886,DDInter,Moderate,DDInter moderate interaction between Trospium and Oxybutynin.
DDInter1365,DDInter1899,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Umeclidinium.
DDInter1365,DDInter19,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Acetylcysteine.
DDInter1365,DDInter1916,DDInter,Unknown,DDInter unknown interaction between Vancomycin and Oxybutynin.
DDInter1365,DDInter1939,DDInter,Unknown,DDInter unknown interaction between Vinorelbine and Oxybutynin.
DDInter1365,DDInter1951,DDInter,Unknown,DDInter unknown interaction between Warfarin and Oxybutynin.
DDInter1365,DDInter1955,DDInter,Unknown,DDInter unknown interaction between Zafirlukast and Oxybutynin.
DDInter1365,DDInter20,DDInter,Unknown,DDInter unknown interaction between Acetylsalicylic acid and Oxybutynin.
DDInter1365,DDInter202,DDInter,Moderate,DDInter moderate interaction between Bexarotene and Oxybutynin.
DDInter1365,DDInter22,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Aclidinium.
DDInter1365,DDInter222,DDInter,Unknown,DDInter unknown interaction between Bortezomib and Oxybutynin.
DDInter1365,DDInter23,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Acrivastine.
DDInter1365,DDInter233,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Brigatinib.
DDInter1365,DDInter234,DDInter,Unknown,DDInter unknown interaction between Brimonidine and Oxybutynin.
DDInter1365,DDInter245,DDInter,Moderate,DDInter moderate interaction between Brompheniramine and Oxybutynin.
DDInter1365,DDInter246,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Budesonide.
DDInter1365,DDInter25,DDInter,Unknown,DDInter unknown interaction between Acyclovir and Oxybutynin.
DDInter1365,DDInter252,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Bupropion.
DDInter1365,DDInter268,DDInter,Unknown,DDInter unknown interaction between Calcitriol and Oxybutynin.
DDInter1365,DDInter272,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Calcium chloride.
DDInter1365,DDInter285,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Capecitabine.
DDInter1365,DDInter297,DDInter,Moderate,DDInter moderate interaction between Carbinoxamine and Oxybutynin.
DDInter1365,DDInter298,DDInter,Unknown,DDInter unknown interaction between Carboplatin and Oxybutynin.
DDInter1365,DDInter336,DDInter,Unknown,DDInter unknown interaction between Celecoxib and Oxybutynin.
DDInter1365,DDInter343,DDInter,Unknown,DDInter unknown interaction between Cetirizine and Oxybutynin.
DDInter1365,DDInter354,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Chlorcyclizine.
DDInter1365,DDInter362,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Chlorpheniramine.
DDInter1365,DDInter387,DDInter,Unknown,DDInter unknown interaction between Cisplatin and Oxybutynin.
DDInter1365,DDInter393,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Clarithromycin.
DDInter1365,DDInter395,DDInter,Moderate,DDInter moderate interaction between Clemastine and Oxybutynin.
DDInter1365,DDInter397,DDInter,Moderate,DDInter moderate interaction between Clidinium and Oxybutynin.
DDInter1365,DDInter398,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Clindamycin.
DDInter1365,DDInter402,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Clobetasol.
DDInter1365,DDInter413,DDInter,Unknown,DDInter unknown interaction between Clopidogrel and Oxybutynin.
DDInter1365,DDInter416,DDInter,Unknown,DDInter unknown interaction between Clotrimazole and Oxybutynin.
DDInter1365,DDInter429,DDInter,Moderate,DDInter moderate interaction between Codeine and Oxybutynin.
DDInter1365,DDInter45,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Alimemazine.
DDInter1365,DDInter451,DDInter,Unknown,DDInter unknown interaction between Cyanocobalamin and Oxybutynin.
DDInter1365,DDInter453,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Cyclizine.
DDInter1365,DDInter456,DDInter,Unknown,DDInter unknown interaction between Cyclophosphamide and Oxybutynin.
DDInter1365,DDInter458,DDInter,Unknown,DDInter unknown interaction between Cyclosporine and Oxybutynin.
DDInter1365,DDInter459,DDInter,Moderate,DDInter moderate interaction between Cyproheptadine and Oxybutynin.
DDInter1365,DDInter462,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Dabrafenib.
DDInter1365,DDInter475,DDInter,Unknown,DDInter unknown interaction between Dapsone and Oxybutynin.
DDInter1365,DDInter484,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Dasatinib.
DDInter1365,DDInter488,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Deferasirox.
DDInter1365,DDInter506,DDInter,Unknown,DDInter unknown interaction between Desloratadine and Oxybutynin.
DDInter1365,DDInter507,DDInter,Unknown,DDInter unknown interaction between Desmopressin and Oxybutynin.
DDInter1365,DDInter513,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Dexamethasone.
DDInter1365,DDInter517,DDInter,Moderate,DDInter moderate interaction between Dexbrompheniramine and Oxybutynin.
DDInter1365,DDInter52,DDInter,Unknown,DDInter unknown interaction between Alosetron and Oxybutynin.
DDInter1365,DDInter537,DDInter,Unknown,DDInter unknown interaction between Diclofenac and Oxybutynin.
DDInter1365,DDInter543,DDInter,Moderate,DDInter moderate interaction between Dicyclomine and Oxybutynin.
DDInter1365,DDInter569,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Diphenhydramine.
DDInter1365,DDInter573,DDInter,Unknown,DDInter unknown interaction between Dipyridamole and Oxybutynin.
DDInter1365,DDInter578,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Docetaxel.
DDInter1365,DDInter593,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Doxepin.
DDInter1365,DDInter594,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Doxepin (topical).
DDInter1365,DDInter596,DDInter,Unknown,DDInter unknown interaction between Doxorubicin and Oxybutynin.
DDInter1365,DDInter598,DDInter,Unknown,DDInter unknown interaction between Doxycycline and Oxybutynin.
DDInter1365,DDInter600,DDInter,Moderate,DDInter moderate interaction between Doxylamine and Oxybutynin.
DDInter1365,DDInter622,DDInter,Moderate,DDInter moderate interaction between Edrophonium and Oxybutynin.
DDInter1365,DDInter632,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Eluxadoline.
DDInter1365,DDInter649,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Enzalutamide.
DDInter1365,DDInter657,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Epoprostenol.
DDInter1365,DDInter670,DDInter,Unknown,DDInter unknown interaction between Erythromycin and Oxybutynin.
DDInter1365,DDInter690,DDInter,Moderate,DDInter moderate interaction between Ethanol and Oxybutynin.
DDInter1365,DDInter702,DDInter,Unknown,DDInter unknown interaction between Etoposide and Oxybutynin.
DDInter1365,DDInter712,DDInter,Unknown,DDInter unknown interaction between Famotidine and Oxybutynin.
DDInter1365,DDInter714,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Fedratinib.
DDInter1365,DDInter732,DDInter,Unknown,DDInter unknown interaction between Fexofenadine and Oxybutynin.
DDInter1365,DDInter736,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Finasteride.
DDInter1365,DDInter743,DDInter,Unknown,DDInter unknown interaction between Fluconazole and Oxybutynin.
DDInter1365,DDInter757,DDInter,Unknown,DDInter unknown interaction between Fluorouracil and Oxybutynin.
DDInter1365,DDInter766,DDInter,Unknown,DDInter unknown interaction between Oxybutynin and Fluticasone.
DDInter1365,DDInter771,DDInter,Unknown,DDInter unknown interaction between Folic acid and Oxybutynin.
DDInter1365,DDInter785,DDInter,Moderate,DDInter moderate interaction between Oxybutynin and Fostamatinib.
