ddinter_id_1,ddinter_id_2,source,severity,description
DDInter373,DDInter930,DDInter,Moderate,DDInter moderate interaction between Chromic chloride and Insulin degludec.
DDInter373,DDInter931,DDInter,Moderate,DDInter moderate interaction between Insulin detemir and Chromic chloride.
DDInter373,DDInter932,DDInter,Moderate,DDInter moderate interaction between Insulin glargine and Chromic chloride.
DDInter373,DDInter933,DDInter,Moderate,DDInter moderate interaction between Insulin glulisine and Chromic chloride.
DDInter373,DDInter934,DDInter,Moderate,DDInter moderate interaction between Insulin human and Chromic chloride.
DDInter373,DDInter935,DDInter,Moderate,"DDInter moderate interaction between Insulin human (inhalation, rapid acting) and Chromic chloride."
DDInter373,DDInter936,DDInter,Moderate,DDInter moderate interaction between Insulin human (isophane) and Chromic chloride.
DDInter373,DDInter937,DDInter,Moderate,DDInter moderate interaction between Insulin human (regular) and Chromic chloride.
DDInter373,DDInter938,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc extended) and Chromic chloride.
DDInter373,DDInter939,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc) and Chromic chloride.
DDInter373,DDInter940,DDInter,Moderate,DDInter moderate interaction between Insulin lispro and Chromic chloride.
DDInter373,DDInter941,DDInter,Moderate,DDInter moderate interaction between Insulin lispro (protamine) and Chromic chloride.
DDInter374,DDInter474,DDInter,Moderate,DDInter moderate interaction between Dapagliflozin and Chromium picolinate.
DDInter374,DDInter489,DDInter,Moderate,DDInter moderate interaction between Deferiprone and Chromium picolinate.
DDInter374,DDInter51,DDInter,Moderate,DDInter moderate interaction between Alogliptin and Chromium picolinate.
DDInter374,DDInter607,DDInter,Moderate,DDInter moderate interaction between Dulaglutide and Chromium picolinate.
DDInter374,DDInter631,DDInter,Moderate,DDInter moderate interaction between Eltrombopag and Chromium picolinate.
DDInter374,DDInter636,DDInter,Moderate,DDInter moderate interaction between Empagliflozin and Chromium picolinate.
DDInter374,DDInter669,DDInter,Moderate,DDInter moderate interaction between Chromium picolinate and Ertugliflozin.
DDInter374,DDInter706,DDInter,Moderate,DDInter moderate interaction between Exenatide and Chromium picolinate.
DDInter374,DDInter825,DDInter,Moderate,DDInter moderate interaction between Glimepiride and Chromium picolinate.
DDInter374,DDInter826,DDInter,Moderate,DDInter moderate interaction between Glipizide and Chromium picolinate.
DDInter374,DDInter831,DDInter,Moderate,DDInter moderate interaction between Glyburide and Chromium picolinate.
DDInter374,DDInter929,DDInter,Moderate,DDInter moderate interaction between Insulin aspart (aspart) and Chromium picolinate.
DDInter374,DDInter930,DDInter,Moderate,DDInter moderate interaction between Insulin degludec and Chromium picolinate.
DDInter374,DDInter931,DDInter,Moderate,DDInter moderate interaction between Insulin detemir and Chromium picolinate.
DDInter374,DDInter932,DDInter,Moderate,DDInter moderate interaction between Insulin glargine and Chromium picolinate.
DDInter374,DDInter933,DDInter,Moderate,DDInter moderate interaction between Insulin glulisine and Chromium picolinate.
DDInter374,DDInter935,DDInter,Moderate,"DDInter moderate interaction between Insulin human (inhalation, rapid acting) and Chromium picolinate."
DDInter374,DDInter936,DDInter,Moderate,DDInter moderate interaction between Insulin human (isophane) and Chromium picolinate.
DDInter374,DDInter937,DDInter,Moderate,DDInter moderate interaction between Insulin human (regular) and Chromium picolinate.
DDInter374,DDInter938,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc extended) and Chromium picolinate.
DDInter374,DDInter939,DDInter,Moderate,DDInter moderate interaction between Insulin human (zinc) and Chromium picolinate.
DDInter374,DDInter940,DDInter,Moderate,DDInter moderate interaction between Insulin lispro and Chromium picolinate.
DDInter375,DDInter388,DDInter,Unknown,DDInter unknown interaction between Citalopram and Ciclesonide.
DDInter375,DDInter392,DDInter,Major,DDInter major interaction between Cladribine and Ciclesonide.
DDInter375,DDInter393,DDInter,Moderate,DDInter moderate interaction between Clarithromycin and Ciclesonide.
DDInter375,DDInter424,DDInter,Moderate,DDInter moderate interaction between Ciclesonide and Cobicistat.
DDInter375,DDInter438,DDInter,Moderate,DDInter moderate interaction between Conivaptan and Ciclesonide.
DDInter375,DDInter482,DDInter,Moderate,DDInter moderate interaction between Darunavir and Ciclesonide.
DDInter375,DDInter496,DDInter,Moderate,DDInter moderate interaction between Delavirdine and Ciclesonide.
DDInter375,DDInter507,DDInter,Major,DDInter major interaction between Desmopressin and Ciclesonide.
DDInter375,DDInter568,DDInter,Major,DDInter major interaction between Ciclesonide and Dinutuximab.
DDInter375,DDInter614,DDInter,Moderate,DDInter moderate interaction between Ciclesonide and Echinacea.
DDInter375,DDInter712,DDInter,Unknown,DDInter unknown interaction between Famotidine and Ciclesonide.
DDInter375,DDInter776,DDInter,Minor,DDInter minor interaction between Formoterol and Ciclesonide.
DDInter375,DDInter777,DDInter,Moderate,DDInter moderate interaction between Fosamprenavir and Ciclesonide.
DDInter375,DDInter785,DDInter,Moderate,DDInter moderate interaction between Ciclesonide and Fostamatinib.
DDInter375,DDInter90,DDInter,Moderate,DDInter moderate interaction between Amprenavir and Ciclesonide.
DDInter375,DDInter905,DDInter,Moderate,DDInter moderate interaction between Ciclesonide and Idelalisib.
DDInter375,DDInter915,DDInter,Minor,DDInter minor interaction between Ciclesonide and Indacaterol.
DDInter375,DDInter917,DDInter,Moderate,DDInter moderate interaction between Indinavir and Ciclesonide.
DDInter375,DDInter918,DDInter,Moderate,DDInter moderate interaction between Ciclesonide and Indium In-111 oxyquinoline.
DDInter375,DDInter935,DDInter,Moderate,"DDInter moderate interaction between Insulin human (inhalation, rapid acting) and Ciclesonide."
DDInter375,DDInter982,DDInter,Minor,DDInter minor interaction between Isoetharine and Ciclesonide.
DDInter375,DDInter987,DDInter,Minor,DDInter minor interaction between Isoprenaline and Ciclesonide.
DDInter375,DDInter995,DDInter,Moderate,DDInter moderate interaction between Itraconazole and Ciclesonide.
DDInter376,DDInter393,DDInter,Moderate,DDInter moderate interaction between Clarithromycin and Ciclesonide (nasal).
DDInter376,DDInter424,DDInter,Moderate,DDInter moderate interaction between Ciclesonide (nasal) and Cobicistat.
DDInter376,DDInter438,DDInter,Moderate,DDInter moderate interaction between Conivaptan and Ciclesonide (nasal).
DDInter376,DDInter482,DDInter,Moderate,DDInter moderate interaction between Darunavir and Ciclesonide (nasal).
DDInter376,DDInter496,DDInter,Moderate,DDInter moderate interaction between Delavirdine and Ciclesonide (nasal).
DDInter376,DDInter673,DDInter,Moderate,DDInter moderate interaction between Ciclesonide (nasal) and Esketamine.
DDInter376,DDInter777,DDInter,Moderate,DDInter moderate interaction between Fosamprenavir and Ciclesonide (nasal).
DDInter376,DDInter90,DDInter,Moderate,DDInter moderate interaction between Amprenavir and Ciclesonide (nasal).
DDInter376,DDInter905,DDInter,Moderate,DDInter moderate interaction between Ciclesonide (nasal) and Idelalisib.
DDInter376,DDInter917,DDInter,Moderate,DDInter moderate interaction between Indinavir and Ciclesonide (nasal).
DDInter376,DDInter995,DDInter,Moderate,DDInter moderate interaction between Itraconazole and Ciclesonide (nasal).
DDInter377,DDInter384,DDInter,Unknown,DDInter unknown interaction between Ciprofloxacin and Ciclopirox.
DDInter377,DDInter393,DDInter,Unknown,DDInter unknown interaction between Ciclopirox and Clarithromycin.
DDInter377,DDInter398,DDInter,Unknown,DDInter unknown interaction between Ciclopirox and Clindamycin.
DDInter377,DDInter402,DDInter,Unknown,DDInter unknown interaction between Ciclopirox and Clobetasol.
DDInter377,DDInter413,DDInter,Unknown,DDInter unknown interaction between Clopidogrel and Ciclopirox.
DDInter377,DDInter416,DDInter,Unknown,DDInter unknown interaction between Clotrimazole and Ciclopirox.
DDInter377,DDInter42,DDInter,Unknown,DDInter unknown interaction between Alendronic acid and Ciclopirox.
DDInter377,DDInter458,DDInter,Unknown,DDInter unknown interaction between Cyclosporine and Ciclopirox.
DDInter377,DDInter48,DDInter,Unknown,DDInter unknown interaction between Allopurinol and Ciclopirox.
DDInter377,DDInter513,DDInter,Unknown,DDInter unknown interaction between Ciclopirox and Dexamethasone.
DDInter377,DDInter54,DDInter,Unknown,DDInter unknown interaction between Alprazolam and Ciclopirox.
DDInter377,DDInter598,DDInter,Unknown,DDInter unknown interaction between Doxycycline and Ciclopirox.
DDInter377,DDInter611,DDInter,Unknown,DDInter unknown interaction between Dutasteride and Ciclopirox.
DDInter377,DDInter670,DDInter,Unknown,DDInter unknown interaction between Erythromycin and Ciclopirox.
DDInter377,DDInter679,DDInter,Unknown,DDInter unknown interaction between Estradiol and Ciclopirox.
DDInter377,DDInter699,DDInter,Unknown,DDInter unknown interaction between Etodolac and Ciclopirox.
DDInter377,DDInter718,DDInter,Unknown,DDInter unknown interaction between Fenofibrate and Ciclopirox.
DDInter377,DDInter722,DDInter,Unknown,DDInter unknown interaction between Fentanyl and Ciclopirox.
DDInter377,DDInter732,DDInter,Unknown,DDInter unknown interaction between Fexofenadine and Ciclopirox.
DDInter377,DDInter743,DDInter,Unknown,DDInter unknown interaction between Fluconazole and Ciclopirox.
DDInter377,DDInter757,DDInter,Unknown,DDInter unknown interaction between Fluorouracil and Ciclopirox.
DDInter377,DDInter766,DDInter,Unknown,DDInter unknown interaction between Ciclopirox and Fluticasone.
DDInter377,DDInter771,DDInter,Unknown,DDInter unknown interaction between Folic acid and Ciclopirox.
DDInter377,DDInter78,DDInter,Unknown,DDInter unknown interaction between Amitriptyline and Ciclopirox.
DDInter377,DDInter790,DDInter,Unknown,DDInter unknown interaction between Furosemide and Ciclopirox.
DDInter377,DDInter791,DDInter,Unknown,DDInter unknown interaction between Gabapentin and Ciclopirox.
DDInter377,DDInter883,DDInter,Unknown,DDInter unknown interaction between Hydrochlorothiazide and Ciclopirox.
DDInter377,DDInter885,DDInter,Unknown,DDInter unknown interaction between Hydrocortisone and Ciclopirox.
DDInter377,DDInter893,DDInter,Unknown,DDInter unknown interaction between Ciclopirox and Hydroxychloroquine.
DDInter377,DDInter900,DDInter,Unknown,DDInter unknown interaction between Ibuprofen and Ciclopirox.
DDInter377,DDInter909,DDInter,Unknown,DDInter unknown interaction between Imatinib and Ciclopirox.
DDInter377,DDInter990,DDInter,Unknown,DDInter unknown interaction between Isosorbide mononitrate and Ciclopirox.
DDInter378,DDInter38,DDInter,Major,DDInter major interaction between Aldesleukin and Cidofovir.
DDInter378,DDInter387,DDInter,Major,DDInter major interaction between Cidofovir and Cisplatin.
DDInter378,DDInter392,DDInter,Moderate,DDInter moderate interaction between Cladribine and Cidofovir.
DDInter378,DDInter405,DDInter,Major,DDInter major interaction between Cidofovir and Clofarabine.
DDInter378,DDInter456,DDInter,Major,DDInter major interaction between Cidofovir and Cyclophosphamide.
DDInter378,DDInter458,DDInter,Major,DDInter major interaction between Cyclosporine and Cidofovir.
DDInter378,DDInter488,DDInter,Major,DDInter major interaction between Cidofovir and Deferasirox.
DDInter378,DDInter490,DDInter,Major,DDInter major interaction between Cidofovir and Deferoxamine.
DDInter378,DDInter533,DDInter,Major,DDInter major interaction between Diatrizoate and Cidofovir.
DDInter378,DDInter537,DDInter,Major,DDInter major interaction between Cidofovir and Diclofenac.
DDInter378,DDInter66,DDInter,Major,DDInter major interaction between Cidofovir and Amikacin.
DDInter378,DDInter67,DDInter,Major,DDInter major interaction between Cidofovir and Amikacin (liposome).
DDInter378,DDInter706,DDInter,Moderate,DDInter moderate interaction between Cidofovir and Exenatide.
DDInter378,DDInter744,DDInter,Moderate,DDInter moderate interaction between Cidofovir and Flucytosine.
DDInter378,DDInter763,DDInter,Major,DDInter major interaction between Cidofovir and Flurbiprofen.
DDInter378,DDInter815,DDInter,Major,DDInter major interaction between Cidofovir and Gentamicin.
DDInter378,DDInter85,DDInter,Major,DDInter major interaction between Cidofovir and Amphotericin B.
DDInter378,DDInter86,DDInter,Major,DDInter major interaction between Cidofovir and Amphotericin B (cholesteryl sulfate).
DDInter378,DDInter87,DDInter,Major,DDInter major interaction between Cidofovir and Amphotericin B (lipid complex).
DDInter378,DDInter88,DDInter,Major,DDInter major interaction between Cidofovir and Amphotericin B (liposomal).
DDInter378,DDInter900,DDInter,Major,DDInter major interaction between Cidofovir and Ibuprofen.
DDInter378,DDInter906,DDInter,Major,DDInter major interaction between Cidofovir and Ifosfamide.
DDInter378,DDInter952,DDInter,Major,DDInter major interaction between Cidofovir and Iobenguane (I-131).
DDInter378,DDInter957,DDInter,Major,DDInter major interaction between Cidofovir and Iodipamide.
DDInter378,DDInter958,DDInter,Major,DDInter major interaction between Cidofovir and Iodixanol.
DDInter378,DDInter960,DDInter,Major,DDInter major interaction between Cidofovir and Iohexol.
DDInter378,DDInter961,DDInter,Major,DDInter major interaction between Cidofovir and Iopamidol.
DDInter378,DDInter964,DDInter,Major,DDInter major interaction between Cidofovir and Iopromide.
DDInter378,DDInter965,DDInter,Major,DDInter major interaction between Cidofovir and Iothalamic acid.
DDInter378,DDInter966,DDInter,Major,DDInter major interaction between Cidofovir and Ioversol.
DDInter378,DDInter967,DDInter,Major,DDInter major interaction between Cidofovir and Ioxilan.
DDInter379,DDInter380,DDInter,Moderate,DDInter moderate interaction between Cimetidine and Cilostazol.
DDInter379,DDInter384,DDInter,Moderate,DDInter moderate interaction between Ciprofloxacin and Cilostazol.
DDInter379,DDInter385,DDInter,Major,DDInter major interaction between Cisapride and Cilostazol.
DDInter379,DDInter388,DDInter,Moderate,DDInter moderate interaction between Citalopram and Cilostazol.
DDInter379,DDInter392,DDInter,Moderate,DDInter moderate interaction between Cladribine and Cilostazol.
