preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
KREOSOTUM,DRUG,AIFA anagrafica farmaci,KREOSOTUM,046376012|046651016|046862013|047165016|047322021|047322033|047322045|047322058|047322060|047322072|047322084|047322096|047322108|047322110|047322122|047322134|047322146|047322159|047322161|047322173|047322185|047322197|047322209|047322211|047322223|047322235|047322247|047322250|047322262|047322274|047322286|047322298|047322300|047322312|047322324|047322336|047322348|047322351|047322375|047322387|047322399|047322401|047322413|047322425|047322437|047322449|047322452|047322464|047322476|047322488|047322490|047322502|047322514|047322526|047322538|047322540|047322553|047322565|047322577|047322589|047322591|047322603|047322615|047322627|047322639|047322641|047322654|047322666|047322678|047322680|047322692|047322704|047611013|048289019|048289021|048289033|048289045|048289058|048289060|048289072|048289084|048289096|048289108|048289110|048289122|048289134|048289146|048289159|048289161|048289173|048289185|048289197|048289209|048289211|048289223|048289235|048289247|048289250|048289262|048289274|048289286|048289298|048289300|048289312|048289324|048289336|048289348|048289351|048289363|048289375|048289387|048289399|048289401|048289413|048289425|048289437|048289449|048289452|048289464|048289476|048289488|048289490|048289502|048289514|048289526|048289538|048289540|048289553|048289565|048289577|048289589|048289591|048289603|048289615|048289627|048289639|048289641|048289654|048289666|048289678,V03AX,,
KREOSOTUM DYNAMIS,DRUG,AIFA anagrafica farmaci,KREOSOTUM DYNAMIS,048653012|048653024|048653036|048653048|048653051|048653063|048653075|048653087|048653099|048653101|048653113|048653125|048653137|048653149|048653152|048653164|048653176|048653188|048653190|048653202|048653214|048653226|048653238|048653240|048653253|048653265|048653277|048653289|048653291|048653303|048653315|048653327|048653339|048653341|048653354|048653366|048653378|048653380|048653392|048653404|048653416|048653428|048653430|048653442|048653455|048653467|048653479|048653481|048653493|048653505|048653517|048653529|048653531|048653543|048653556|048653568|048653570|048653582|048653594|048653606|048653618|048653620|048653632|048653644|048653657|048653669|048653671|048653683|048653695|048653707|048653719|048653721|048653733|048653745|048653758|048653760|048653772|048653784|048653796|048653808|048653810|048653822|048653834|048653846|048653859|048653861|048653873|048653885|048653897|048653909|048653911|048653923|048653935|048653947|048653950|048653962|048653974|048653986|048653998|048654014|048654026|048654038|048654040|048654053|048654065|048654077|048654089|048654091|048654103|048654115|048654127|048654139|048654141|048654154|048654166|048654178|048654180|048654192|048654204|048654216|048654228|048654230|048654242|048654255|048654267|048654279|048654281|048654293|048654305|048654317|048654329|048654331|048654343|048654356|048654368|048654370|048654382|048654394|048654406|048654418|048654420|048654432|048654444|048654457|048654469|048654471|048654483|048654495|048654507|048654519|048654521|048654533|048654545|048654558|048654560|048654572|048654584|048654596|048654608|048654610|048654622|048654634|048654646|048654659|048654661|048654673|048654685|048654697|048654709|048654711|048654723|048654735|048654747|048654750|048654762|048654774|048654786|048654798|048654800|048654812|048654824|048654836|048654848|048654851|048654863|048654875|048654887|048654899|048654901|048654913|048654925|048654937,V03AX,,
KROVANEG,DRUG,AIFA anagrafica farmaci,KROVANEG,037775018|037775020|037775032|037775044,A02BC03,,
KRUDIPIN,DRUG,AIFA anagrafica farmaci,KRUDIPIN,037679014|037679026,C08CA01,,
KRUKLAR,DRUG,AIFA anagrafica farmaci,KRUKLAR,038889022,J01FA09,,
KRUPIL,DRUG,AIFA anagrafica farmaci,KRUPIL,038273013|038273025|038273037|038273049,C09AA05,,
KRUPLUS,DRUG,AIFA anagrafica farmaci,KRUPLUS,038405015|038405027|038405039|038405041,C09BA05,,
KRUSTAT,DRUG,AIFA anagrafica farmaci,KRUSTAT,037664024|037664036|037664048|037664051,C10AA01,,
KRUXADE,DRUG,AIFA anagrafica farmaci,KRUXADE,036896013|036896025,J01CR02,,
KRUXAGON,DRUG,AIFA anagrafica farmaci,KRUXAGON,037818010|037818022,A02BC01,,
KRYPTOCUR,DRUG,AIFA anagrafica farmaci,KRYPTOCUR,026520015,H01CA01,,
KUROVENT,DRUG,AIFA anagrafica farmaci,KUROVENT,036939015|036939027|036939039|036939041|036939054|036939066|036939078|036939080|036939092|036939104|036939116|036939128|036939130|036939142|036939155,R03AC13,,
KUVAN,DRUG,AIFA anagrafica farmaci,KUVAN,038922011|038922023|038922035|038922047|038922050,A16AX07,,
KYBERNIN P,DRUG,AIFA anagrafica farmaci,KYBERNIN P,025766027|025766039,B01AB02,,
KYLEENA,DRUG,AIFA anagrafica farmaci,KYLEENA,044756017|044756029|051893016|051893028|052928013,G02BA03,,
KYMRIAH,DRUG,AIFA anagrafica farmaci,KYMRIAH,046996017,L01XL04,,
KYNMOBI,DRUG,AIFA anagrafica farmaci,KYNMOBI,050407016|050407028|050407030|050407042|050407055|050407067|050407079|050407081|050407093|050407105|050407117,N04BC07,,
KYNTHEUM,DRUG,AIFA anagrafica farmaci,KYNTHEUM,045484019|045484021,L04AC12,,
KYPROLIS,DRUG,AIFA anagrafica farmaci,KYPROLIS,044553016|044553028|044553030,L01XG02,,
KYTRIL,DRUG,AIFA anagrafica farmaci,KYTRIL,028093019|028093021|028093060|028093072|028093084|028093173|028093185|028093197|028093209,A04AA02,,
L 107,DRUG,AIFA anagrafica farmaci,L 107,046136014,V03AX,,
L 28,DRUG,AIFA anagrafica farmaci,L 28,045808019,V03AX,,
L-ALANINA,DRUG,AIFA anagrafica farmaci,L-ALANINA,029169075|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-ALANINA/L-ARGININA/ACIDO ASPARTICO/L-CYSTEINE/ACIDO GLUTAMMICO/GLICINA/ISTIDINA/L-ISOLEUCINA/L-LEUCINA/LISINA/L-METIONINA/L-FENILALANINA/L-PROLINA/L-SERINA/TAURINA/L-TREONINA/L-TRIPTOFANO/TIROSINA/L-VALINA/CALCIO GLUCONATO/SODIO GLICEROFOSFATO/POTASSIO/MAGNESIO/SODIO ACETATO/GLUCOSIO/SOYBEAN OIL PH.EUR./TRIGLICERIDI A MEDIA CATENA/OLIO DI OLIVA RAFFINATO/OLIO DI PESCE ARRICHITO IN ACIDI OMEGA 3,DRUG,AIFA anagrafica farmaci,L-ALANINA/L-ARGININA/ACIDO ASPARTICO/L-CYSTEINE/ACIDO GLUTAMMICO/GLICINA/ISTIDINA/L-ISOLEUCINA/L-LEUCINA/LISINA/L-METIONINA/L-FENILALANINA/L-PROLINA/L-SERINA/TAURINA/L-TREONINA/L-TRIPTOFANO/TIROSINA/L-VALINA/CALCIO GLUCONATO/SODIO GLICEROFOSFATO/POTASSIO/MAGNESIO/SODIO ACETATO/GLUCOSIO/SOYBEAN OIL PH.EUR./TRIGLICERIDI A MEDIA CATENA/OLIO DI OLIVA RAFFINATO/OLIO DI PESCE ARRICHITO IN ACIDI OMEGA 3,052600032|052600044,B05BA10,,
L-ALANINA/L-ARGININA/GLICINA/L-ISTIDINA/L-ISOLEUCINA/L-LEUCINA/L-LISINA/L-METIONINA/L-FENILALANINA/L-PROLINA/L-SERINA/TAURINA/L-TREONINA/L-TRIPTOFANO/L-TIROSINA/L-VALINA/CLORURO DI CALCIO/SODIO GLICEROFOSFATO/MAGNESIO SOLFATO/POTASSIO CLORURO/SODIO ACETATO/GLUCOSIO (DESTROSIO) ANIDRO,DRUG,AIFA anagrafica farmaci,L-ALANINA/L-ARGININA/GLICINA/L-ISTIDINA/L-ISOLEUCINA/L-LEUCINA/L-LISINA/L-METIONINA/L-FENILALANINA/L-PROLINA/L-SERINA/TAURINA/L-TREONINA/L-TRIPTOFANO/L-TIROSINA/L-VALINA/CLORURO DI CALCIO/SODIO GLICEROFOSFATO/MAGNESIO SOLFATO/POTASSIO CLORURO/SODIO ACETATO/GLUCOSIO (DESTROSIO) ANIDRO,048517054|048517066,B05BA10,,
L-ARGININA,DRUG,AIFA anagrafica farmaci,L-ARGININA,029169075|043568029|043568031|043568070|043568082|043568118|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-ARGININA CLORIDRATO,DRUG,AIFA anagrafica farmaci,L-ARGININA CLORIDRATO,017432016,V03AB,,
L-ARGININA/ELETTROLITI,DRUG,AIFA anagrafica farmaci,L-ARGININA/ELETTROLITI,043568118,B05BA10,,
L-CARNITINA SALE INTERNO,DRUG,AIFA anagrafica farmaci,L-CARNITINA SALE INTERNO,043857010|043857022|043857034|043857046,A16AA01,,
L-CISTEINA,DRUG,AIFA anagrafica farmaci,L-CISTEINA,029169012|029169024|029169036|029169048|029169051|029169063|029169075|029169087|029169099|029169101|029362035,B05BA01,,
L-CISTEINA/L-LISINA,DRUG,AIFA anagrafica farmaci,L-CISTEINA/L-LISINA,029362035,B05BA01,,
L-CISTINA,DRUG,AIFA anagrafica farmaci,L-CISTINA,025733015,D11AX,,
L-CYSTEINE,DRUG,AIFA anagrafica farmaci,L-CYSTEINE,052600018|052600020|052600032|052600044,B05BA10,,
L-FENILALANINA,DRUG,AIFA anagrafica farmaci,L-FENILALANINA,029169075|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-FENILALANINA/L-TREONINA/L-TRIPTOFANO/L-VALINA/L-ARGININA/L-ISTIDINA/L-ALANINA/L-PROLINA/GLICINA/L-SERINA/L-CISTEINA/L-ISOLEUCINA/L-LEUCINA/L-LISINA/L-METIONINA,DRUG,AIFA anagrafica farmaci,L-FENILALANINA/L-TREONINA/L-TRIPTOFANO/L-VALINA/L-ARGININA/L-ISTIDINA/L-ALANINA/L-PROLINA/GLICINA/L-SERINA/L-CISTEINA/L-ISOLEUCINA/L-LEUCINA/L-LISINA/L-METIONINA,029169075,B05BA01,,
L-GLUTAMMINA,DRUG,AIFA anagrafica farmaci,L-GLUTAMMINA,012046025|012046049,A13A,,
L-ISOLEUCINA,DRUG,AIFA anagrafica farmaci,L-ISOLEUCINA,029165014|029165038|029165053|029169075|034557013|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-ISOLEUCINA/L-LEUCINA/L-VALINA,DRUG,AIFA anagrafica farmaci,L-ISOLEUCINA/L-LEUCINA/L-VALINA,029165014|029165038|029165053|034557013,B05BA01,,
L-ISTIDINA,DRUG,AIFA anagrafica farmaci,L-ISTIDINA,029169075|048517054|048517066,B05BA01|B05BA10,,
L-LEUCINA,DRUG,AIFA anagrafica farmaci,L-LEUCINA,029165014|029165038|029165053|029169075|034557013|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-LISINA,DRUG,AIFA anagrafica farmaci,L-LISINA,029169012|029169024|029169036|029169048|029169051|029169063|029169075|029169087|029169099|029169101|029362035|048517015|048517027|048517039|048517041|048517054|048517066,B05BA01|B05BA10,,
L-LISINA/L-CISTEINA,DRUG,AIFA anagrafica farmaci,L-LISINA/L-CISTEINA,029169012|029169024|029169036|029169048|029169051|029169063|029169087|029169099|029169101,B05BA01,,
L-METIONINA,DRUG,AIFA anagrafica farmaci,L-METIONINA,029169075|043568017|043568029|043568043|043568056|043568068|043568094|043568106|043568120|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-METIONINA/L-ARGININA/ELETTROLITI,DRUG,AIFA anagrafica farmaci,L-METIONINA/L-ARGININA/ELETTROLITI,043568029,B05BA10,,
L-PROLINA,DRUG,AIFA anagrafica farmaci,L-PROLINA,029169075|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-PROLINA/L-SERINA/TAURINA/L-TREONINA/L-TRIPTOFANO/TIROSINA/L-VALINA/CALCIO GLUCONATO/SODIO GLICEROFOSFATO/POTASSIO/MAGNESIO/SODIO ACETATO/GLUCOSIO/SOYBEAN OIL PH.EUR./TRIGLICERIDI A MEDIA CATENA/OLIO DI OLIVA RAFFINATO/OLIO DI PESCE ARRICHITO IN ACIDI OMEGA 3/L-ALANINA/L-ARGININA/ACIDO ASPARTICO/L-CYSTEINE/ACIDO GLUTAMMICO/GLICINA/ISTIDINA/L-ISOLEUCINA/L-LEUCINA/LISINA/L-METIONINA/L-FENILALANINA,DRUG,AIFA anagrafica farmaci,L-PROLINA/L-SERINA/TAURINA/L-TREONINA/L-TRIPTOFANO/TIROSINA/L-VALINA/CALCIO GLUCONATO/SODIO GLICEROFOSFATO/POTASSIO/MAGNESIO/SODIO ACETATO/GLUCOSIO/SOYBEAN OIL PH.EUR./TRIGLICERIDI A MEDIA CATENA/OLIO DI OLIVA RAFFINATO/OLIO DI PESCE ARRICHITO IN ACIDI OMEGA 3/L-ALANINA/L-ARGININA/ACIDO ASPARTICO/L-CYSTEINE/ACIDO GLUTAMMICO/GLICINA/ISTIDINA/L-ISOLEUCINA/L-LEUCINA/LISINA/L-METIONINA/L-FENILALANINA,052600018,B05BA10,,
L-SERINA,DRUG,AIFA anagrafica farmaci,L-SERINA,029169075|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-TIROSINA,DRUG,AIFA anagrafica farmaci,L-TIROSINA,048517054|048517066,B05BA10,,
L-TREONINA,DRUG,AIFA anagrafica farmaci,L-TREONINA,029169075|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
L-TRIPTOFANO,DRUG,AIFA anagrafica farmaci,L-TRIPTOFANO,029169075|046170015|046170027|046170039|046170041|046170054|046170066|046170078|046170080|046170092|046170104|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10|B05XA16,,
L-VALINA,DRUG,AIFA anagrafica farmaci,L-VALINA,029165014|029165038|029165053|029169075|034557013|048517054|048517066|052600018|052600020|052600032|052600044,B05BA01|B05BA10,,
LABETALOLO CLORIDRATO,DRUG,AIFA anagrafica farmaci,LABETALOLO CLORIDRATO,023578014|023578038|044442010,C07AG01,,
LABETALOLO S.A.L.F.,DRUG,AIFA anagrafica farmaci,LABETALOLO S.A.L.F.,044442010,C07AG01,,
LABIGAT,DRUG,AIFA anagrafica farmaci,LABIGAT,051969018|051969020|051969032|051969044|051969057|051969069|051969071|051969083|051969095|051969107|051969119|051969121,C01EB18,,
LABYSYX,DRUG,AIFA anagrafica farmaci,LABYSYX,047702016|047702028,V03AX,,
LACHESIS,DRUG,AIFA anagrafica farmaci,LACHESIS,045885011|046368015|046650014|046830016|046830028|046830030|046830042|046830055|046830067|046830079|046830081|046830093|046830105|046830117|047279017|047279029|047279031|047279043|047279056|047279068|047279070|047279082|047279094|047279106|047279118|047279120|047279132|047279144|047279157|047279169|047279171|047279183|047279195|047279207|047279219|047279221|047279233|047279245|047279258|047279260|047279272|047279284|047279296|047279308|047279310|047279322|047279334|047279346|047279359|047279361|047279373|047279385|047279397|047279409|047279411|047279423|047279435|047279447|047279450|047279462|047279474|047279486|047279498|047279500|047279512|047279524|047279536|047279548|047279551|047279563|047279575|047279587|047279599|047279601|047279613|047279625|047279637|047279649|047279652|047279664|047279676|047279688|047279690|047279702|047279714|047279726|047279738|047279740|047279753|047279765|047279777|047279789|047279791|047279803|047279815|047279827|047279839|047279841|047279854|047279866|047279878|047279880|047279892|047279904|047279916|047279928|047279930|047279942|047279955|047279967|047279979|047279981|047279993|047280019|047280021|047280033|047280045|047280058|047280060|047280072|047280084|047280096|047280108|047280110|047280122|047280134|047280146|047280159|047280161|047280173|047280185|047280197|047280209|047280211|047280223|047280235|047280247|047280250|047482017|047608017|047609019|047647019|050586015,V03AX,,
LACHESIS MUTUS,DRUG,AIFA anagrafica farmaci,LACHESIS MUTUS,046830016|046830028|046830030|046830042|046830055|046830067|046830079|046830081|046830093|046830105|046830117|047279017|047279029|047279031|047279043|047279056|047279068|047279070|047279082|047279094|047279106|047279118|047279120|047279132|047279144|047279157|047279169|047279171|047279183|047279195|047279207|047279219|047279221|047279233|047279245|047279258|047279260|047279272|047279284|047279296|047279308|047279310|047279322|047279334|047279346|047279359|047279361|047279373|047279385|047279397|047279409|047279411|047279423|047279435|047279447|047279450|047279462|047279474|047279486|047279498|047279500|047279512|047279524|047279536|047279548|047279551|047279563|047279575|047279587|047279599|047279601|047279613|047279625|047279637|047279649|047279652|047279664|047279676|047279688|047279690|047279702|047279714|047279726|047279738|047279740|047279753|047279765|047279777|047279789|047279791|047279803|047279815|047279827|047279839|047279841|047279854|047279866|047279878|047279880|047279892|047279904|047279916|047279928|047279930|047279942|047279955|047279967|047279979|047279981|047279993|047280019|047280021|047280033|047280045|047280058|047280060|047280072|047280084|047280096|047280108|047280110|047280122|047280134|047280146|047280159|047280161|047280173|047280185|047280197|047280209|047280211|047280223|047280235|047280247|047280250,V03AX,,
LACHNANTHES TINCTORIA,DRUG,AIFA anagrafica farmaci,LACHNANTHES TINCTORIA,046204018|046204020|046204032|046204044|046204057|046204069|046204071|046204083|046204095|046204107|046204119|046204121|046204133|046204145|046204158|046204160|046204172|046204184|046204196|046204208|046204210|046204222|046204234|046204246|046204259|046204261|046204273|046204285|046204297|046204309|046204311|046204323|046204335|046204347|046204350|046204362|046204374|046204386|046204398|046204400|046204412|046204424|046204436|046204448|046204451|046204463|046204475|046204487|046204499|046204501|046204513|046204525|046204537|046204549|046204552|046204564,V03AX,,
LACIDIPINA,DRUG,AIFA anagrafica farmaci,LACIDIPINA,027830037|027830052|027831039|027831041|027831054|027832043|027832068|027832094|027887025|027887049|027887052|027887064|027887076|028804033|028804045|028804072|040610014|040610026|040610038|040610040|040610053|040610065|040610077|040610089|040610091|040610103|040610115|040610127|040610139|040610141|040610154|040610166|040610178|040610180|040610192|042211019|042436016|042436028|042436030|042436042|042436055|042436067|043458013|043458025|043458037|043458049|043734019|043734021|043734033|043734045|043734058|043734060|043734072|043734084|052157017|052829013,C08CA09,,
LACIDIPINA DOC GENERICI,DRUG,AIFA anagrafica farmaci,LACIDIPINA DOC GENERICI,043458013|043458025|043458037|043458049,C08CA09,,
LACIDIPINA EG,DRUG,AIFA anagrafica farmaci,LACIDIPINA EG,042436016|042436028|042436030|042436042|042436055|042436067,C08CA09,,
LACIDIPINA MYLAN PHARMA,DRUG,AIFA anagrafica farmaci,LACIDIPINA MYLAN PHARMA,043734019|043734021|043734033|043734045|043734058|043734060|043734072|043734084,C08CA09,,
LACIDIPINA TECNIGEN,DRUG,AIFA anagrafica farmaci,LACIDIPINA TECNIGEN,045840016|045840028,C08CA09,,
LACIDIPINA TEVA,DRUG,AIFA anagrafica farmaci,LACIDIPINA TEVA,040610014|040610026|040610038|040610040|040610053|040610065|040610077|040610089|040610091|040610103|040610115|040610127|040610139|040610141|040610154|040610166|040610178|040610180|040610192,C08CA09,,
LACIDIPINE,DRUG,AIFA anagrafica farmaci,LACIDIPINE,045840016|045840028,C08CA09,,
LACIPIL,DRUG,AIFA anagrafica farmaci,LACIPIL,027830037|027830052|042211019|052157017|052829013,C08CA09,,
LACIREX,DRUG,AIFA anagrafica farmaci,LACIREX,027831039|027831041|027831054,C08CA09,,
LACOSAMIDE,DRUG,AIFA anagrafica farmaci,LACOSAMIDE,038919015|038919027|038919039|038919041|038919054|038919066|038919078|038919080|038919092|038919104|038919116|038919128|038919130|038919167|038919181|038919205|038919217|038919229|038919231|038919243|038919256|038919268|038919270|038919282|038919294|038919306|038919318|038919320|038919332|038919344|038919357|045519016|045519028|045519030|045519042|045519055|045519067|045519079|045519081|045519093|045519105|045519117|045519129|045536012|045536024|045536036|045536048|045536051|045536063|045536075|045536087|045536099|045536101|045536113|045536125|045648021|045648045|045648060|045648096|045648110|045648134|045648161|045648185|045648209|045648235|045648250|045648274|045668011|045668023|045668035|045668047|045668050|045668062|045668074|045668086|045678012|045678024|045678036|045678048|045678051|045678063|045678075|045678087|045678099|045678101|045678113|045678125|045678137|045678149|045678152|045678164|045678176|045678188|045678190|045678202|045678214|045678226|045678238|045678240|045678253|045678265|045678277|045683012|045683024|045683036|045683048|045683051|045683063|045683075|045683087|045683099|045683101|045683113|045683125|045683137|045683149|045683152|045683164|045683176|045683188|045683190|045683202|045683214|045683226|045683238|045683240|045683253|045683265|045683277|045683289|045683291|045683303|045683315|045683327|045683339|045683341|045683354|045683366|045683378|045683380|045683392|045683404|045683416|045683428|045683430|045683442|045683455|045683467|045683479|045683481|045683493|045683505|045683517|045683529|045683531|045683543|045683556|045683568|045683570|045683582|045683594|045683606|045683618|045683620|045683632|045683644|045683657|045683669|045683671|045683683|045683695|045683707|045683719|045683721|045683733|045683745|045683758|045683760|045683772|045683784|045683796|045683808|045683810|045683822|045683834|045683846|045683859|045683861|045683873|045683885|045683897|045683911|045683923|045683935|045683947|045683950|045683962|045683974|045683986|045683998|045745015|045745027|045745039|045745041|045745054|045745066|045745078|045745080|046738011|047010018|047010020|047010032|047010044|047010057|047010069|047010071|047010083|047010095|047010107|047010119|047010121|047010133|048201014|048201026|048201038|048201040|048201053|048201065|048201077|048201089|048201091|048201103|048201115|048201127|048201139|048201141|048201154|048201166|048201178|048201180|048201192|048201204|048201216|048201228|048201230|048201242|048201255|048201267|048201279|048201281|048265019|048265021|048265033|048265045|048265058|048265060|048265072|048265084|048265096|048265108|048265110|048265122|048265134|048265146|048265159|048265161|048959011|048959023|048959035|048959047|048959050|048959062|048959074|048959086|048959098|048959100|048959112|048959124|049058011|049058023|049058035|049058047|049058050|049058062|049058074|049058086|049058098|049058100|049058112|049058124|049058136|049058148|049058151|049058163|049058175|049058187|049058199|049058201|049058213|049058225|049058237|049058249|049058252|049058264|049058276|049058288|049445012|049445024|049445036|049445048|049445051|049445063|049445075|049445087|049445099|049445101|049445113|049445125|049445137|049445149|049445152|049445164|049445176|049445188|049898012|049898024|049898036|049898048|049898051|049898063|049898075|049898087|049978012|049986019|049986021|050049016|050049028|050049030|050451018|050451020|050588019|050588021|050588033|050588045|050588058|050588060|050588072|050588084|050665013|050665025|050708015|050708027|051051011|051051023|051321014|051321026|052235013|052235025|052318019|052318021|052318033|052318045|052318058|052318060|052318072|052318084|052318096|052318108,N03AX03|N03AX18|V03AX,,
