preferred_label,entity_type,source,aliases,AIC,ATC,RXCUI,DDINTER
KALIUM SULFURICUM D6 SALE DR. SCHUSSLER N. 6,DRUG,AIFA anagrafica farmaci,KALIUM SULFURICUM D6 SALE DR. SCHUSSLER N. 6,046319012|046319024,V03AX,,
KALIUM SULFURICUM DYNAMIS,DRUG,AIFA anagrafica farmaci,KALIUM SULFURICUM DYNAMIS,048110011|048110023|048110035|048110047|048110050|048110062|048110074|048110086|048110098|048110100|048110112|048110124|048110136|048110148|048110151|048110163|048110175|048110187|048110199|048110201|048110213|048110225|048110237|048110249|048110252|048110264|048110276|048110288|048110290|048110302|048110314|048110326|048110338|048110340|048110353|048110365|048110377|048110389|048110391|048110403|048110415|048110427|048110439|048110441|048110454|048110466|048110478|048110480|048110492|048110504|048110516|048110528|048110530|048110542|048110555|048110567|048110579|048110581|048110593|048110605|048110617|048110629|048110631|048110643|048110656|048110668|048110670|048110682|048110694|048110706|048110718|048110720|048110732|048110744|048110757|048110769|048110771|048110783|048110795|048110807|048110819|048110821|048110833|048110845|048110858|048110860|048110872|048110884|048110896|048110908|048110910|048110922|048110934|048110946|048110959|048110961|048110973|048110985|048110997|048112015|048112027|048112039|048112041|048112054|048112066|048112078|048112080|048112092|048112104|048112116|048112128|048112130|048112142|048112155|048112167|048112179|048112181|048112193|048112205|048112217|048112229|048112231|048112243|048112256|048112268|048112270|048112282|048112294|048112306|048112318|048112320|048112332|048112344|048112357|048112369|048112371|048112383|048112395|048112407|048112419|048112421|048112433|048112445|048112458|048112460|048112472|048112484|048112496|048112508|048112510|048112522|048112534|048112546|048112559|048112561|048112573|048112585|048112597|048112609|048112611|048112623|048112635|048112647|048112650|048112662|048112674|048112686|048112698|048112700|048112712|048112724|048112736|048112748|048112751|048112763|048112775|048112787|048112799|048112801|048112813|048112825|048112837|048112849|048112852|048112864|048112876|048112888|048112890|048112902|048112914|048112926|048112938|048112940|048112953|048112965|048112977|048112989|048112991|048113017|048113029|048113031|048113043|048113056|048113068|048113070|048113082|048113094|048113106|048113118|048113120|048113132|048113144|048113157|048113169|048113171|048113183|048113195|048113207|048113219|048113221|048113233|048113245|048113258|048113260|048113272|048113284|048113296|048113308|048113310|048113322|048113334|048113346|048113359|048113361|048113373|048113385|048113397|048113409|048113411|048113423|048113435|048113447|048113450|048113462|048113474|048113486|048113498,V03AX,,
KALMIA LATIFOLIA,DRUG,AIFA anagrafica farmaci,KALMIA LATIFOLIA,046489011|046489023|046489035|046489047|046489050|046489062|046489074|046489086|046489098|046489100|046489112|046489124|046489136|046489148|046489151|046489163|046489175|046489187|046489199|046489201|046489213|046489225|046489237|046489249|046489252|046489264|046489276|046489288|046489290|046489302|046489314|046489326|046489338|046489340|046489353|046489365|046489377|046489389|046489391|046489403|046489415|046489427|046489439|046489441|046489454|046489466|046489478|046489480|046489492|046489504|046489516|046489528|046489530|046489542|046489555|046489567|046489579|046489581|046489593|046489605|046489617|046489629|046489631|046489643|046489656|046489668|046489670|046489682|046489694|046489706|046489718|046489720|046489732|046489744|046489757|046489769|046489771|046489783|046489795|046489807|047394010|047394022|047394034|047394046|047394059|047394061|047394073|047394085|047394097|047394109|047394111|047394123|047394135|047394147|047394150|047394162|047394174|047394186|047394198|047394200|047394212|047394224|047394236|047394248|047394251|047394263|047394275|047394287|047394299|047394301|047394313|047394325|047394337|047394349|047394352|047394364|047394376|047394388|047394390|047394402|047394414|047394426|047394438|047394440|047394453|047394465|047394477|047394489|047394491|047394503|047394515|047394527|047394539|047394541|047394554|047394566|047394578|047394580|047394592|047394604|047394616|047394628|047394630|047394642|047394655|047394667|047394679|047394681|047394693|047394705|047394717|047394729|047394731|047394743|047394756|047394768|047394770|047394782|047394794|047394806|047394818|047394820|047394832|047394844|047394857|047394869|047394871|047394883|047394895|047394907|047394919|047394921|047394933|047394945|047394958|047394960|047705013|047705025|047705037|047705049|047705052|047705064|047705076|047705088|047705090|047705102|047705114|047705126|047705138|047705140|047705153|047705165|047705177|047705189|047705191|047705203|047705215|047705227|047705239|047705241|047705254|047705266|047705278|047705280|047705292|047705304|047705316|047705328|047705330|047705342|047705355|047705367|047705379|047705381|047705393|047705405|047705417|047705429|047705431|047705443|047705456|047705468|047705470|047705482|047705494|047705506|047705518|047705520|047705532|047705544|047705557|047705569|047705571|047705583|047705595|047705607|047705619|047705621|047705633|047705645|047705658|047705660|047705672|047705684|047705696|047705708|047705710|047705722|047705734|047705746|047705759|047705761|047705773|047705785|047705797|047705809|047705811|047705823|047705835|047705847|047705850|047705862|047705874|047705886|047705898|047705900|047705912|047705924|047705936|047705948|047705951|047705963|047705975|047705987|047705999|047708019|047708021|047708033|047708045|047708058|047708060|047708072|047708084|047708096|047708108|047708110|047708122|047708134|047708146|047708159|047708161|047708173|047708185|047708197|047708209|047708211|047708223|047708235|047708247|047708250|047708262|047708274|047708286|047708298|047708300|047708312|047708324|047708336|047708348|047708351|047708363|047708375|047708387|047708399|047708401|047708413|047708425|047708437|047708449|047708452|047708464|047708476|047708488|047708490|047708502|047708514|047708526|047708538|047708540|047708553|047708565|047708577|047708589|047708591|047708603|047708615|047708627|047708639|047708641|047708654|047708666|047708678|047708680|047708692|047708704|047708716|047708728|047708730|047708742|047708755|047708767|047708779|047708781|047708793|047708805|047708817|047708829|047708831|049917014,V03AX,,
KALMIA LATIFOLIA DYNAMIS,DRUG,AIFA anagrafica farmaci,KALMIA LATIFOLIA DYNAMIS,047705013|047705025|047705037|047705049|047705052|047705064|047705076|047705088|047705090|047705102|047705114|047705126|047705138|047705140|047705153|047705165|047705177|047705189|047705191|047705203|047705215|047705227|047705239|047705241|047705254|047705266|047705278|047705280|047705292|047705304|047705316|047705328|047705330|047705342|047705355|047705367|047705379|047705381|047705393|047705405|047705417|047705429|047705431|047705443|047705456|047705468|047705470|047705482|047705494|047705506|047705518|047705520|047705532|047705544|047705557|047705569|047705571|047705583|047705595|047705607|047705619|047705621|047705633|047705645|047705658|047705660|047705672|047705684|047705696|047705708|047705710|047705722|047705734|047705746|047705759|047705761|047705773|047705785|047705797|047705809|047705811|047705823|047705835|047705847|047705850|047705862|047705874|047705886|047705898|047705900|047705912|047705924|047705936|047705948|047705951|047705963|047705975|047705987|047705999|047708019|047708021|047708033|047708045|047708058|047708060|047708072|047708084|047708096|047708108|047708110|047708122|047708134|047708146|047708159|047708161|047708173|047708185|047708197|047708209|047708211|047708223|047708235|047708247|047708250|047708262|047708274|047708286|047708298|047708300|047708312|047708324|047708336|047708348|047708351|047708363|047708375|047708387|047708399|047708401|047708413|047708425|047708437|047708449|047708452|047708464|047708476|047708488|047708490|047708502|047708514|047708526|047708538|047708540|047708553|047708565|047708577|047708589|047708591|047708603|047708615|047708627|047708639|047708641|047708654|047708666|047708678|047708680|047708692|047708704|047708716|047708728|047708730|047708742|047708755|047708767|047708779|047708781|047708793|047708805|047708817|047708829|047708831,V03AX,,
KALMIA OTI COMPOSTO,DRUG,AIFA anagrafica farmaci,KALMIA OTI COMPOSTO,049917014,V03AX,,
KALNACITRATO,DRUG,AIFA anagrafica farmaci,KALNACITRATO,021213018,G04BC,,
KALOBA,DRUG,AIFA anagrafica farmaci,KALOBA,038135012|038135048|038135075|038135087|038135099,R05X,,
KALYDECO,DRUG,AIFA anagrafica farmaci,KALYDECO,043519014|043519026|043519038|043519040|043519053|043519065|043519077|043519089|043519091|043519103|043519115,R07AX02,,
KAMAN,DRUG,AIFA anagrafica farmaci,KAMAN,020177010,A07AA06,,
KANJINTI,DRUG,AIFA anagrafica farmaci,KANJINTI,046547016|046547028,L01FD01,,
KANRENOL,DRUG,AIFA anagrafica farmaci,KANRENOL,023745019|023745072|023745096|023745108,C03DA02,,
KANUMA,DRUG,AIFA anagrafica farmaci,KANUMA,044493017,A16AB14,,
KAPDOLEN,DRUG,AIFA anagrafica farmaci,KAPDOLEN,045399019|045399021|045399033|045399045|045399058|045399060|045399072|045399084|045399096|045399108|045399110|045399122,N02BF02,,
KAPRUVIA,DRUG,AIFA anagrafica farmaci,KAPRUVIA,050051010|050051022,V03AX04,,
KARVEA,DRUG,AIFA anagrafica farmaci,KARVEA,033263017|033263029|033263031|033263043|033263056|033263068|033263070|033263082|033263094|033263106|033263118|033263120|033263132|033263144|033263157|033263169|033263171|033263183|033263195|033263207|033263219|033263221|033263233|033263245|033263258|033263260|033263272|033263284|033263296|033263308|033263310|033263322|033263334|033263346|033263359|033263361|033263373|033263385|033263397,C09CA04,,
KARVEZIDE,DRUG,AIFA anagrafica farmaci,KARVEZIDE,034190013|034190025|034190037|034190049|034190052|034190064|034190076|034190088|034190090|034190102|034190114|034190126|034190138|034190140|034190153|034190165|034190177|034190189|034190191|034190203|034190215|034190227|034190239|034190241|034190254|034190266|034190278|034190280|034190292|034190304|034190316|034190328|034190330|034190342,C09DA04,,
KATARFLUID,DRUG,AIFA anagrafica farmaci,KATARFLUID,024782056,R05CB03,,
KATAVAL,DRUG,AIFA anagrafica farmaci,KATAVAL,019818020,D07CB01,,
KAULIV,DRUG,AIFA anagrafica farmaci,KAULIV,050536010|050536022|050536034,H05AA02,,
KAVIGALE,DRUG,AIFA anagrafica farmaci,KAVIGALE,051921017,J06BD09,,
KAVOFLOG,DRUG,AIFA anagrafica farmaci,KAVOFLOG,041794013|041794025,A01AD11,,
KAYEXALATE,DRUG,AIFA anagrafica farmaci,KAYEXALATE,021394022,V03AE01,,
KAYFANDA,DRUG,AIFA anagrafica farmaci,KAYFANDA,051617013|051617025|051617037|051617049,A05AX,,
KCL RETARD,DRUG,AIFA anagrafica farmaci,KCL RETARD,023638012,A12BA01,,
KEDCOM,DRUG,AIFA anagrafica farmaci,KEDCOM,041850013,B02BD01,,
KEDHBS,DRUG,AIFA anagrafica farmaci,KEDHBS,042002016|042002028|042002030,J06BB04,,
KEFORAL,DRUG,AIFA anagrafica farmaci,KEFORAL,022085056|022085068|022085082,J01DB01,,
KELIS,DRUG,AIFA anagrafica farmaci,KELIS,038723019,M01AE03,,
KELIS DOLORE E INFIAMMAZIONE,DRUG,AIFA anagrafica farmaci,KELIS DOLORE E INFIAMMAZIONE,045225036|045225048,M01AE03,,
KELSEE,DRUG,AIFA anagrafica farmaci,KELSEE,051107011|051107023|051107035|051107047,G03AA16,,
KEMIC,DRUG,AIFA anagrafica farmaci,KEMIC,049052018|049052020,M01AE17,,
KENACORT,DRUG,AIFA anagrafica farmaci,KENACORT,013972056,H02AB08,,
KENDO,DRUG,AIFA anagrafica farmaci,KENDO,038061014|038061026,M01AE01,,
KENGREXAL,DRUG,AIFA anagrafica farmaci,KENGREXAL,044016018,B01AC25,,
KENTERA,DRUG,AIFA anagrafica farmaci,KENTERA,038812018|038812020|038812032|038812044|038812057,G04BD04,,
KEPLAT,DRUG,AIFA anagrafica farmaci,KEPLAT,035641012|035641024|049893011,M02AA10,,
KEPPRA,DRUG,AIFA anagrafica farmaci,KEPPRA,035039015|035039027|035039039|035039041|035039054|035039066|035039078|035039080|035039092|035039104|035039116|035039128|035039130|035039142|035039155|035039167|035039179|035039181|035039193|035039205|035039217|035039229|035039231|035039243|035039256|035039268|035039270|035039282|035039294|035039306|035039318|035039320|035039332|035039344|035039357|050069018|050069020|051131011|051827018,N03AX14,,
KERAFLOX,DRUG,AIFA anagrafica farmaci,KERAFLOX,035680014|035680026|035680038|035680040,J01MA17,,
KERENDIA,DRUG,AIFA anagrafica farmaci,KERENDIA,049927015|049927027|049927039|049927041|049927054|049927066|049927078|049927080|049927092|049927104,C03DA05,,
KERITRINA,DRUG,AIFA anagrafica farmaci,KERITRINA,032784011|032784023|032784035,C01DA02,,
KERLON,DRUG,AIFA anagrafica farmaci,KERLON,025317013,C07AB05,,
KESIMPTA,DRUG,AIFA anagrafica farmaci,KESIMPTA,049429018|049429020|049429032|049429044,L04AG12,,
KESOL,DRUG,AIFA anagrafica farmaci,KESOL,035310010|035310022,R01AD05,,
KESSAR,DRUG,AIFA anagrafica farmaci,KESSAR,027433022,L02BA01,,
KESTINE,DRUG,AIFA anagrafica farmaci,KESTINE,034930014|034930026|034930038|034930040|034930053|034930065|034930077|034930089|034930091|034930103|034930115|034930127|034930139|034930141|034930154|034930166|034930178|034930180|034930192|034930204|034930216,R06AX22,,
KESTINLYO,DRUG,AIFA anagrafica farmaci,KESTINLYO,049904016,R06AX22,,
KESTRELLE,DRUG,AIFA anagrafica farmaci,KESTRELLE,042964015|042964027|042964039,G03AC09,,
KETAMINA CLORIDRATO,DRUG,AIFA anagrafica farmaci,KETAMINA CLORIDRATO,038890012,N01AX03,,
KETAMINA MOLTENI,DRUG,AIFA anagrafica farmaci,KETAMINA MOLTENI,038890012,N01AX03,,
KETAZED,DRUG,AIFA anagrafica farmaci,KETAZED,050039015,S01GX08,,
KETAZOLAM,DRUG,AIFA anagrafica farmaci,KETAZOLAM,026380016|026380028|026380030,N05BA10,,
KETESSE,DRUG,AIFA anagrafica farmaci,KETESSE,033635032|033635044|033635057|033635069|033635071|033635083|033635095|033635107|033635196|033635208|033635210|033635222|033635234|033635246|033635259|033635261|033635273|033635323|033635335|033635347|033635350|033635362|033635374|033635386|033635398|033635400|033635412|033635424|033635436|033635448|033635451|033635463|033635475|033635487|033635499|033635501|033635513|033635525|033635537|033635549|033635552|033635564|033635576|033635588|033635590|033635602,M01AE17,,
KETIRIX,DRUG,AIFA anagrafica farmaci,KETIRIX,048199018|048199020,S01GX08,,
KETOCONAZOLE ESTEVE,DRUG,AIFA anagrafica farmaci,KETOCONAZOLE ESTEVE,043781018,H02CA03,,
KETOCONAZOLO,DRUG,AIFA anagrafica farmaci,KETOCONAZOLO,024964037|024964140|029009014|037087018|037087020|037087032|037466012|037466024|037466036|043781018|046601023|046601035|048179028|049096023|049699010|050066012,D01AC08|H02CA03,,
KETODIPIL,DRUG,AIFA anagrafica farmaci,KETODIPIL,050364013|050364025|050364037|050364049|050364052|050364064|050364076|050364088,M01AE03,,
KETODOL,DRUG,AIFA anagrafica farmaci,KETODOL,028561037|028561049,M01AE53,,
KETODOTASK,DRUG,AIFA anagrafica farmaci,KETODOTASK,044365017|044365029|044365031,M01AE03,,
KETOFTIL,DRUG,AIFA anagrafica farmaci,KETOFTIL,029278013|029278025|029278037,S01GX08,,
KETONOVA,DRUG,AIFA anagrafica farmaci,KETONOVA,037466012|037466024|037466036,D01AC08,,
KETOPLUS,DRUG,AIFA anagrafica farmaci,KETOPLUS,032901047,M01AE03,,
KETOPROFENE,DRUG,AIFA anagrafica farmaci,KETOPROFENE,023183027|023183041|023183205|023417037|023417114|023417138|024994081|024994105|024994117|024994168|024994170|024994182|024994194|024994220|024994232|024994244|027366018|027366032|027366044|028561037|028561049|032836049|032901047|033519036|033519099|034513022|034925040|034925053|035072014|035641012|035641024|036468015|036468027|038854016|038952026|041843018|041843020|041973013|043764012|049759018|049893011|050364013|050364025|050364037|050364049|050364052|050364064|050364076|050364088,A01AD11|M01AE03|M01AE53|M02AA10,,
KETOPROFENE EG,DRUG,AIFA anagrafica farmaci,KETOPROFENE EG,033519036|033519099,M01AE03,,
KETOPROFENE EG STADA,DRUG,AIFA anagrafica farmaci,KETOPROFENE EG STADA,036468015|036468027,M01AE03|M02AA10,,
KETOPROFENE SALE DI LISINA,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA,024022030|024022117|024022129|024022143|024022170|028511057|028511095|028511145|028511158|028511210|028511222|038722029|038723019|038725014|038726016|038727018|038760017|039411018|039412010|039413012|039414014|041797010|041797022|041842016|041842028|041844010|041844022|041845013|041845025|041874013|041874025|042028011|042028023|042028035|042028047|042028050|042028062|044346017|044346029|044346031|044356018|044356020|044356032|044360016|044360028|044360030|044362010|044362022|044362034|044363012|044363024|044363036|044363048|044363051|044365017|044365029|044365031|044366019|044366021|044366033|045225036|045225048|045227030|045227042|047370010|047370022|047370034|048414015|048414027|048414039|048414041|048414054|048414066|048414078|048414080|048414092|048414104|048414116|048414128|048414130|048414142|050243017,A01AD11|M01AE03|M02AA10,,
KETOPROFENE SALE DI LISINA COOP,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA COOP,044360016|044360028|044360030,M01AE03,,
KETOPROFENE SALE DI LISINA DOC,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA DOC,039412010,M01AE03,,
KETOPROFENE SALE DI LISINA DOMPE',DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA DOMPE',047370010|047370022|047370034,M01AE03,,
KETOPROFENE SALE DI LISINA EG,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA EG,038760017,M01AE03,,
KETOPROFENE SALE DI LISINA MYLAN GENERICS,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA MYLAN GENERICS,038722029,M01AE03,,
KETOPROFENE SALE DI LISINA PENSA,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA PENSA,039411018,M01AE03,,
KETOPROFENE SALE DI LISINA PHARMEG,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA PHARMEG,038725014,M01AE03,,
KETOPROFENE SALE DI LISINA RATIOPHARM,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA RATIOPHARM,039414014,M01AE03,,
KETOPROFENE SALE DI LISINA ZENTIVA ITALIA,DRUG,AIFA anagrafica farmaci,KETOPROFENE SALE DI LISINA ZENTIVA ITALIA,044362010|044362022|044362034,M01AE03,,
KETOPROFENE/KETOPROFENE,DRUG,AIFA anagrafica farmaci,KETOPROFENE/KETOPROFENE,049759018,M02AA10,,
KETOPROFENE/SUCRALFATO,DRUG,AIFA anagrafica farmaci,KETOPROFENE/SUCRALFATO,028561037|028561049,M01AE53,,
KETOROLAC ABC,DRUG,AIFA anagrafica farmaci,KETOROLAC ABC,038358014|038358026,M01AB15,,
KETOROLAC ACCORD,DRUG,AIFA anagrafica farmaci,KETOROLAC ACCORD,037848013|037848025,M01AB15,,
KETOROLAC AUROBINDO,DRUG,AIFA anagrafica farmaci,KETOROLAC AUROBINDO,038205023,M01AB15,,
KETOROLAC DOC GENERICI,DRUG,AIFA anagrafica farmaci,KETOROLAC DOC GENERICI,037850017|037850029,M01AB15,,
KETOROLAC EG,DRUG,AIFA anagrafica farmaci,KETOROLAC EG,037849015|037849027,M01AB15,,
KETOROLAC MYLAN,DRUG,AIFA anagrafica farmaci,KETOROLAC MYLAN,038554010|038554022,M01AB15,,
KETOROLAC S.A.L.F.,DRUG,AIFA anagrafica farmaci,KETOROLAC S.A.L.F.,045239011,M01AB15,,
KETOROLAC TROMETAMINA,DRUG,AIFA anagrafica farmaci,KETOROLAC TROMETAMINA,038554010|038554022,M01AB15,,
KETOROLAC TROMETAMOLO,DRUG,AIFA anagrafica farmaci,KETOROLAC TROMETAMOLO,027253018|027253020|027253032|027253069|027257056|027257068|033222023|033222035|037746017|037746029|037847011|037847023|037848013|037848025|037849015|037849027|037850017|037850029|037851019|037851021|038205023|038275018|038358014|038358026|038406017|038406029|045239011|047312018,M01AB15|S01BC05,,
KETOSTERIL,DRUG,AIFA anagrafica farmaci,KETOSTERIL,049277015|049277027,V06DD,,
KETOTIFENE,DRUG,AIFA anagrafica farmaci,KETOTIFENE,024574030|024574042|029278013|029278025|029278037|033799038|035240011|035240023|039436011|039436023|040504019|048199018|048199020|048203018|048203020|048205013|048205025|049406010|049406022|049406034|049406046|049406059|049406061|050039015|050214016|050214028|050921016|050930015|050930027|050932019|050932021,R06AX17|S01GX08,,
KETOTIFENE FARMIGEA,DRUG,AIFA anagrafica farmaci,KETOTIFENE FARMIGEA,050930015|050930027,S01GX08,,
KETOTIFENE FUMARATO ACIDO,DRUG,AIFA anagrafica farmaci,KETOTIFENE FUMARATO ACIDO,037448026,S01GX08,,
KETOTIFENE POLIFARMA,DRUG,AIFA anagrafica farmaci,KETOTIFENE POLIFARMA,050932019|050932021,S01GX08,,
KEVINDOL,DRUG,AIFA anagrafica farmaci,KEVINDOL,037746017|037746029,M01AB15,,
KEVZARA,DRUG,AIFA anagrafica farmaci,KEVZARA,045491014|045491026|045491038|045491040|045491053|045491065|045491077|045491089|045491091|045491103|045491115|045491127,L04AC14,,
KEXROLT,DRUG,AIFA anagrafica farmaci,KEXROLT,043247016|043247028|043247030|043247042|043247055|043247067|043247079|043247081|043247093|043247105|043247117|043247129|043247131|043247143|043247156|043247168|043247170|043247182|043247194|043247206|043247218|043247220|043247232|043247244,C10BA05,,
KEYCUTE,DRUG,AIFA anagrafica farmaci,KEYCUTE,043398015|043398027,J06BA01,,
KEYMET,DRUG,AIFA anagrafica farmaci,KEYMET,045357011|045357023|045357035|045357047|045357050|045357062,A10BA02,,
KEYTRUDA,DRUG,AIFA anagrafica farmaci,KEYTRUDA,044386023|044386035|044386047|044386050|050864014|051821015,L01FF02,,
KIDTRAYZE,DRUG,AIFA anagrafica farmaci,KIDTRAYZE,050642014,B05AX,,
KIGABEQ,DRUG,AIFA anagrafica farmaci,KIGABEQ,047190018|047190020,N03AG04,,
KIMMTRAK,DRUG,AIFA anagrafica farmaci,KIMMTRAK,050004011,L01XX75,,
KIMURA,DRUG,AIFA anagrafica farmaci,KIMURA,037248059|037248061,C02CA04,,
KINERET,DRUG,AIFA anagrafica farmaci,KINERET,035607011|035607023|035607035|035607047|035607050|035607062|035607074,L04AC03,,
KINOFTA,DRUG,AIFA anagrafica farmaci,KINOFTA,045517012,S01AE05,,
KINOX,DRUG,AIFA anagrafica farmaci,KINOX,037289016|037289028|037289030,J01MA02,,
KINPEYGO,DRUG,AIFA anagrafica farmaci,KINPEYGO,050226012|050226024|050226036|050226048,A07EA06,,
KIOVIG,DRUG,AIFA anagrafica farmaci,KIOVIG,037107012|037107024|037107036|037107048|037107051|037107063,J06BA02,,
KIPLING,DRUG,AIFA anagrafica farmaci,KIPLING,037557016|037557028|037557030|037557042|051083018|052323019|053056014,G03AA10,,
KIRSTY,DRUG,AIFA anagrafica farmaci,KIRSTY,049372016|049372028|049372030|049372042|049372055|049372067|049372079,A10AB05,,
KISPLYX,DRUG,AIFA anagrafica farmaci,KISPLYX,045060011|045060023|045060035|045060047|045060050|045060062,L01EX08,,
KISQALI,DRUG,AIFA anagrafica farmaci,KISQALI,045618016|045618028|045618030|045618042|045618055|045618067|045618079|045618081|045618093|045618105|045618117|045618129|049707019,L01EF02,,
KISUNLA,DRUG,AIFA anagrafica farmaci,KISUNLA,052446010|052446022,N06DX05,,
KIVEXA,DRUG,AIFA anagrafica farmaci,KIVEXA,036644019|036644021,J05AR02,,
KLACID,DRUG,AIFA anagrafica farmaci,KLACID,027370042|027370055|027370067|027370093|027370105|027370117|027370129|027370143,J01FA09,,
KLAIDER,DRUG,AIFA anagrafica farmaci,KLAIDER,037853013|037853025|037853037,J02AC01,,
KLAIRA,DRUG,AIFA anagrafica farmaci,KLAIRA,038900015|038900027|038900039|052753011|052850017|052960010,G03AB08,,
KLAVUX,DRUG,AIFA anagrafica farmaci,KLAVUX,037335015|037335027,J01CR02,,
KLEDER,DRUG,AIFA anagrafica farmaci,KLEDER,048467017|048467029|048467031|048467043|048467068|048467070|048467082|048467094|048467106|048467118|048467120,L04AX04,,
KLEKTICA,DRUG,AIFA anagrafica farmaci,KLEKTICA,040521015|040521027,J01MA12,,
KLIACEF,DRUG,AIFA anagrafica farmaci,KLIACEF,033083027|033083039,J01DC04,,
KLIMAKTOPLANT,DRUG,AIFA anagrafica farmaci,KLIMAKTOPLANT,046733010,V03AX,,
KLISYRI,DRUG,AIFA anagrafica farmaci,KLISYRI,049607017,D06BX03,,
KLODIN,DRUG,AIFA anagrafica farmaci,KLODIN,025602018,B01AC05,,
KLOSTENAL,DRUG,AIFA anagrafica farmaci,KLOSTENAL,034847018|034847020,A07EA07,,
KLOTT,DRUG,AIFA anagrafica farmaci,KLOTT,041649017|041649029,B02BD02,,
KOBEY,DRUG,AIFA anagrafica farmaci,KOBEY,044115018|044115020|044115032|044115044|044115057|044115069|044115071|044115083|044115095|044115107|044115119|044115121|044115133|044115145|044115158|044115160|044115172|044115184|044115196|044115208|044115210|044115222,C10AX09,,
KOCEFAN,DRUG,AIFA anagrafica farmaci,KOCEFAN,035965019|035965021|035965033|035965045|035965058,J01DD04,,
KODIAK,DRUG,AIFA anagrafica farmaci,KODIAK,044366019|044366021|044366033,M01AE03,,
KOFIMUCIL MUCOLITICO,DRUG,AIFA anagrafica farmaci,KOFIMUCIL MUCOLITICO,041211018,R05CB01,,
KOFITUSS MUCOLITICO,DRUG,AIFA anagrafica farmaci,KOFITUSS MUCOLITICO,037948015|037948027|037948039,R05CB03,,
KOFITUSS SEDATIVO TOSSE,DRUG,AIFA anagrafica farmaci,KOFITUSS SEDATIVO TOSSE,039516012|039516024,R05DB27,,
KOLEKLIN,DRUG,AIFA anagrafica farmaci,KOLEKLIN,045194014|045194026|045194038|045194040,C10AA07,,
KOLEROS,DRUG,AIFA anagrafica farmaci,KOLEROS,045246016|045246028|045246030|045246042,C10AA07,,
KOLESTER,DRUG,AIFA anagrafica farmaci,KOLESTER,040665010|040665022|040665034|040665046|040665059|040665061|040665073,C10AA05,,
KOLIBRI,DRUG,AIFA anagrafica farmaci,KOLIBRI,036993018|036993020|036993032|036993044|036993057|036993069|036993071|036993083|036993095,N02AJ13,,
KOLOSYX,DRUG,AIFA anagrafica farmaci,KOLOSYX,047345018,V03AX,,
KOMBOGLYZE,DRUG,AIFA anagrafica farmaci,KOMBOGLYZE,041689011|041689023|041689035|041689047|041689050|041689062|041689074|041689086|041689098|041689100|041689112|041689124,A10BD10,,
KOMEZOL,DRUG,AIFA anagrafica farmaci,KOMEZOL,037759014|037759026,A02BC01,,
KOMOREBI,DRUG,AIFA anagrafica farmaci,KOMOREBI,047312018,S01BC05,,
KONAKION,DRUG,AIFA anagrafica farmaci,KONAKION,008776015|008776066|008776078,B02BA01,,
KORTANT,DRUG,AIFA anagrafica farmaci,KORTANT,051198012,R01AD58,,
KOSELUGO,DRUG,AIFA anagrafica farmaci,KOSELUGO,049540014|049540026|049540038|049540040,L01EE04,,
KOSTAIVE,DRUG,AIFA anagrafica farmaci,KOSTAIVE,052010016,J07BX03,,
KOVALTRY,DRUG,AIFA anagrafica farmaci,KOVALTRY,044726026|044726040|044726065|044726089|044726103|044726115|044726127|044726139|044726141|044726154|044726166|044726178|044726180|044726192|044726204|044726216|044726228|044726230|044726242,B02BD02,,
KRAZATI,DRUG,AIFA anagrafica farmaci,KRAZATI,051058016|051058028,L01XX77,,
KRENOSIN,DRUG,AIFA anagrafica farmaci,KRENOSIN,028990012,C01EB10,,
